Kommune,År,Sektor,Utslippskilde,Utslipp
Hjartdal,2017,Oppvarming,Fossil olje,0.02
Hjartdal,2017,Oppvarming,Fyringsparafin,7.52
Hjartdal,2017,Oppvarming,LPG,0.01
Hjartdal,2017,Sjøfart,Andre offshorefartøy,0.0
Hjartdal,2017,Sjøfart,Cruise,0.0
Hjartdal,2017,Sjøfart,Fiskefartøy,0.0
Hjartdal,2017,Sjøfart,Gasstankskip,0.0
Hjartdal,2017,Sjøfart,Havbruk,0.0
Hjartdal,2017,Sjøfart,Kjemikalie-/produkttanker,0.0
Hjartdal,2017,Sjøfart,Passasjer,0.0
Hjartdal,2017,Veitrafikk,Tunge kjøretøy,0.27
Hjartdal,2018,Annen mobil forbrenning,Bygg og anlegg  ,0.95
Hjartdal,2018,Annen mobil forbrenning,Skogbruk  ,1.55
Hjartdal,2018,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.06
Hjartdal,2018,Avfall og avløp,Avløp,3.65
Hjartdal,2018,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Hjartdal,2018,"Industri, olje og gass","Industri, olje og gass",0.0
Hjartdal,2018,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Hjartdal,2018,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Hjartdal,2018,Jordbruk,Jordbruksarealer,939.77
Hjartdal,2018,Luftfart,Innenriks luftfart,0.0
Hjartdal,2018,Luftfart,Utenriks luftfart,0.0
Hjartdal,2018,Oppvarming,Bioenergi,0.33
Hjartdal,2018,Oppvarming,Fossil olje,0.03
Hjartdal,2018,Oppvarming,LPG,0.03
Hjartdal,2018,Oppvarming,Naturgass,0.0
Hjartdal,2018,Oppvarming,Vedfyring,20.4
Hjartdal,2018,Sjøfart,Andre aktiviteter,0.0
Hjartdal,2018,Sjøfart,Container/RoRo,0.0
Hjartdal,2018,Sjøfart,Offshore,0.0
Hjartdal,2018,Veitrafikk,Busser,157.14
Hjartdal,2018,Veitrafikk,Personbiler,2038.64
Hjartdal,2019,Annen mobil forbrenning,Andre næringer  ,24.29
Hjartdal,2019,Annen mobil forbrenning,Andre næringer  ,0.19
Hjartdal,2019,Annen mobil forbrenning,Behandling av avfall  ,21.99
Hjartdal,2019,Annen mobil forbrenning,Behandling av avfall  ,0.26
Hjartdal,2019,Annen mobil forbrenning,Bygg og anlegg  ,677.76
Hjartdal,2019,Annen mobil forbrenning,Jordbruk  ,3.43
Hjartdal,2019,Annen mobil forbrenning,Skogbruk  ,0.24
Hjartdal,2019,Annen mobil forbrenning,Snøscooter,0.47
Hjartdal,2019,Avfall og avløp,Avløp,0.0
Hjartdal,2019,Avfall og avløp,Biologisk behandling av avfall,0.0
Hjartdal,2019,Bruk av produkter med fluorgasser,Bruk av HFK,387.78
Hjartdal,2019,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Hjartdal,2019,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Hjartdal,2019,"Industri, olje og gass","Industri, olje og gass",0.0
Hjartdal,2019,Jordbruk,Gjødselhåndtering,349.68
Hjartdal,2019,Jordbruk,Jordbruksarealer,0.36
Hjartdal,2019,Luftfart,Innenriks luftfart,0.0
Hjartdal,2019,Oppvarming,Annet,10.42
Hjartdal,2019,Oppvarming,Annet,0.0
Hjartdal,2019,Oppvarming,Bioenergi,0.0
Hjartdal,2019,Oppvarming,Fossil olje,5.16
Hjartdal,2019,Oppvarming,Naturgass,0.0
Hjartdal,2019,Oppvarming,Vedfyring,401.82
Hjartdal,2019,Sjøfart,*Estimat sjøfart,0.0
Hjartdal,2019,Sjøfart,Andre servicefartøy,0.0
Hjartdal,2019,Sjøfart,Tørrbulk,0.0
Hjartdal,2019,Veitrafikk,Tunge kjøretøy,2957.77
Hjartdal,2019,Veitrafikk,Varebiler,817.01
Hjartdal,2020,Annen mobil forbrenning,Bygg og anlegg  ,5.72
Hjartdal,2020,Annen mobil forbrenning,Jordbruk  ,0.47
Hjartdal,2020,Annen mobil forbrenning,Skogbruk  ,104.58
Hjartdal,2020,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.63
Hjartdal,2020,Avfall og avløp,Avløp,8.44
Hjartdal,2020,Avfall og avløp,Biologisk behandling av avfall,0.0
Hjartdal,2020,Bruk av produkter med fluorgasser,Bruk av SF6,22.19
Hjartdal,2020,Jordbruk,Gjødselhåndtering,369.02
Hjartdal,2020,Luftfart,Innenriks luftfart,0.0
Hjartdal,2020,Luftfart,Utenriks luftfart,0.0
Hjartdal,2020,Oppvarming,Bioenergi,0.01
Hjartdal,2020,Oppvarming,Fossil olje,0.0
Hjartdal,2020,Oppvarming,Fyringsparafin,0.0
Hjartdal,2020,Oppvarming,LPG,11.12
Hjartdal,2020,Sjøfart,Fiskefartøy,0.0
Hjartdal,2020,Sjøfart,Gasstankskip,0.0
Hjartdal,2020,Sjøfart,Havbruk,0.0
Hjartdal,2020,Sjøfart,Oljetanker,0.0
Hjartdal,2020,Sjøfart,Passasjer,0.0
Hjartdal,2020,Veitrafikk,Busser,0.02
Hjartdal,2021,Annen mobil forbrenning,Andre næringer  ,1.05
Hjartdal,2021,Annen mobil forbrenning,Behandling av avfall  ,0.04
Hjartdal,2021,Annen mobil forbrenning,Bygg og anlegg  ,0.81
Hjartdal,2021,Annen mobil forbrenning,Skogbruk  ,2.18
Hjartdal,2021,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.06
Hjartdal,2021,Avfall og avløp,Avløp,177.1
Hjartdal,2021,Avfall og avløp,Biologisk behandling av avfall,0.0
Hjartdal,2021,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Hjartdal,2021,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Hjartdal,2021,"Industri, olje og gass","Industri, olje og gass",0.0
Hjartdal,2021,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Hjartdal,2021,Jordbruk,Jordbruksarealer,105.39
Hjartdal,2021,Luftfart,Innenriks luftfart,0.0
Hjartdal,2021,Luftfart,Utenriks luftfart,0.0
Hjartdal,2021,Oppvarming,Bioenergi,0.37
Hjartdal,2021,Oppvarming,Fossil olje,0.01
Hjartdal,2021,Oppvarming,Fyringsparafin,0.0
Hjartdal,2021,Oppvarming,Naturgass,0.0
Hjartdal,2021,Oppvarming,Vedfyring,14.55
Hjartdal,2021,Sjøfart,Andre aktiviteter,0.0
Hjartdal,2021,Sjøfart,Container/RoRo,0.0
Hjartdal,2021,Sjøfart,Cruise,0.0
Hjartdal,2021,Sjøfart,Offshore,0.0
Hjartdal,2021,Veitrafikk,Busser,137.13
Hjartdal,2021,Veitrafikk,Personbiler,1731.51
Hjartdal,2021,Veitrafikk,Varebiler,2.57
Hjartdal,2022,Annen mobil forbrenning,Andre næringer  ,87.46
Hjartdal,2022,Annen mobil forbrenning,Andre næringer  ,0.93
Hjartdal,2022,Annen mobil forbrenning,Behandling av avfall  ,27.86
Hjartdal,2022,Annen mobil forbrenning,Behandling av avfall  ,0.32
Hjartdal,2022,Annen mobil forbrenning,Jordbruk  ,314.55
Hjartdal,2022,Annen mobil forbrenning,Jordbruk  ,3.46
Hjartdal,2022,Annen mobil forbrenning,Skogbruk  ,0.31
Hjartdal,2022,Annen mobil forbrenning,Snøscooter,98.48
Hjartdal,2022,Avfall og avløp,Biologisk behandling av avfall,0.0
Hjartdal,2022,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Hjartdal,2022,Jordbruk,Gjødselhåndtering,0.0
Hjartdal,2022,Luftfart,Innenriks luftfart,0.0
Hjartdal,2022,Oppvarming,Annet,9.04
Hjartdal,2022,Oppvarming,Fyringsparafin,0.0
Hjartdal,2022,Oppvarming,Vedfyring,484.49
Hjartdal,2022,Sjøfart,*Estimat sjøfart,0.0
Hjartdal,2022,Sjøfart,Andre servicefartøy,0.79
Hjartdal,2022,Sjøfart,Tørrbulk,0.0
Hjartdal,2022,Veitrafikk,Busser,2.03
Hjartdal,2022,Veitrafikk,Personbiler,18.15
Hjartdal,2022,Veitrafikk,Tunge kjøretøy,3215.53
Hjartdal,2022,Veitrafikk,Varebiler,931.99
Hjartdal,2023,Annen mobil forbrenning,Bygg og anlegg  ,5.09
Hjartdal,2023,Annen mobil forbrenning,Skogbruk  ,100.02
Hjartdal,2023,Annen mobil forbrenning,Tjenester tilknyttet transport  ,97.47
Hjartdal,2023,Annen mobil forbrenning,Tjenester tilknyttet transport  ,1.13
Hjartdal,2023,Avfall og avløp,Avløp,17.08
Hjartdal,2023,Avfall og avløp,Biologisk behandling av avfall,0.0
Hjartdal,2023,Bruk av produkter med fluorgasser,Bruk av SF6,14.94
Hjartdal,2023,Jordbruk,Fordøyelsesprosesser husdyr,2858.15
Hjartdal,2023,Luftfart,Innenriks luftfart,0.0
Hjartdal,2023,Luftfart,Utenriks luftfart,0.0
Hjartdal,2023,Oppvarming,Bioenergi,0.01
Hjartdal,2023,Oppvarming,Fossil olje,0.0
Hjartdal,2023,Oppvarming,Fyringsparafin,0.0
Hjartdal,2023,Oppvarming,LPG,19.2
Hjartdal,2023,Sjøfart,Fiskefartøy,0.0
Hjartdal,2023,Sjøfart,Gasstankskip,0.0
Hjartdal,2023,Sjøfart,Havbruk,0.0
Hjartdal,2023,Sjøfart,Oljetanker,0.0
Hjartdal,2023,Sjøfart,Passasjer,0.0
Hjartdal,2023,Sjøfart,Stykkgods,0.0
Hjartdal,2023,Veitrafikk,Busser,0.03
Hjartdal,2023,Veitrafikk,Personbiler,7.33
Hjartdal,2023,Veitrafikk,Tunge kjøretøy,44.8
Hjartdal,2023,Veitrafikk,Varebiler,10.7
Hjartdal,2024,Annen mobil forbrenning,Andre næringer  ,1.15
Hjartdal,2024,Annen mobil forbrenning,Behandling av avfall  ,0.03
Hjartdal,2024,Annen mobil forbrenning,Bygg og anlegg  ,0.71
Hjartdal,2024,Annen mobil forbrenning,Skogbruk  ,0.89
Hjartdal,2024,Annen mobil forbrenning,Snøscooter,17.23
Hjartdal,2024,Avfall og avløp,Avfallsdeponigass,22.0
Hjartdal,2024,Avfall og avløp,Avløp,168.52
Hjartdal,2024,Avfall og avløp,Biologisk behandling av avfall,0.0
Hjartdal,2024,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Hjartdal,2024,Jordbruk,Jordbruksarealer,151.63
Hjartdal,2024,Luftfart,Innenriks luftfart,0.0
Hjartdal,2024,Oppvarming,Annet,0.0
Hjartdal,2024,Oppvarming,Bioenergi,0.25
Hjartdal,2024,Oppvarming,Fossil olje,0.0
Hjartdal,2024,Oppvarming,Fyringsparafin,0.0
Hjartdal,2024,Oppvarming,LPG,0.01
Hjartdal,2024,Oppvarming,Naturgass,0.0
Hjartdal,2024,Oppvarming,Vedfyring,14.37
Hjartdal,2024,Sjøfart,Andre aktiviteter,0.0
Hjartdal,2024,Sjøfart,Andre offshorefartøy,0.0
Hjartdal,2024,Sjøfart,Container/RoRo,0.0
Hjartdal,2024,Sjøfart,Cruise,0.0
Hjartdal,2024,Sjøfart,Kjemikalie-/produkttanker,0.0
Hjartdal,2024,Veitrafikk,Busser,151.59
Hjartdal,2024,Veitrafikk,Personbiler,1573.0
Hjartdal,2024,Veitrafikk,Tunge kjøretøy,0.32
Hjartdal,2024,Veitrafikk,Varebiler,3.08
Tinn,2009,Annen mobil forbrenning,Andre næringer  ,5.26
Tinn,2009,Annen mobil forbrenning,Behandling av avfall  ,0.05
Tinn,2009,Annen mobil forbrenning,Bygg og anlegg  ,13.74
Tinn,2009,Annen mobil forbrenning,Skogbruk  ,125.63
Tinn,2009,Annen mobil forbrenning,Skogbruk  ,1.38
Tinn,2009,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.27
Tinn,2009,Avfall og avløp,Avløp,57.56
Tinn,2009,Avfall og avløp,Biologisk behandling av avfall,1.66
Tinn,2009,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2009,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2009,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2009,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2009,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2009,Jordbruk,Gjødselhåndtering,320.0
Tinn,2009,Jordbruk,Jordbruksarealer,64.13
Tinn,2009,Oppvarming,Bioenergi,1.28
Tinn,2009,Oppvarming,Fossil olje,0.09
Tinn,2009,Oppvarming,Fyringsparafin,10.18
Tinn,2009,Oppvarming,Fyringsparafin,0.02
Tinn,2009,Oppvarming,Naturgass,0.0
Tinn,2009,Oppvarming,Vedfyring,45.93
Tinn,2009,Sjøfart,Andre aktiviteter,0.0
Tinn,2009,Sjøfart,Gasstankskip,0.0
Tinn,2009,Sjøfart,Offshore,0.0
Tinn,2009,Veitrafikk,Personbiler,4102.16
Tinn,2009,Veitrafikk,Tunge kjøretøy,0.25
Tinn,2011,Annen mobil forbrenning,Andre næringer  ,1.79
Tinn,2011,Annen mobil forbrenning,Behandling av avfall  ,0.71
Tinn,2011,Annen mobil forbrenning,Bygg og anlegg  ,1839.55
Tinn,2011,Annen mobil forbrenning,Jordbruk  ,0.52
Tinn,2011,Annen mobil forbrenning,Skogbruk  ,0.27
Tinn,2011,Annen mobil forbrenning,Tjenester tilknyttet transport  ,273.5
Tinn,2011,Annen mobil forbrenning,Tjenester tilknyttet transport  ,3.18
Tinn,2011,Avfall og avløp,Avløp,54.4
Tinn,2011,Avfall og avløp,Biologisk behandling av avfall,0.0
Tinn,2011,Bruk av produkter med fluorgasser,Bruk av SF6,67.62
Tinn,2011,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2011,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2011,Jordbruk,Fordøyelsesprosesser husdyr,3378.8
Tinn,2011,Luftfart,Innenriks luftfart,0.0
Tinn,2011,Oppvarming,Bioenergi,0.07
Tinn,2011,Oppvarming,Fossil olje,0.27
Tinn,2011,Oppvarming,LPG,63.13
Tinn,2011,Oppvarming,Naturgass,0.0
Tinn,2011,Sjøfart,Fiskefartøy,0.0
Tinn,2011,Sjøfart,Havbruk,0.0
Tinn,2011,Sjøfart,Passasjer,0.0
Tinn,2011,Sjøfart,Stykkgods,0.0
Tinn,2011,Veitrafikk,Personbiler,11.4
Tinn,2011,Veitrafikk,Tunge kjøretøy,1339.64
Tinn,2011,Veitrafikk,Varebiler,1396.67
Tinn,2011,Veitrafikk,Varebiler,8.28
Tinn,2013,Annen mobil forbrenning,Andre næringer  ,227.6
Tinn,2013,Annen mobil forbrenning,Behandling av avfall  ,82.39
Tinn,2013,Annen mobil forbrenning,Bygg og anlegg  ,2.11
Tinn,2013,Annen mobil forbrenning,Jordbruk  ,321.1
Tinn,2013,Annen mobil forbrenning,Snøscooter,200.55
Tinn,2013,Avfall og avløp,Biologisk behandling av avfall,2.18
Tinn,2013,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2013,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2013,Jordbruk,Jordbruksarealer,970.47
Tinn,2013,Luftfart,Innenriks luftfart,0.0
Tinn,2013,Luftfart,Utenriks luftfart,0.0
Tinn,2013,Oppvarming,Annet,60.36
Tinn,2013,Oppvarming,LPG,0.16
Tinn,2013,Oppvarming,Naturgass,0.0
Tinn,2013,Oppvarming,Vedfyring,1157.14
Tinn,2013,Sjøfart,*Estimat sjøfart,0.0
Tinn,2013,Sjøfart,Andre servicefartøy,0.0
Tinn,2013,Sjøfart,Container/RoRo,0.0
Tinn,2013,Sjøfart,Tørrbulk,0.0
Tinn,2013,Veitrafikk,Busser,389.08
Tinn,2013,Veitrafikk,Busser,2.89
Tinn,2013,Veitrafikk,Personbiler,26.28
Tinn,2013,Veitrafikk,Varebiler,1.37
Tinn,2015,Annen mobil forbrenning,Andre næringer  ,3.56
Tinn,2015,Annen mobil forbrenning,Behandling av avfall  ,0.14
Tinn,2015,Annen mobil forbrenning,Bygg og anlegg  ,20.46
Tinn,2015,Annen mobil forbrenning,Jordbruk  ,0.49
Tinn,2015,Annen mobil forbrenning,Skogbruk  ,150.94
Tinn,2015,Annen mobil forbrenning,Skogbruk  ,1.66
Tinn,2015,Annen mobil forbrenning,Snøscooter,36.86
Tinn,2015,Avfall og avløp,Avfallsdeponigass,3182.31
Tinn,2015,Avfall og avløp,Avløp,63.51
Tinn,2015,Avfall og avløp,Biologisk behandling av avfall,1.32
Tinn,2015,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2015,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2015,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2015,Jordbruk,Jordbruksarealer,60.44
Tinn,2015,Luftfart,Innenriks luftfart,0.0
Tinn,2015,Luftfart,Utenriks luftfart,0.0
Tinn,2015,Luftfart,Utenriks luftfart,0.0
Tinn,2015,Oppvarming,Annet,0.0
Tinn,2015,Oppvarming,Fyringsparafin,0.97
Tinn,2015,Oppvarming,Fyringsparafin,0.0
Tinn,2015,Oppvarming,LPG,0.02
Tinn,2015,Sjøfart,Andre aktiviteter,0.0
Tinn,2015,Sjøfart,Andre offshorefartøy,0.0
Tinn,2015,Sjøfart,Cruise,0.0
Tinn,2015,Sjøfart,Gasstankskip,0.0
Tinn,2015,Sjøfart,Kjemikalie-/produkttanker,0.0
Tinn,2015,Sjøfart,Oljetanker,0.0
Tinn,2015,Veitrafikk,Busser,0.07
Tinn,2015,Veitrafikk,Personbiler,3777.89
Tinn,2015,Veitrafikk,Tunge kjøretøy,11.41
Tinn,2016,Annen mobil forbrenning,Bygg og anlegg  ,2.91
Tinn,2016,Annen mobil forbrenning,Jordbruk  ,334.76
Tinn,2016,Annen mobil forbrenning,Snøscooter,203.11
Tinn,2016,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.34
Tinn,2016,Avfall og avløp,Biologisk behandling av avfall,2.33
Tinn,2016,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2016,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2016,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2016,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2016,Jordbruk,Jordbruksarealer,1051.84
Tinn,2016,Luftfart,Innenriks luftfart,0.0
Tinn,2016,Oppvarming,Annet,51.34
Tinn,2016,Oppvarming,LPG,0.19
Tinn,2016,Oppvarming,Naturgass,0.0
Tinn,2016,Oppvarming,Naturgass,0.0
Tinn,2016,Sjøfart,Container/RoRo,0.0
Tinn,2016,Sjøfart,Offshore,0.0
Tinn,2016,Veitrafikk,Busser,381.17
Tinn,2016,Veitrafikk,Busser,3.35
Tinn,2016,Veitrafikk,Personbiler,30.47
Tinn,2016,Veitrafikk,Tunge kjøretøy,0.14
Tinn,2016,Veitrafikk,Varebiler,2.11
Tinn,2017,Annen mobil forbrenning,Andre næringer  ,2.63
Tinn,2017,Annen mobil forbrenning,Behandling av avfall  ,0.97
Tinn,2017,Annen mobil forbrenning,Jordbruk  ,3.67
Tinn,2017,Annen mobil forbrenning,Skogbruk  ,0.19
Tinn,2017,Annen mobil forbrenning,Snøscooter,1.0
Tinn,2017,Annen mobil forbrenning,Tjenester tilknyttet transport  ,178.88
Tinn,2017,Avfall og avløp,Avløp,0.0
Tinn,2017,Bruk av produkter med fluorgasser,Bruk av HFK,946.5
Tinn,2017,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2017,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2017,Jordbruk,Fordøyelsesprosesser husdyr,4078.52
Tinn,2017,Jordbruk,Gjødselhåndtering,0.0
Tinn,2017,Jordbruk,Gjødselhåndtering,354.96
Tinn,2017,Jordbruk,Jordbruksarealer,0.0
Tinn,2017,Luftfart,Innenriks luftfart,0.0
Tinn,2017,Oppvarming,Annet,0.0
Tinn,2017,Oppvarming,Bioenergi,0.0
Tinn,2017,Oppvarming,Fossil olje,38.67
Tinn,2017,Oppvarming,Fyringsparafin,0.01
Tinn,2017,Oppvarming,LPG,69.54
Tinn,2017,Sjøfart,Stykkgods,0.0
Tinn,2017,Veitrafikk,Personbiler,12.1
Tinn,2017,Veitrafikk,Tunge kjøretøy,1312.65
Tinn,2017,Veitrafikk,Varebiler,1190.17
Tinn,2017,Veitrafikk,Varebiler,10.77
Tinn,2018,Annen mobil forbrenning,Andre næringer  ,3.33
Tinn,2018,Annen mobil forbrenning,Behandling av avfall  ,0.13
Tinn,2018,Annen mobil forbrenning,Bygg og anlegg  ,1881.32
Tinn,2018,Annen mobil forbrenning,Jordbruk  ,0.52
Tinn,2018,Annen mobil forbrenning,Snøscooter,33.9
Tinn,2018,Annen mobil forbrenning,Tjenester tilknyttet transport  ,2.08
Tinn,2018,Avfall og avløp,Avfallsdeponigass,2670.71
Tinn,2018,Avfall og avløp,Biologisk behandling av avfall,0.0
Tinn,2018,Avfall og avløp,Biologisk behandling av avfall,1.26
Tinn,2018,Bruk av produkter med fluorgasser,Bruk av SF6,61.07
Tinn,2018,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2018,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2018,Jordbruk,Jordbruksarealer,76.17
Tinn,2018,Luftfart,Innenriks luftfart,0.0
Tinn,2018,Luftfart,Utenriks luftfart,0.0
Tinn,2018,Luftfart,Utenriks luftfart,0.0
Tinn,2018,Oppvarming,Annet,0.0
Tinn,2018,Oppvarming,Bioenergi,0.06
Tinn,2018,Oppvarming,Fyringsparafin,1.91
Tinn,2018,Oppvarming,Fyringsparafin,0.0
Tinn,2018,Oppvarming,LPG,0.03
Tinn,2018,Oppvarming,Naturgass,0.0
Tinn,2018,Sjøfart,Andre offshorefartøy,0.0
Tinn,2018,Sjøfart,Cruise,0.0
Tinn,2018,Sjøfart,Fiskefartøy,0.0
Tinn,2018,Sjøfart,Havbruk,0.0
Tinn,2018,Sjøfart,Kjemikalie-/produkttanker,0.0
Tinn,2018,Sjøfart,Oljetanker,0.0
Tinn,2018,Veitrafikk,Busser,0.06
Tinn,2018,Veitrafikk,Tunge kjøretøy,16.18
Tinn,2019,Annen mobil forbrenning,Jordbruk  ,350.64
Tinn,2019,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.27
Tinn,2019,Avfall og avløp,Avløp,75.02
Tinn,2019,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2019,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2019,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2019,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2019,Jordbruk,Gjødselhåndtering,315.35
Tinn,2019,Jordbruk,Jordbruksarealer,1068.34
Tinn,2019,Oppvarming,Bioenergi,1.15
Tinn,2019,Oppvarming,Fossil olje,0.07
Tinn,2019,Oppvarming,LPG,0.14
Tinn,2019,Oppvarming,Naturgass,0.0
Tinn,2019,Oppvarming,Naturgass,0.0
Tinn,2019,Oppvarming,Vedfyring,24.36
Tinn,2019,Sjøfart,Container/RoRo,0.0
Tinn,2019,Sjøfart,Offshore,0.0
Tinn,2019,Veitrafikk,Busser,4.61
Tinn,2019,Veitrafikk,Personbiler,31.84
Tinn,2019,Veitrafikk,Tunge kjøretøy,0.07
Tinn,2019,Veitrafikk,Varebiler,3.21
Tinn,2020,Annen mobil forbrenning,Andre næringer  ,850.5
Tinn,2020,Annen mobil forbrenning,Behandling av avfall  ,85.62
Tinn,2020,Annen mobil forbrenning,Jordbruk  ,3.96
Tinn,2020,Annen mobil forbrenning,Skogbruk  ,0.16
Tinn,2020,Annen mobil forbrenning,Snøscooter,1.04
Tinn,2020,Annen mobil forbrenning,Tjenester tilknyttet transport  ,291.9
Tinn,2020,Avfall og avløp,Avløp,0.0
Tinn,2020,Bruk av produkter med fluorgasser,Bruk av HFK,839.43
Tinn,2020,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2020,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2020,Jordbruk,Fordøyelsesprosesser husdyr,3754.66
Tinn,2020,Jordbruk,Gjødselhåndtering,0.0
Tinn,2020,Jordbruk,Gjødselhåndtering,359.6
Tinn,2020,Jordbruk,Jordbruksarealer,0.0
Tinn,2020,Luftfart,Innenriks luftfart,0.0
Tinn,2020,Luftfart,Utenriks luftfart,0.0
Tinn,2020,Oppvarming,Annet,0.0
Tinn,2020,Oppvarming,Bioenergi,0.0
Tinn,2020,Oppvarming,Fossil olje,1.05
Tinn,2020,Oppvarming,Fyringsparafin,0.0
Tinn,2020,Oppvarming,Vedfyring,899.37
Tinn,2020,Sjøfart,*Estimat sjøfart,0.0
Tinn,2020,Sjøfart,Andre servicefartøy,0.0
Tinn,2020,Sjøfart,Stykkgods,0.0
Tinn,2020,Sjøfart,Tørrbulk,0.0
Tinn,2020,Veitrafikk,Tunge kjøretøy,1405.7
Tinn,2021,Annen mobil forbrenning,Bygg og anlegg  ,3721.52
Tinn,2021,Annen mobil forbrenning,Jordbruk  ,0.55
Tinn,2021,Annen mobil forbrenning,Snøscooter,33.72
Tinn,2021,Annen mobil forbrenning,Tjenester tilknyttet transport  ,2.77
Tinn,2021,Avfall og avløp,Avfallsdeponigass,2263.0
Tinn,2021,Avfall og avløp,Avløp,60.03
Tinn,2021,Avfall og avløp,Biologisk behandling av avfall,0.0
Tinn,2021,Bruk av produkter med fluorgasser,Bruk av SF6,68.8
Tinn,2021,Luftfart,Innenriks luftfart,0.0
Tinn,2021,Luftfart,Utenriks luftfart,0.0
Tinn,2021,Luftfart,Utenriks luftfart,0.0
Tinn,2021,Oppvarming,Annet,0.0
Tinn,2021,Oppvarming,Bioenergi,0.06
Tinn,2021,Oppvarming,Fossil olje,0.01
Tinn,2021,Oppvarming,LPG,0.03
Tinn,2021,Oppvarming,Naturgass,0.0
Tinn,2021,Sjøfart,Andre offshorefartøy,0.0
Tinn,2021,Sjøfart,Fiskefartøy,0.0
Tinn,2021,Sjøfart,Havbruk,0.0
Tinn,2021,Sjøfart,Kjemikalie-/produkttanker,0.0
Tinn,2021,Sjøfart,Passasjer,0.0
Tinn,2021,Veitrafikk,Busser,0.02
Tinn,2021,Veitrafikk,Tunge kjøretøy,20.19
Tinn,2022,Annen mobil forbrenning,Bygg og anlegg  ,39.67
Tinn,2022,Annen mobil forbrenning,Skogbruk  ,244.06
Tinn,2022,Annen mobil forbrenning,Skogbruk  ,2.68
Tinn,2022,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.4
Tinn,2022,Avfall og avløp,Avløp,63.23
Tinn,2022,Avfall og avløp,Biologisk behandling av avfall,1.07
Tinn,2022,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Tinn,2022,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Tinn,2022,"Industri, olje og gass","Industri, olje og gass",0.0
Tinn,2022,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2022,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Tinn,2022,Jordbruk,Gjødselhåndtering,335.76
Tinn,2022,Jordbruk,Jordbruksarealer,1410.18
Tinn,2022,Oppvarming,Bioenergi,1.2
