Nivå;Geografisk enhet;Yrke utlyst stilling;Antall utlyste stillinger;Yrkespraksis;Antall søkere;Dato
Telemark kommuner;Nome;Reiseliv og transport;1.0;Kontorarbeid;2.0;2025-08-01
Telemark kommuner;Nome;Reiseliv og transport;1.0;Ledere;3.0;2025-08-01
Telemark kommuner;Nome;Reiseliv og transport;1.0;Meglere og konsulenter;0.0;2025-08-01
Telemark kommuner;Nome;Reiseliv og transport;1.0;Reiseliv og transport;11.0;2025-08-01
Telemark kommuner;Nome;Reiseliv og transport;1.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Nome;Reiseliv og transport;1.0;Undervisning;1.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Akademiske yrker;2.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Barne- og ungdomsarbeid;11.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Butikk- og salgsarbeid;11.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Bygg og anlegg;12.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Helse, pleie og omsorg;8.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Industriarbeid;13.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Ingen yrkesbakgrunn eller uoppgitt;25.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Ingeniør- og ikt-fag;1.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Jordbruk, skogbruk og fiske;4.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Kontorarbeid;2.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Ledere;3.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Meglere og konsulenter;0.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Reiseliv og transport;11.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Nome;Serviceyrker og annet arbeid;0.0;Undervisning;1.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Akademiske yrker;2.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Barne- og ungdomsarbeid;11.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Butikk- og salgsarbeid;11.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Bygg og anlegg;12.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Helse, pleie og omsorg;8.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Industriarbeid;13.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Ingen yrkesbakgrunn eller uoppgitt;25.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Ingeniør- og ikt-fag;1.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Jordbruk, skogbruk og fiske;4.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Kontorarbeid;2.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Ledere;3.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Meglere og konsulenter;0.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Reiseliv og transport;11.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Nome;Undervisning;0.0;Undervisning;1.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Akademiske yrker;0.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Barne- og ungdomsarbeid;5.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Butikk- og salgsarbeid;16.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Bygg og anlegg;4.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Helse, pleie og omsorg;17.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Industriarbeid;1.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Ingen yrkesbakgrunn eller uoppgitt;0.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Ingeniør- og ikt-fag;0.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Jordbruk, skogbruk og fiske;0.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Kontorarbeid;1.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Ledere;0.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Meglere og konsulenter;0.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Reiseliv og transport;2.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Serviceyrker og annet arbeid;18.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Akademiske yrker;1.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Barne- og ungdomsarbeid;10.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Butikk- og salgsarbeid;37.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Bygg og anlegg;27.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Helse, pleie og omsorg;20.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Industriarbeid;27.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Ingen yrkesbakgrunn eller uoppgitt;36.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Ingeniør- og ikt-fag;12.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Jordbruk, skogbruk og fiske;2.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Kontorarbeid;11.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Ledere;6.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Meglere og konsulenter;1.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Reiseliv og transport;17.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Serviceyrker og annet arbeid;21.0;2025-08-01
Telemark kommuner;Notodden;Undervisning;2.0;Undervisning;8.0;2025-08-01
Telemark kommuner;Porsgrunn;Akademiske yrker;9.0;Akademiske yrker;12.0;2025-08-01
Telemark kommuner;Porsgrunn;Akademiske yrker;9.0;Barne- og ungdomsarbeid;42.0;2025-08-01
Telemark kommuner;Porsgrunn;Akademiske yrker;9.0;Butikk- og salgsarbeid;99.0;2025-08-01
Telemark kommuner;Porsgrunn;Akademiske yrker;9.0;Bygg og anlegg;68.0;2025-08-01
