Nivå;Geografisk enhet;Yrke utlyst stilling;Antall utlyste stillinger;Yrkespraksis;Antall søkere;Dato
Fylker;Rogaland;Barne- og ungdomsarbeid;200.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Barne- og ungdomsarbeid;200.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Barne- og ungdomsarbeid;200.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Barne- og ungdomsarbeid;200.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Barne- og ungdomsarbeid;200.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Barne- og ungdomsarbeid;200.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Butikk- og salgsarbeid;494.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Bygg og anlegg;376.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Helse, pleie og omsorg;696.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Industriarbeid;376.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Ingen yrkesbakgrunn eller uoppgitt;1.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Ingeniør- og ikt-fag;288.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Jordbruk, skogbruk og fiske;6.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Kontorarbeid;169.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Ledere;60.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Meglere og konsulenter;136.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Reiseliv og transport;178.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Serviceyrker og annet arbeid;165.0;Undervisning;267.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Akademiske yrker;137.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Barne- og ungdomsarbeid;397.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Butikk- og salgsarbeid;700.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Bygg og anlegg;490.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Helse, pleie og omsorg;491.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Industriarbeid;645.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Ingen yrkesbakgrunn eller uoppgitt;1185.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Ingeniør- og ikt-fag;525.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Jordbruk, skogbruk og fiske;106.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Kontorarbeid;451.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Ledere;306.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Meglere og konsulenter;227.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Reiseliv og transport;661.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Serviceyrker og annet arbeid;744.0;2025-08-01
Fylker;Rogaland;Undervisning;119.0;Undervisning;267.0;2025-08-01
Fylker;Sogn og Fjordane;Bygg og anlegg;2.0;;;2025-08-01
Fylker;Sogn og Fjordane;Industriarbeid;2.0;;;2025-08-01
Fylker;Svalbard og øvrige områder;;;Akademiske yrker;1.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Barne- og ungdomsarbeid;1.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Butikk- og salgsarbeid;1.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Bygg og anlegg;1.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Helse, pleie og omsorg;0.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Industriarbeid;0.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Ingen yrkesbakgrunn eller uoppgitt;2.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Ingeniør- og ikt-fag;2.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Kontorarbeid;3.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Ledere;2.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Reiseliv og transport;2.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Serviceyrker og annet arbeid;1.0;2025-08-01
Fylker;Svalbard og øvrige områder;;;Undervisning;2.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Akademiske yrker;45.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Barne- og ungdomsarbeid;181.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Butikk- og salgsarbeid;385.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Bygg og anlegg;326.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Helse, pleie og omsorg;277.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Industriarbeid;329.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Ingen yrkesbakgrunn eller uoppgitt;495.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Ingeniør- og ikt-fag;149.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Jordbruk, skogbruk og fiske;42.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Kontorarbeid;195.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Ledere;105.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Meglere og konsulenter;57.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Reiseliv og transport;281.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Serviceyrker og annet arbeid;352.0;2025-08-01
Fylker;Telemark;Akademiske yrker;19.0;Undervisning;129.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Akademiske yrker;45.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Barne- og ungdomsarbeid;181.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Butikk- og salgsarbeid;385.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Bygg og anlegg;326.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Helse, pleie og omsorg;277.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Industriarbeid;329.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Ingen yrkesbakgrunn eller uoppgitt;495.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Ingeniør- og ikt-fag;149.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Jordbruk, skogbruk og fiske;42.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Kontorarbeid;195.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Ledere;105.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Meglere og konsulenter;57.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Reiseliv og transport;281.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Serviceyrker og annet arbeid;352.0;2025-08-01
Fylker;Telemark;Barne- og ungdomsarbeid;17.0;Undervisning;129.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Akademiske yrker;45.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Barne- og ungdomsarbeid;181.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Butikk- og salgsarbeid;385.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Bygg og anlegg;326.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Helse, pleie og omsorg;277.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Industriarbeid;329.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Ingen yrkesbakgrunn eller uoppgitt;495.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Ingeniør- og ikt-fag;149.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Jordbruk, skogbruk og fiske;42.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Kontorarbeid;195.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Ledere;105.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Meglere og konsulenter;57.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Reiseliv og transport;281.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Serviceyrker og annet arbeid;352.0;2025-08-01
Fylker;Telemark;Butikk- og salgsarbeid;175.0;Undervisning;129.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Akademiske yrker;45.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Barne- og ungdomsarbeid;181.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Butikk- og salgsarbeid;385.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Bygg og anlegg;326.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Helse, pleie og omsorg;277.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Industriarbeid;329.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Ingen yrkesbakgrunn eller uoppgitt;495.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Ingeniør- og ikt-fag;149.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Jordbruk, skogbruk og fiske;42.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Kontorarbeid;195.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Ledere;105.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Meglere og konsulenter;57.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Reiseliv og transport;281.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Serviceyrker og annet arbeid;352.0;2025-08-01
Fylker;Telemark;Bygg og anlegg;93.0;Undervisning;129.0;2025-08-01
Fylker;Telemark;Helse, pleie og omsorg;232.0;Akademiske yrker;45.0;2025-08-01
Fylker;Telemark;Helse, pleie og omsorg;232.0;Barne- og ungdomsarbeid;181.0;2025-08-01
Fylker;Telemark;Helse, pleie og omsorg;232.0;Butikk- og salgsarbeid;385.0;2025-08-01
Fylker;Telemark;Helse, pleie og omsorg;232.0;Bygg og anlegg;326.0;2025-08-01
Fylker;Telemark;Helse, pleie og omsorg;232.0;Helse, pleie og omsorg;277.0;2025-08-01
Fylker;Telemark;Helse, pleie og omsorg;232.0;Industriarbeid;329.0;2025-08-01
