Kommunenummer,Kommune,MeteringPointTypeCode,Kilde,InstallertKapasitet,Dato,SistOppdatert
4001,Porsgrunn,E18,other,1180.0,2025-04-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11938.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-28,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7761.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-04-29,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-04-29,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12398.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12402.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12402.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7776.0,2025-05-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12419.0,2025-05-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12586.0,2025-05-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12586.0,2025-05-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-15,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12586.0,2025-05-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12586.0,2025-05-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12586.0,2025-05-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-17,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12586.0,2025-05-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12026.0,2025-05-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-19,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-19,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12026.0,2025-05-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-20,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-21,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-21,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12026.0,2025-05-21,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-21,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12026.0,2025-05-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,12026.0,2025-05-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7796.0,2025-05-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-24,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11265.0,2025-05-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7532.0,2025-05-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-24,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11265.0,2025-05-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7532.0,2025-05-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7532.0,2025-05-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11265.0,2025-05-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11265.0,2025-05-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7532.0,2025-05-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-05-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-05-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-05-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-05-28,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-05-28,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-05-28,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-05-28,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11265.0,2025-05-28,2025-06-25T08:29:56+02:00
