Kommunenummer,Kommune,MeteringPointTypeCode,Kilde,InstallertKapasitet,Dato,SistOppdatert
4001,Porsgrunn,E18,solar,754.0,2025-02-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-15,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-15,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-16,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-16,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-16,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-17,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-17,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-17,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-17,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11616.0,2025-02-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-18,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-18,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-18,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-19,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-19,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-19,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-19,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-20,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-20,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-20,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-20,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-21,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-21,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-21,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-21,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-21,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-22,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-22,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-22,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-23,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-23,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-23,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-24,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-24,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-24,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-24,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-25,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-25,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-25,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-26,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-26,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-26,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-02-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-02-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-02-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-02-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-02-27,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-02-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-02-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-02-27,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-02-27,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-01,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-03-01,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-03-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-01,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-02,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-02,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-03-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-03-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-02,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-03-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-03-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-03,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-03,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-03,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7445.0,2025-03-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-03-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-04,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-04,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-04,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-03-05,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7455.0,2025-03-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-05,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-05,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7455.0,2025-03-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11628.0,2025-03-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-06,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-06,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-06,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11652.0,2025-03-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7455.0,2025-03-07,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-07,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-07,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7455.0,2025-03-08,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11652.0,2025-03-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-08,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-08,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7455.0,2025-03-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11652.0,2025-03-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-09,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-09,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-09,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11707.0,2025-03-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7455.0,2025-03-10,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-10,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-10,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11715.0,2025-03-11,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7474.0,2025-03-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-11,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-11,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7474.0,2025-03-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-12,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-12,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11715.0,2025-03-12,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7479.0,2025-03-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-13,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11715.0,2025-03-13,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-13,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,solar,11715.0,2025-03-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7479.0,2025-03-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-14,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-14,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-14,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,solar,7479.0,2025-03-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,other,1100.0,2025-03-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,other,1180.0,2025-03-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,hydro,58930.0,2025-03-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E19,other,13.0,2025-03-15,2025-06-25T08:29:56+02:00
4003,Skien,E19,other,98.0,2025-03-15,2025-06-25T08:29:56+02:00
4001,Porsgrunn,E18,solar,754.0,2025-03-15,2025-06-25T08:29:56+02:00
4003,Skien,E18,solar,650.0,2025-03-15,2025-06-25T08:29:56+02:00
