Kommunenummer;Kommunenummer_2025;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall_original;Andel_original;Antall_vektet;Andel_vektet;Spørsmålskode;Årstall
4003;4003;Skien;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;2988;0.4478;7525.85;0.4502;FHUS_40_2025_Q1_fk2g3s2;2025
4003;4003;Skien;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;4554;0.6855;11398.38;0.6847;FHUS_40_2025_Q1_fk3g4s1;2025
4003;4003;Skien;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;4835;0.7307;12106.57;0.7302;FHUS_40_2025_Q1_fk3g4s2;2025
4003;4003;Skien;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;675;0.1017;1730.36;0.1041;FHUS_40_2025_Q1_fk3g4s3;2025
4003;4003;Skien;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;965;0.1398;2432.87;0.1407;FHUS_40_2025_Q1_fk3g8s1a;2025
4003;4003;Skien;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;477;0.069;1248.53;0.0721;FHUS_40_2025_Q1_fk3g8s2a;2025
4003;4003;Skien;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;2925;0.4507;7371.79;0.4536;FHUS_40_2025_Q1_fk3g9s1;2025
4003;4003;Skien;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;2552;0.3969;6431.84;0.3991;FHUS_40_2025_Q1_fk3g9s2;2025
4003;4003;Skien;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;1847;0.2885;4632.92;0.2891;FHUS_40_2025_Q1_fk5g13s1_1;2025
4003;4003;Skien;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;2055;0.3209;5083.11;0.3168;FHUS_40_2025_Q1_fk5g13s1_2;2025
4003;4003;Skien;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;2700;0.4215;6688.61;0.4168;FHUS_40_2025_Q1_fk5g13s1_3;2025
4003;4003;Skien;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;2662;0.4152;6590.35;0.4103;FHUS_40_2025_Q1_fk5g13s1_4;2025
4003;4003;Skien;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;542;0.0784;1385.67;0.08;FHUS_40_2025_Q1_fk5g14s1a;2025
4003;4003;Skien;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;907;0.1313;2342.19;0.1353;FHUS_40_2025_Q1_fk5g14s2a;2025
4003;4003;Skien;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;1201;0.1739;3014.51;0.1742;FHUS_40_2025_Q1_fk5g15s1a;2025
4003;4003;Skien;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;891;0.129;2323.62;0.1342;FHUS_40_2025_Q1_fk5g15s1a2;2025
4003;4003;Skien;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;1545;0.2431;3876.1;0.2436;FHUS_40_2025_Q1_fk6g17s1;2025
4003;4003;Skien;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;5241;0.8243;13052.43;0.82;FHUS_40_2025_Q1_fk8g30s4;2025
4003;4003;Skien;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;3440;0.5401;8609.51;0.5399;FHUS_40_2025_Q1_fk6g18s2;2025
4003;4003;Skien;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;788;0.1241;2134.34;0.1342;FHUS_40_2025_Q1_fk6g19s1;2025
4003;4003;Skien;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;630;0.099;1673.06;0.1051;FHUS_40_2025_Q1_fk6g19s2;2025
4003;4003;Skien;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;5320;0.8391;13294.92;0.8377;FHUS_40_2025_Q1_fk7g20s1;2025
4003;4003;Skien;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;5494;0.8716;13757.2;0.8719;FHUS_40_2025_Q1_fk7g20s2;2025
4003;4003;Skien;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;5270;0.8323;13167.06;0.831;FHUS_40_2025_Q1_fk7g20s3;2025
4003;4003;Skien;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;4151;0.6595;10347.6;0.6568;FHUS_40_2025_Q1_fk7g24s1;2025
4003;4003;Skien;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;5043;0.8126;12610.43;0.8116;FHUS_40_2025_Q1_fk7g25s1_1;2025
4003;4003;Skien;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;5055;0.8169;12654.36;0.8166;FHUS_40_2025_Q1_fk7g25s1_2;2025
4003;4003;Skien;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;3283;0.5228;8271.91;0.5261;FHUS_40_2025_Q1_fk7g25s3;2025
4003;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;4862;0.7753;12075.92;0.7692;FHUS_40_2025_Q1_fk7g26s2;2025
4003;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;5638;0.9004;14121.14;0.9005;FHUS_40_2025_Q1_fk7g26s3;2025
4003;4003;Skien;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;1637;0.263;4180.24;0.2681;FHUS_40_2025_Q1_fk8g28s1;2025
4003;4003;Skien;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;2058;0.3204;5164.37;0.3209;oslo_sum_3kat;2025
4003;4003;Skien;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;1120;0.1707;2846.74;0.1731;HSCL_2kat;2025
4003;4003;Skien;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;843;0.1321;2147.19;0.1343;ucla_2kat;2025
4003;4003;Skien;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;877;0.1343;2235.07;0.1367;INSOMNIA;2025
4003;4003;Skien;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;1093;0.176;2763.34;0.1776;kontroll_SUM_3kat;2025
4003;4003;Skien;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;1285;0.2004;3225.79;0.2008;FYSAK_2kat;2025
4005;4005;Notodden;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;1079;0.6825;2705.09;0.6809;FHUS_40_2025_Q1_fk1g1s1;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;1285;0.8242;3213.18;0.8202;FHUS_40_2025_Q1_fk1g2s1;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;1243;0.7978;3113.87;0.7954;FHUS_40_2025_Q1_fk1g2s2;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;1127;0.7234;2850.76;0.728;FHUS_40_2025_Q1_fk1g2s3;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;466;0.2991;1164.8;0.2975;FHUS_40_2025_Q1_fk1g2s4;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;1446;0.9311;3624.29;0.929;FHUS_40_2025_Q1_fk1g2s5;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;1097;0.7041;2754.09;0.7035;FHUS_40_2025_Q1_fk1g2s6;2025
4005;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;829;0.5318;2064.06;0.5269;FHUS_40_2025_Q1_fk1g2s7;2025
4005;4005;Notodden;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;428;0.277;1069.29;0.2754;FHUS_40_2025_Q1_fk2g3s1;2025
4005;4005;Notodden;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;664;0.4295;1664.88;0.4287;FHUS_40_2025_Q1_fk2g3s2;2025
4005;4005;Notodden;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;990;0.6429;2456.21;0.6349;FHUS_40_2025_Q1_fk3g4s1;2025
4005;4005;Notodden;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;1019;0.6608;2534.06;0.654;FHUS_40_2025_Q1_fk3g4s2;2025
4005;4005;Notodden;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;221;0.1436;563.05;0.1456;FHUS_40_2025_Q1_fk3g4s3;2025
4005;4005;Notodden;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;229;0.1443;593.28;0.1487;FHUS_40_2025_Q1_fk3g8s1a;2025
4005;4005;Notodden;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;116;0.073;298.16;0.0746;FHUS_40_2025_Q1_fk3g8s2a;2025
4005;4005;Notodden;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;713;0.4703;1813.87;0.4763;FHUS_40_2025_Q1_fk3g9s1;2025
4005;4005;Notodden;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;648;0.43;1640.74;0.4334;FHUS_40_2025_Q1_fk3g9s2;2025
4005;4005;Notodden;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;534;0.356;1367.58;0.3629;FHUS_40_2025_Q1_fk5g13s1_1;2025
4005;4005;Notodden;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;458;0.3043;1143.75;0.3025;FHUS_40_2025_Q1_fk5g13s1_2;2025
4005;4005;Notodden;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;562;0.3737;1394.97;0.3693;FHUS_40_2025_Q1_fk5g13s1_3;2025
4005;4005;Notodden;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;547;0.3635;1356.69;0.3589;FHUS_40_2025_Q1_fk5g13s1_4;2025
4005;4005;Notodden;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;155;0.0977;391.68;0.0983;FHUS_40_2025_Q1_fk5g14s1a;2025
4005;4005;Notodden;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;178;0.1119;437.21;0.1093;FHUS_40_2025_Q1_fk5g14s2a;2025
4005;4005;Notodden;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;210;0.1319;520.02;0.13;FHUS_40_2025_Q1_fk5g15s1a;2025
4005;4005;Notodden;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;208;0.1308;517.88;0.1296;FHUS_40_2025_Q1_fk5g15s1a2;2025
4005;4005;Notodden;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;364;0.2432;914.5;0.2432;FHUS_40_2025_Q1_fk6g17s1;2025
4005;4005;Notodden;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;1198;0.8029;2988.71;0.7978;FHUS_40_2025_Q1_fk8g30s4;2025
4005;4005;Notodden;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;767;0.5127;1913.42;0.5094;FHUS_40_2025_Q1_fk6g18s2;2025
4005;4005;Notodden;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;174;0.1165;456.82;0.1218;FHUS_40_2025_Q1_fk6g19s1;2025
4005;4005;Notodden;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;137;0.0916;354.26;0.0944;FHUS_40_2025_Q1_fk6g19s2;2025
4005;4005;Notodden;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;1221;0.8178;3047.06;0.813;FHUS_40_2025_Q1_fk7g20s1;2025
4005;4005;Notodden;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;1279;0.8624;3206.69;0.8617;FHUS_40_2025_Q1_fk7g20s2;2025
4005;4005;Notodden;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;1238;0.8309;3093.66;0.8273;FHUS_40_2025_Q1_fk7g20s3;2025
4005;4005;Notodden;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;940;0.6356;2360.43;0.6358;FHUS_40_2025_Q1_fk7g24s1;2025
4005;4005;Notodden;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;1139;0.7834;2846.39;0.7799;FHUS_40_2025_Q1_fk7g25s1_1;2025
4005;4005;Notodden;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;1129;0.7792;2822.58;0.7758;FHUS_40_2025_Q1_fk7g25s1_2;2025
4005;4005;Notodden;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;839;0.5669;2115.83;0.5695;FHUS_40_2025_Q1_fk7g25s3;2025
4005;4005;Notodden;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;1160;0.7843;2907.26;0.7831;FHUS_40_2025_Q1_fk7g26s2;2025
4005;4005;Notodden;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;1390;0.9398;3494.27;0.9412;FHUS_40_2025_Q1_fk7g26s3;2025
4005;4005;Notodden;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;429;0.2932;1100.4;0.2995;FHUS_40_2025_Q1_fk8g28s1;2025
4005;4005;Notodden;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;446;0.2958;1107.78;0.2924;oslo_sum_3kat;2025
4005;4005;Notodden;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;274;0.1794;703.95;0.1836;HSCL_2kat;2025
4005;4005;Notodden;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;206;0.1382;523.19;0.1397;ucla_2kat;2025
4005;4005;Notodden;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;205;0.1349;519.45;0.1361;INSOMNIA;2025
4005;4005;Notodden;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;233;0.1599;573.59;0.1567;kontroll_SUM_3kat;2025
4005;4005;Notodden;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;289;0.1927;715.53;0.1899;FYSAK_2kat;2025
4010;4010;Siljan;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;401;0.7741;537.96;0.7741;FHUS_40_2025_Q1_fk1g1s1;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;208;0.4062;279.04;0.4063;FHUS_40_2025_Q1_fk1g2s1;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;407;0.798;546.01;0.798;FHUS_40_2025_Q1_fk1g2s2;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;241;0.4707;323.31;0.4707;FHUS_40_2025_Q1_fk1g2s3;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;234;0.4588;313.92;0.4588;FHUS_40_2025_Q1_fk1g2s4;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;495;0.9668;664.06;0.9668;FHUS_40_2025_Q1_fk1g2s5;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;369;0.7221;495.03;0.7221;FHUS_40_2025_Q1_fk1g2s6;2025
4010;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;233;0.456;312.58;0.456;FHUS_40_2025_Q1_fk1g2s7;2025
4010;4010;Siljan;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;130;0.2564;174.4;0.2564;FHUS_40_2025_Q1_fk2g3s1;2025
4010;4010;Siljan;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;199;0.3917;266.97;0.3917;FHUS_40_2025_Q1_fk2g3s2;2025
4010;4010;Siljan;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;353;0.6976;473.56;0.6976;FHUS_40_2025_Q1_fk3g4s1;2025
4010;4010;Siljan;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;391;0.7697;524.54;0.7697;FHUS_40_2025_Q1_fk3g4s2;2025
4010;4010;Siljan;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;40;0.0786;53.66;0.0786;FHUS_40_2025_Q1_fk3g4s3;2025
4010;4010;Siljan;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;72;0.1387;96.59;0.1387;FHUS_40_2025_Q1_fk3g8s1a;2025
4010;4010;Siljan;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;36;0.0694;48.3;0.0694;FHUS_40_2025_Q1_fk3g8s2a;2025
