Kommunenummer,Kommune,År,Bygningstype,SortBygningstype,Største bygningstyper,SortStorsteBygningstype,Antall
4028,Kviteseid,01.01.2020,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4028,Kviteseid,01.01.2020,Rekkehus,7,Rekkehus,7,0
4028,Kviteseid,01.01.2020,Kjedehus inkl.atriumhus,14,Andre,10,0
4028,Kviteseid,01.01.2020,Terrassehus,18,Andre,10,0
4028,Kviteseid,01.01.2020,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4028,Kviteseid,01.01.2020,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4028,Kviteseid,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4028,Kviteseid,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4028,Kviteseid,01.01.2020,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4028,Kviteseid,01.01.2020,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4028,Kviteseid,01.01.2020,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4028,Kviteseid,01.01.2020,Bo- og servicesenter,16,Andre,10,0
4028,Kviteseid,01.01.2020,Studenthjem/studentboliger,15,Andre,10,0
4028,Kviteseid,01.01.2020,Annen bygning for bofellesskap,19,Andre,10,0
4028,Kviteseid,01.01.2020,Andre bygg enn boligbygg,11,Andre,10,0
4028,Kviteseid,01.01.2021,Enebolig,1,Enebolig,1,494
4028,Kviteseid,01.01.2021,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,354
4028,Kviteseid,01.01.2021,Våningshus,8,Våningshus,8,0
4028,Kviteseid,01.01.2021,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4028,Kviteseid,01.01.2021,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4028,Kviteseid,01.01.2021,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4028,Kviteseid,01.01.2021,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4028,Kviteseid,01.01.2021,Rekkehus,7,Rekkehus,7,0
4028,Kviteseid,01.01.2021,Kjedehus inkl.atriumhus,14,Andre,10,0
4028,Kviteseid,01.01.2021,Terrassehus,18,Andre,10,0
4028,Kviteseid,01.01.2021,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,34
4028,Kviteseid,01.01.2021,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4028,Kviteseid,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4028,Kviteseid,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4028,Kviteseid,01.01.2021,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4028,Kviteseid,01.01.2021,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4028,Kviteseid,01.01.2021,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4028,Kviteseid,01.01.2021,Bo- og servicesenter,16,Andre,10,334
4028,Kviteseid,01.01.2021,Studenthjem/studentboliger,15,Andre,10,0
4028,Kviteseid,01.01.2021,Annen bygning for bofellesskap,19,Andre,10,0
4028,Kviteseid,01.01.2021,Andre bygg enn boligbygg,11,Andre,10,0
4028,Kviteseid,01.01.2022,Enebolig,1,Enebolig,1,856
4028,Kviteseid,01.01.2022,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4028,Kviteseid,01.01.2022,Våningshus,8,Våningshus,8,0
4028,Kviteseid,01.01.2022,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4028,Kviteseid,01.01.2022,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4028,Kviteseid,01.01.2022,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4028,Kviteseid,01.01.2022,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4028,Kviteseid,01.01.2022,Rekkehus,7,Rekkehus,7,0
4028,Kviteseid,01.01.2022,Kjedehus inkl.atriumhus,14,Andre,10,0
4028,Kviteseid,01.01.2022,Terrassehus,18,Andre,10,0
4028,Kviteseid,01.01.2022,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4028,Kviteseid,01.01.2022,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4028,Kviteseid,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4028,Kviteseid,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4028,Kviteseid,01.01.2022,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4028,Kviteseid,01.01.2022,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4028,Kviteseid,01.01.2022,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4028,Kviteseid,01.01.2022,Bo- og servicesenter,16,Andre,10,0
4028,Kviteseid,01.01.2022,Studenthjem/studentboliger,15,Andre,10,0
4028,Kviteseid,01.01.2022,Annen bygning for bofellesskap,19,Andre,10,0
4028,Kviteseid,01.01.2022,Andre bygg enn boligbygg,11,Andre,10,0
4028,Kviteseid,01.01.2023,Enebolig,1,Enebolig,1,401
4028,Kviteseid,01.01.2023,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4028,Kviteseid,01.01.2023,Våningshus,8,Våningshus,8,0
4028,Kviteseid,01.01.2023,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4028,Kviteseid,01.01.2023,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4028,Kviteseid,01.01.2023,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4028,Kviteseid,01.01.2023,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4028,Kviteseid,01.01.2023,Rekkehus,7,Rekkehus,7,0
4028,Kviteseid,01.01.2023,Kjedehus inkl.atriumhus,14,Andre,10,0
4028,Kviteseid,01.01.2023,Terrassehus,18,Andre,10,0
4028,Kviteseid,01.01.2023,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4028,Kviteseid,01.01.2023,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4028,Kviteseid,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4028,Kviteseid,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4028,Kviteseid,01.01.2023,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4028,Kviteseid,01.01.2023,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4028,Kviteseid,01.01.2023,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4028,Kviteseid,01.01.2023,Bo- og servicesenter,16,Andre,10,0
4028,Kviteseid,01.01.2023,Studenthjem/studentboliger,15,Andre,10,0
4028,Kviteseid,01.01.2023,Annen bygning for bofellesskap,19,Andre,10,0
4028,Kviteseid,01.01.2023,Andre bygg enn boligbygg,11,Andre,10,0
4028,Kviteseid,01.01.2024,Enebolig,1,Enebolig,1,645
4028,Kviteseid,01.01.2024,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4028,Kviteseid,01.01.2024,Våningshus,8,Våningshus,8,0
4028,Kviteseid,01.01.2024,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4028,Kviteseid,01.01.2024,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4028,Kviteseid,01.01.2024,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4028,Kviteseid,01.01.2024,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4028,Kviteseid,01.01.2024,Rekkehus,7,Rekkehus,7,0
4028,Kviteseid,01.01.2024,Kjedehus inkl.atriumhus,14,Andre,10,0
4028,Kviteseid,01.01.2024,Terrassehus,18,Andre,10,0
4028,Kviteseid,01.01.2024,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4028,Kviteseid,01.01.2024,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4028,Kviteseid,01.01.2024,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4028,Kviteseid,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4028,Kviteseid,01.01.2024,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4028,Kviteseid,01.01.2024,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4028,Kviteseid,01.01.2024,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4028,Kviteseid,01.01.2024,Bo- og servicesenter,16,Andre,10,0
4028,Kviteseid,01.01.2024,Studenthjem/studentboliger,15,Andre,10,0
4028,Kviteseid,01.01.2024,Annen bygning for bofellesskap,19,Andre,10,0
4028,Kviteseid,01.01.2024,Andre bygg enn boligbygg,11,Andre,10,0
4028,Kviteseid,01.01.2025,Enebolig,1,Enebolig,1,344
4028,Kviteseid,01.01.2025,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4028,Kviteseid,01.01.2025,Våningshus,8,Våningshus,8,178
4028,Kviteseid,01.01.2025,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4028,Kviteseid,01.01.2025,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4028,Kviteseid,01.01.2025,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4028,Kviteseid,01.01.2025,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4028,Kviteseid,01.01.2025,Rekkehus,7,Rekkehus,7,0
4028,Kviteseid,01.01.2025,Kjedehus inkl.atriumhus,14,Andre,10,0
4028,Kviteseid,01.01.2025,Terrassehus,18,Andre,10,0
4028,Kviteseid,01.01.2025,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,1040
4028,Kviteseid,01.01.2025,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4028,Kviteseid,01.01.2025,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4028,Kviteseid,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4028,Kviteseid,01.01.2025,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4028,Kviteseid,01.01.2025,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4028,Kviteseid,01.01.2025,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4028,Kviteseid,01.01.2025,Bo- og servicesenter,16,Andre,10,0
4028,Kviteseid,01.01.2025,Studenthjem/studentboliger,15,Andre,10,0
4028,Kviteseid,01.01.2025,Annen bygning for bofellesskap,19,Andre,10,0
4028,Kviteseid,01.01.2025,Andre bygg enn boligbygg,11,Andre,10,41
4030,Nissedal,01.01.2000,Enebolig,1,Enebolig,1,1
4030,Nissedal,01.01.2000,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2000,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2000,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2000,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2000,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2000,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2000,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2000,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2000,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2000,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2000,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2000,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2000,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2000,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2000,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2000,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2000,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2000,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2000,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2001,Enebolig,1,Enebolig,1,2
4030,Nissedal,01.01.2001,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2001,Våningshus,8,Våningshus,8,1
4030,Nissedal,01.01.2001,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2001,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2001,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2001,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2001,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2001,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2001,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2001,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2001,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2001,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2001,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2001,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2001,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2001,Bo- og servicesenter,16,Andre,10,4
4030,Nissedal,01.01.2001,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2001,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2001,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2002,Enebolig,1,Enebolig,1,5
4030,Nissedal,01.01.2002,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2002,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2002,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2002,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2002,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2002,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2002,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2002,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2002,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2002,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2002,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2002,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2002,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2002,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2002,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2002,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2002,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2002,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2002,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2003,Enebolig,1,Enebolig,1,0
4030,Nissedal,01.01.2003,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2003,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2003,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2003,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2003,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2003,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2003,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2003,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2003,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2003,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2003,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2003,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2003,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2003,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2003,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2003,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2003,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2003,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2003,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2004,Enebolig,1,Enebolig,1,5
4030,Nissedal,01.01.2004,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2004,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2004,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2004,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2004,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2004,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2004,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2004,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2004,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2004,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,1
4030,Nissedal,01.01.2004,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2004,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2004,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2004,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2004,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2004,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2004,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2004,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2004,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2005,Enebolig,1,Enebolig,1,1
4030,Nissedal,01.01.2005,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2005,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2005,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2005,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2005,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2005,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2005,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2005,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2005,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2005,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2005,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2005,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2005,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2005,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2005,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2005,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2005,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2005,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2005,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2006,Enebolig,1,Enebolig,1,3
4030,Nissedal,01.01.2006,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2006,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2006,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2006,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2006,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2006,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2006,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2006,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2006,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2006,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2006,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2006,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2006,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2006,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2006,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2006,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2006,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2006,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2006,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2007,Enebolig,1,Enebolig,1,1
4030,Nissedal,01.01.2007,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2007,Våningshus,8,Våningshus,8,1
4030,Nissedal,01.01.2007,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2007,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2007,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2007,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2007,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2007,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2007,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2007,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
