Kommune,År (intervall),År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Tokke,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",57.3,2,1,18
Tokke,2021-2023,2021-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",9.0,2,2,18
Tokke,2021-2023,2021-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",130.5,2,3,18
Tokke,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",273.7,2,4,18
Tokke,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",62.1,3,1,18
Tokke,2021-2023,2021-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",25.7,3,2,18
Tokke,2021-2023,2021-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",121.6,3,3,18
Tokke,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",216.1,3,4,18
Tokke,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",53.9,1,1,18
Tokke,2022-2024,2022-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",14.8,1,2,18
Tokke,2022-2024,2022-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",115.0,1,3,18
Tokke,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",224.0,1,4,18
Tokke,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",53.3,2,1,18
Tokke,2022-2024,2022-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",9.6,2,2,18
Tokke,2022-2024,2022-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",120.4,2,3,18
Tokke,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",232.0,2,4,18
Tokke,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",55.1,3,1,18
Tokke,2022-2024,2022-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.4,3,2,18
Tokke,2022-2024,2022-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",110.2,3,3,18
Tokke,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",215.7,3,4,18
Vinje,2017-2019,2017-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.5,1,1,19
Vinje,2017-2019,2017-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.5,1,2,19
Vinje,2017-2019,2017-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",143.7,1,3,19
Vinje,2017-2019,2017-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",315.0,1,4,19
Vinje,2017-2019,2017-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",72.5,2,1,19
Vinje,2017-2019,2017-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",16.2,2,2,19
Vinje,2017-2019,2017-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",160.8,2,3,19
Vinje,2017-2019,2017-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",323.5,2,4,19
Vinje,2017-2019,2017-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",64.3,3,1,19
Vinje,2017-2019,2017-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",25.2,3,2,19
Vinje,2017-2019,2017-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",126.2,3,3,19
Vinje,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",306.4,3,4,19
Vinje,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",66.8,1,1,19
Vinje,2018-2020,2018-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",22.8,1,2,19
Vinje,2018-2020,2018-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",137.1,1,3,19
Vinje,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",313.4,1,4,19
Vinje,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",71.8,2,1,19
Vinje,2018-2020,2018-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",18.1,2,2,19
Vinje,2018-2020,2018-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",156.8,2,3,19
Vinje,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",318.2,2,4,19
Vinje,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",61.5,3,1,19
Vinje,2018-2020,2018-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",27.8,3,2,19
Vinje,2018-2020,2018-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",116.9,3,3,19
Vinje,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",308.4,3,4,19
Vinje,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",63.1,1,1,19
Vinje,2019-2021,2019-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",23.6,1,2,19
Vinje,2019-2021,2019-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",127.2,1,3,19
Vinje,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",333.4,1,4,19
Vinje,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.6,2,1,19
Vinje,2019-2021,2019-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",19.8,2,2,19
Vinje,2019-2021,2019-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",144.3,2,3,19
Vinje,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",353.6,2,4,19
Vinje,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",58.5,3,1,19
Vinje,2019-2021,2019-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",27.5,3,2,19
Vinje,2019-2021,2019-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",109.8,3,3,19
Vinje,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",314.9,3,4,19
Vinje,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.7,1,1,19
Vinje,2020-2022,2020-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",21.9,1,2,19
Vinje,2020-2022,2020-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",140.0,1,3,19
Vinje,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",326.1,1,4,19
Vinje,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.2,2,1,19
Vinje,2020-2022,2020-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",17.9,2,2,19
Vinje,2020-2022,2020-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",148.0,2,3,19
Vinje,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",336.5,2,4,19
Vinje,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.2,3,1,19
Vinje,2020-2022,2020-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",26.3,3,2,19
Vinje,2020-2022,2020-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",131.9,3,3,19
Vinje,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",317.5,3,4,19
Vinje,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.4,1,1,19
Vinje,2021-2023,2021-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",22.4,1,2,19
Vinje,2021-2023,2021-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",146.0,1,3,19
Vinje,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",324.1,1,4,19
Vinje,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.3,2,1,19
Vinje,2021-2023,2021-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",18.0,2,2,19
Vinje,2021-2023,2021-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",153.0,2,3,19
Vinje,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",341.3,2,4,19
Vinje,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",70.6,3,1,19
Vinje,2021-2023,2021-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",27.0,3,2,19
Vinje,2021-2023,2021-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",139.0,3,3,19
Vinje,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",308.6,3,4,19
Vinje,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",75.4,1,1,19
Vinje,2022-2024,2022-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",21.1,1,2,19
Vinje,2022-2024,2022-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",159.9,1,3,19
Vinje,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",301.0,1,4,19
Vinje,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",78.1,2,1,19
Vinje,2022-2024,2022-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",16.2,2,2,19
Vinje,2022-2024,2022-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",174.6,2,3,19
Vinje,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",313.1,2,4,19
Vinje,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",72.7,3,1,19
Vinje,2022-2024,2022-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",26.2,3,2,19
Vinje,2022-2024,2022-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",145.0,3,3,19
Vinje,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",289.8,3,4,19
