Kommune,År,Kategori,Antall
Vinje,2000-01-01,Faktisk bosetting,0.0
Vinje,2000-01-01,Vedtak om bosetting,0.0
Vinje,2001-01-01,Anmodning om bosetting,20.0
Vinje,2001-01-01,Faktisk bosetting,0.0
Vinje,2001-01-01,Vedtak om bosetting,0.0
Vinje,2002-01-01,Anmodning om bosetting,10.0
Vinje,2002-01-01,Faktisk bosetting,0.0
Vinje,2002-01-01,Vedtak om bosetting,0.0
Vinje,2003-01-01,Anmodning om bosetting,10.0
Vinje,2003-01-01,Faktisk bosetting,0.0
Vinje,2003-01-01,Vedtak om bosetting,10.0
Vinje,2004-01-01,Anmodning om bosetting,5.0
Vinje,2004-01-01,Faktisk bosetting,0.0
Vinje,2004-01-01,Vedtak om bosetting,0.0
Vinje,2005-01-01,Anmodning om bosetting,5.0
Vinje,2005-01-01,Faktisk bosetting,0.0
Vinje,2005-01-01,Vedtak om bosetting,0.0
Vinje,2006-01-01,Anmodning om bosetting,0.0
Vinje,2006-01-01,Faktisk bosetting,0.0
Vinje,2006-01-01,Vedtak om bosetting,0.0
Vinje,2007-01-01,Anmodning om bosetting,0.0
Vinje,2007-01-01,Faktisk bosetting,0.0
Vinje,2007-01-01,Vedtak om bosetting,0.0
Vinje,2008-01-01,Anmodning om bosetting,10.0
Vinje,2008-01-01,Faktisk bosetting,0.0
Vinje,2008-01-01,Vedtak om bosetting,0.0
Vinje,2009-01-01,Anmodning om bosetting,10.0
Vinje,2009-01-01,Faktisk bosetting,0.0
Vinje,2009-01-01,Vedtak om bosetting,10.0
Vinje,2010-01-01,Anmodning om bosetting,10.0
Vinje,2010-01-01,Faktisk bosetting,0.0
Vinje,2010-01-01,Vedtak om bosetting,0.0
Vinje,2011-01-01,Anmodning om bosetting,10.0
Vinje,2011-01-01,Faktisk bosetting,0.0
Vinje,2011-01-01,Vedtak om bosetting,0.0
Vinje,2012-01-01,Anmodning om bosetting,5.0
Vinje,2012-01-01,Faktisk bosetting,6.0
Vinje,2012-01-01,Vedtak om bosetting,10.0
Vinje,2013-01-01,Anmodning om bosetting,10.0
Vinje,2013-01-01,Faktisk bosetting,0.0
Vinje,2013-01-01,Vedtak om bosetting,10.0
Vinje,2014-01-01,Anmodning om bosetting,15.0
Vinje,2014-01-01,Faktisk bosetting,6.0
Vinje,2014-01-01,Vedtak om bosetting,7.0
Vinje,2015-01-01,Anmodning om bosetting,10.0
Vinje,2015-01-01,Faktisk bosetting,11.0
Vinje,2015-01-01,Vedtak om bosetting,12.0
Vinje,2016-01-01,Anmodning om bosetting,20.0
Vinje,2016-01-01,Faktisk bosetting,20.0
Vinje,2016-01-01,Vedtak om bosetting,20.0
Vinje,2017-01-01,Anmodning om bosetting,15.0
Vinje,2017-01-01,Faktisk bosetting,19.0
Vinje,2017-01-01,Vedtak om bosetting,15.0
Vinje,2018-01-01,Anmodning om bosetting,10.0
Vinje,2018-01-01,Faktisk bosetting,10.0
Vinje,2018-01-01,Vedtak om bosetting,10.0
Vinje,2019-01-01,Anmodning om bosetting,15.0
Vinje,2019-01-01,Faktisk bosetting,11.0
Vinje,2019-01-01,Vedtak om bosetting,15.0
Vinje,2020-01-01,Anmodning om bosetting,10.0
Vinje,2020-01-01,Faktisk bosetting,10.0
Vinje,2020-01-01,Opprinnelig anmodning,12.0
Vinje,2020-01-01,Vedtak om bosetting,12.0
Vinje,2021-01-01,Anmodning om bosetting,13.0
Vinje,2021-01-01,Faktisk bosetting,13.0
Vinje,2021-01-01,Vedtak om bosetting,13.0
Vinje,2022-01-01,Anmodning om bosetting,65.0
Vinje,2022-01-01,Faktisk bosetting,62.0
Vinje,2022-01-01,Vedtak om bosetting,65.0
Vinje,2023-01-01,Faktisk bosetting,59.0
Vinje,2024-01-01,Anmodning om bosetting,55.0
Vinje,2024-01-01,Faktisk bosetting,40.0
Vinje,2024-01-01,Vedtak om bosetting,40.0
Vinje,2025-01-01,Anmodning om bosetting,20.0
Vinje,2025-01-01,Faktisk bosetting,20.0
Vinje,2025-01-01,Opprinnelig anmodning,30.0
Vinje,2025-01-01,Vedtak om bosetting,30.0
Vinje,2026-01-01,Anmodning om bosetting,23.0
