Geografi,År,Kjønn,Alder,Utdanningsnivå,Måltall,value
Kviteseid,2017-2023,menn,ved fødsel,alle utdanningsnivåer,leveår,79.648972
Kviteseid,2017-2023,menn,ved fødsel,grunnskole,leveår,-
Kviteseid,2017-2023,menn,ved fødsel,videregående eller høyere,leveår,-
Kviteseid,2017-2023,menn,ved fødsel,videregående,leveår,-
Kviteseid,2017-2023,menn,ved fødsel,universitet/ høgskole,leveår,-
Kviteseid,2017-2023,menn,30 år,alle utdanningsnivåer,leveår,80.924255
Kviteseid,2017-2023,menn,30 år,grunnskole,leveår,:
Kviteseid,2017-2023,menn,30 år,videregående eller høyere,leveår,:
Kviteseid,2017-2023,menn,30 år,videregående,leveår,:
Kviteseid,2017-2023,menn,30 år,universitet/ høgskole,leveår,:
Kviteseid,2017-2023,menn,65 år,alle utdanningsnivåer,leveår,83.860168
Kviteseid,2017-2023,menn,65 år,grunnskole,leveår,:
Kviteseid,2017-2023,menn,65 år,videregående eller høyere,leveår,:
Kviteseid,2017-2023,menn,65 år,videregående,leveår,:
Kviteseid,2017-2023,menn,65 år,universitet/ høgskole,leveår,:
Kviteseid,2017-2023,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.764938
Kviteseid,2017-2023,kvinner,ved fødsel,grunnskole,leveår,-
Kviteseid,2017-2023,kvinner,ved fødsel,videregående eller høyere,leveår,-
Kviteseid,2017-2023,kvinner,ved fødsel,videregående,leveår,-
Kviteseid,2017-2023,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Kviteseid,2017-2023,kvinner,30 år,alle utdanningsnivåer,leveår,84.764946
Kviteseid,2017-2023,kvinner,30 år,grunnskole,leveår,:
Kviteseid,2017-2023,kvinner,30 år,videregående eller høyere,leveår,:
Kviteseid,2017-2023,kvinner,30 år,videregående,leveår,:
Kviteseid,2017-2023,kvinner,30 år,universitet/ høgskole,leveår,:
Kviteseid,2017-2023,kvinner,65 år,alle utdanningsnivåer,leveår,86.114586
Kviteseid,2017-2023,kvinner,65 år,grunnskole,leveår,:
Kviteseid,2017-2023,kvinner,65 år,videregående eller høyere,leveår,:
Kviteseid,2017-2023,kvinner,65 år,videregående,leveår,:
Kviteseid,2017-2023,kvinner,65 år,universitet/ høgskole,leveår,:
Kviteseid,2018-2024,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,82.009171
Kviteseid,2018-2024,kjønn samlet,ved fødsel,grunnskole,leveår,-
Kviteseid,2018-2024,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Kviteseid,2018-2024,kjønn samlet,ved fødsel,videregående,leveår,-
Kviteseid,2018-2024,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Kviteseid,2018-2024,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.659363
Kviteseid,2018-2024,kjønn samlet,30 år,grunnskole,leveår,:
Kviteseid,2018-2024,kjønn samlet,30 år,videregående eller høyere,leveår,:
Kviteseid,2018-2024,kjønn samlet,30 år,videregående,leveår,:
Kviteseid,2018-2024,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Kviteseid,2018-2024,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.279762
Kviteseid,2018-2024,kjønn samlet,65 år,grunnskole,leveår,:
Kviteseid,2018-2024,kjønn samlet,65 år,videregående eller høyere,leveår,:
Kviteseid,2018-2024,kjønn samlet,65 år,videregående,leveår,:
Kviteseid,2018-2024,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Kviteseid,2018-2024,menn,ved fødsel,alle utdanningsnivåer,leveår,79.254677
Kviteseid,2018-2024,menn,ved fødsel,grunnskole,leveår,-
Kviteseid,2018-2024,menn,ved fødsel,videregående eller høyere,leveår,-
Kviteseid,2018-2024,menn,ved fødsel,videregående,leveår,-
Kviteseid,2018-2024,menn,ved fødsel,universitet/ høgskole,leveår,-
Kviteseid,2018-2024,menn,30 år,alle utdanningsnivåer,leveår,80.555061
Kviteseid,2018-2024,menn,30 år,grunnskole,leveår,:
Kviteseid,2018-2024,menn,30 år,videregående eller høyere,leveår,:
Kviteseid,2018-2024,menn,30 år,videregående,leveår,:
Kviteseid,2018-2024,menn,30 år,universitet/ høgskole,leveår,:
Kviteseid,2018-2024,menn,65 år,alle utdanningsnivåer,leveår,83.651161
Kviteseid,2018-2024,menn,65 år,grunnskole,leveår,:
Kviteseid,2018-2024,menn,65 år,videregående eller høyere,leveår,:
Kviteseid,2018-2024,menn,65 år,videregående,leveår,:
Kviteseid,2018-2024,menn,65 år,universitet/ høgskole,leveår,:
Kviteseid,2018-2024,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.763657
Kviteseid,2018-2024,kvinner,ved fødsel,grunnskole,leveår,-
Kviteseid,2018-2024,kvinner,ved fødsel,videregående eller høyere,leveår,-
Kviteseid,2018-2024,kvinner,ved fødsel,videregående,leveår,-
Kviteseid,2018-2024,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Kviteseid,2018-2024,kvinner,30 år,alle utdanningsnivåer,leveår,84.763664
Kviteseid,2018-2024,kvinner,30 år,grunnskole,leveår,:
Kviteseid,2018-2024,kvinner,30 år,videregående eller høyere,leveår,:
Kviteseid,2018-2024,kvinner,30 år,videregående,leveår,:
Kviteseid,2018-2024,kvinner,30 år,universitet/ høgskole,leveår,:
Kviteseid,2018-2024,kvinner,65 år,alle utdanningsnivåer,leveår,86.908363
Kviteseid,2018-2024,kvinner,65 år,grunnskole,leveår,:
Kviteseid,2018-2024,kvinner,65 år,videregående eller høyere,leveår,:
Kviteseid,2018-2024,kvinner,65 år,videregående,leveår,:
Kviteseid,2018-2024,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2009-2015,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2009-2015,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2009-2015,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2009-2015,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2009-2015,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2009-2015,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2009-2015,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2009-2015,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2009-2015,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2009-2015,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2009-2015,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2009-2015,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2009-2015,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2009-2015,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2009-2015,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2009-2015,menn,ved fødsel,alle utdanningsnivåer,leveår,79.607292
Nissedal,2009-2015,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2009-2015,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2009-2015,menn,ved fødsel,videregående,leveår,-
Nissedal,2009-2015,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2009-2015,menn,30 år,alle utdanningsnivåer,leveår,80.947266
Nissedal,2009-2015,menn,30 år,grunnskole,leveår,:
Nissedal,2009-2015,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2009-2015,menn,30 år,videregående,leveår,:
Nissedal,2009-2015,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2009-2015,menn,65 år,alle utdanningsnivåer,leveår,82.491302
Nissedal,2009-2015,menn,65 år,grunnskole,leveår,:
Nissedal,2009-2015,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2009-2015,menn,65 år,videregående,leveår,:
Nissedal,2009-2015,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2009-2015,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2009-2015,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2009-2015,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2009-2015,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2009-2015,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2009-2015,kvinner,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2009-2015,kvinner,30 år,grunnskole,leveår,:
Nissedal,2009-2015,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2009-2015,kvinner,30 år,videregående,leveår,:
Nissedal,2009-2015,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2009-2015,kvinner,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2009-2015,kvinner,65 år,grunnskole,leveår,:
Nissedal,2009-2015,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2009-2015,kvinner,65 år,videregående,leveår,:
Nissedal,2009-2015,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2010-2016,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2010-2016,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2010-2016,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2010-2016,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2010-2016,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2010-2016,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2010-2016,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2010-2016,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2010-2016,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2010-2016,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2010-2016,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2010-2016,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2010-2016,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2010-2016,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2010-2016,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2010-2016,menn,ved fødsel,alle utdanningsnivåer,leveår,80.959877
Nissedal,2010-2016,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2010-2016,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2010-2016,menn,ved fødsel,videregående,leveår,-
Nissedal,2010-2016,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2010-2016,menn,30 år,alle utdanningsnivåer,leveår,80.959885
Nissedal,2010-2016,menn,30 år,grunnskole,leveår,:
Nissedal,2010-2016,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2010-2016,menn,30 år,videregående,leveår,:
Nissedal,2010-2016,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2010-2016,menn,65 år,alle utdanningsnivåer,leveår,82.641724
Nissedal,2010-2016,menn,65 år,grunnskole,leveår,:
Nissedal,2010-2016,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2010-2016,menn,65 år,videregående,leveår,:
Nissedal,2010-2016,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2010-2016,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2010-2016,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2010-2016,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2010-2016,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2010-2016,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2010-2016,kvinner,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2010-2016,kvinner,30 år,grunnskole,leveår,:
Nissedal,2010-2016,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2010-2016,kvinner,30 år,videregående,leveår,:
Nissedal,2010-2016,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2010-2016,kvinner,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2010-2016,kvinner,65 år,grunnskole,leveår,:
Nissedal,2010-2016,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2010-2016,kvinner,65 år,videregående,leveår,:
Nissedal,2010-2016,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2011-2017,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2011-2017,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2011-2017,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2011-2017,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2011-2017,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2011-2017,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2011-2017,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2011-2017,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2011-2017,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2011-2017,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2011-2017,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2011-2017,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2011-2017,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2011-2017,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2011-2017,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2011-2017,menn,ved fødsel,alle utdanningsnivåer,leveår,81.123573
Nissedal,2011-2017,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2011-2017,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2011-2017,menn,ved fødsel,videregående,leveår,-
Nissedal,2011-2017,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2011-2017,menn,30 år,alle utdanningsnivåer,leveår,81.123566
Nissedal,2011-2017,menn,30 år,grunnskole,leveår,:
Nissedal,2011-2017,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2011-2017,menn,30 år,videregående,leveår,:
Nissedal,2011-2017,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2011-2017,menn,65 år,alle utdanningsnivåer,leveår,82.802887
Nissedal,2011-2017,menn,65 år,grunnskole,leveår,:
Nissedal,2011-2017,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2011-2017,menn,65 år,videregående,leveår,:
Nissedal,2011-2017,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2011-2017,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2011-2017,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2011-2017,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2011-2017,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2011-2017,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2011-2017,kvinner,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2011-2017,kvinner,30 år,grunnskole,leveår,:
Nissedal,2011-2017,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2011-2017,kvinner,30 år,videregående,leveår,:
Nissedal,2011-2017,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2011-2017,kvinner,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2011-2017,kvinner,65 år,grunnskole,leveår,:
Nissedal,2011-2017,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2011-2017,kvinner,65 år,videregående,leveår,:
Nissedal,2011-2017,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2012-2018,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2012-2018,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2012-2018,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2012-2018,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2012-2018,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2012-2018,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2012-2018,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2012-2018,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2012-2018,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2012-2018,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2012-2018,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2012-2018,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2012-2018,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2012-2018,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2012-2018,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2012-2018,menn,ved fødsel,alle utdanningsnivåer,leveår,82.334297
Nissedal,2012-2018,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2012-2018,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2012-2018,menn,ved fødsel,videregående,leveår,-
Nissedal,2012-2018,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2012-2018,menn,30 år,alle utdanningsnivåer,leveår,82.334305
Nissedal,2012-2018,menn,30 år,grunnskole,leveår,:
Nissedal,2012-2018,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2012-2018,menn,30 år,videregående,leveår,:
Nissedal,2012-2018,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2012-2018,menn,65 år,alle utdanningsnivåer,leveår,84.158264
Nissedal,2012-2018,menn,65 år,grunnskole,leveår,:
Nissedal,2012-2018,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2012-2018,menn,65 år,videregående,leveår,:
Nissedal,2012-2018,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2012-2018,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Nissedal,2012-2018,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2012-2018,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2012-2018,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2012-2018,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2012-2018,kvinner,30 år,alle utdanningsnivåer,leveår,:
Nissedal,2012-2018,kvinner,30 år,grunnskole,leveår,:
Nissedal,2012-2018,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2012-2018,kvinner,30 år,videregående,leveår,:
Nissedal,2012-2018,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2012-2018,kvinner,65 år,alle utdanningsnivåer,leveår,:
Nissedal,2012-2018,kvinner,65 år,grunnskole,leveår,:
Nissedal,2012-2018,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2012-2018,kvinner,65 år,videregående,leveår,:
Nissedal,2012-2018,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2013-2019,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,83.760315
Nissedal,2013-2019,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2013-2019,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2013-2019,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2013-2019,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2013-2019,kjønn samlet,30 år,alle utdanningsnivåer,leveår,83.760315
Nissedal,2013-2019,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2013-2019,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2013-2019,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2013-2019,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2013-2019,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.137115
Nissedal,2013-2019,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2013-2019,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2013-2019,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2013-2019,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2013-2019,menn,ved fødsel,alle utdanningsnivåer,leveår,82.236855
Nissedal,2013-2019,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2013-2019,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2013-2019,menn,ved fødsel,videregående,leveår,-
Nissedal,2013-2019,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2013-2019,menn,30 år,alle utdanningsnivåer,leveår,82.236855
Nissedal,2013-2019,menn,30 år,grunnskole,leveår,:
Nissedal,2013-2019,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2013-2019,menn,30 år,videregående,leveår,:
Nissedal,2013-2019,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2013-2019,menn,65 år,alle utdanningsnivåer,leveår,83.739555
Nissedal,2013-2019,menn,65 år,grunnskole,leveår,:
Nissedal,2013-2019,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2013-2019,menn,65 år,videregående,leveår,:
Nissedal,2013-2019,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2013-2019,kvinner,ved fødsel,alle utdanningsnivåer,leveår,85.283783
Nissedal,2013-2019,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2013-2019,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2013-2019,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2013-2019,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2013-2019,kvinner,30 år,alle utdanningsnivåer,leveår,85.283783
Nissedal,2013-2019,kvinner,30 år,grunnskole,leveår,:
Nissedal,2013-2019,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2013-2019,kvinner,30 år,videregående,leveår,:
Nissedal,2013-2019,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2013-2019,kvinner,65 år,alle utdanningsnivåer,leveår,86.534668
Nissedal,2013-2019,kvinner,65 år,grunnskole,leveår,:
Nissedal,2013-2019,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2013-2019,kvinner,65 år,videregående,leveår,:
Nissedal,2013-2019,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2014-2020,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,84.409019
Nissedal,2014-2020,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2014-2020,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2014-2020,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2014-2020,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2014-2020,kjønn samlet,30 år,alle utdanningsnivåer,leveår,84.409019
Nissedal,2014-2020,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2014-2020,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2014-2020,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2014-2020,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2014-2020,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.61718
Nissedal,2014-2020,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2014-2020,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2014-2020,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2014-2020,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2014-2020,menn,ved fødsel,alle utdanningsnivåer,leveår,83.090332
Nissedal,2014-2020,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2014-2020,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2014-2020,menn,ved fødsel,videregående,leveår,-
Nissedal,2014-2020,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2014-2020,menn,30 år,alle utdanningsnivåer,leveår,83.090332
Nissedal,2014-2020,menn,30 år,grunnskole,leveår,:
Nissedal,2014-2020,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2014-2020,menn,30 år,videregående,leveår,:
Nissedal,2014-2020,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2014-2020,menn,65 år,alle utdanningsnivåer,leveår,84.220482
Nissedal,2014-2020,menn,65 år,grunnskole,leveår,:
Nissedal,2014-2020,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2014-2020,menn,65 år,videregående,leveår,:
Nissedal,2014-2020,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2014-2020,kvinner,ved fødsel,alle utdanningsnivåer,leveår,85.727707
Nissedal,2014-2020,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2014-2020,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2014-2020,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2014-2020,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2014-2020,kvinner,30 år,alle utdanningsnivåer,leveår,85.727707
Nissedal,2014-2020,kvinner,30 år,grunnskole,leveår,:
Nissedal,2014-2020,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2014-2020,kvinner,30 år,videregående,leveår,:
Nissedal,2014-2020,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2014-2020,kvinner,65 år,alle utdanningsnivåer,leveår,87.013878
Nissedal,2014-2020,kvinner,65 år,grunnskole,leveår,:
Nissedal,2014-2020,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2014-2020,kvinner,65 år,videregående,leveår,:
Nissedal,2014-2020,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2015-2021,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,84.498352
Nissedal,2015-2021,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2015-2021,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2015-2021,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2015-2021,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2015-2021,kjønn samlet,30 år,alle utdanningsnivåer,leveår,84.498352
Nissedal,2015-2021,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2015-2021,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2015-2021,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2015-2021,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2015-2021,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.909653
Nissedal,2015-2021,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2015-2021,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2015-2021,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2015-2021,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2015-2021,menn,ved fødsel,alle utdanningsnivåer,leveår,83.654739
Nissedal,2015-2021,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2015-2021,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2015-2021,menn,ved fødsel,videregående,leveår,-
Nissedal,2015-2021,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2015-2021,menn,30 år,alle utdanningsnivåer,leveår,83.654739
Nissedal,2015-2021,menn,30 år,grunnskole,leveår,:
Nissedal,2015-2021,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2015-2021,menn,30 år,videregående,leveår,:
Nissedal,2015-2021,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2015-2021,menn,65 år,alle utdanningsnivåer,leveår,84.704422
Nissedal,2015-2021,menn,65 år,grunnskole,leveår,:
Nissedal,2015-2021,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2015-2021,menn,65 år,videregående,leveår,:
Nissedal,2015-2021,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2015-2021,kvinner,ved fødsel,alle utdanningsnivåer,leveår,85.341972
