region,næring (SN2007),antall ansatte,statistikkvariabel,år,value
Skien,Undervisning,50-99 ansatte,Bedrifter,2010,6
Skien,Undervisning,50-99 ansatte,Bedrifter,2011,6
Skien,Undervisning,50-99 ansatte,Bedrifter,2012,5
Skien,Undervisning,50-99 ansatte,Bedrifter,2013,7
Skien,Undervisning,50-99 ansatte,Bedrifter,2014,7
Skien,Undervisning,50-99 ansatte,Bedrifter,2015,4
Skien,Undervisning,50-99 ansatte,Bedrifter,2016,6
Skien,Undervisning,50-99 ansatte,Bedrifter,2017,8
Skien,Undervisning,50-99 ansatte,Bedrifter,2018,9
Skien,Undervisning,50-99 ansatte,Bedrifter,2019,7
Skien,Undervisning,50-99 ansatte,Bedrifter,2020,9
Skien,Undervisning,50-99 ansatte,Bedrifter,2021,9
Skien,Undervisning,50-99 ansatte,Bedrifter,2022,8
Skien,Undervisning,50-99 ansatte,Bedrifter,2023,8
Skien,Undervisning,50-99 ansatte,Bedrifter,2024,9
Skien,Undervisning,50-99 ansatte,Bedrifter,2025,10
Skien,Undervisning,50-99 ansatte,Bedrifter,2026,8
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2009,4
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2010,4
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2011,4
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2012,4
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2013,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2014,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2015,4
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2016,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2017,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2018,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2019,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2020,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2021,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2022,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2023,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2024,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2025,3
Skien,Undervisning,100 - 249 ansatte,Bedrifter,2026,3
Skien,Undervisning,250 ansatte og over,Bedrifter,2009,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2010,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2011,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2012,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2013,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2014,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2015,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2016,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2017,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2018,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2019,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2020,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2021,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2022,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2023,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2024,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2025,0
Skien,Undervisning,250 ansatte og over,Bedrifter,2026,0
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2009,172
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2010,199
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2011,207
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2012,197
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2013,224
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2014,254
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2015,293
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2016,307
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2017,288
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2018,288
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2019,298
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2020,306
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2021,323
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2022,321
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2023,312
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2024,310
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2025,331
Skien,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2026,315
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2009,80
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2010,71
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2011,69
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2012,73
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2013,78
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2014,89
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2015,86
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2016,71
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2017,72
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2018,75
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2019,71
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2020,70
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2021,72
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2022,78
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2023,88
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2024,88
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2025,85
Skien,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2026,86
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2009,35
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2010,36
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2011,36
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2012,35
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2013,37
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2014,39
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2015,42
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2016,39
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2017,39
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2018,46
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2019,41
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2020,43
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2021,39
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2022,32
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2023,43
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2024,32
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2025,27
Skien,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2026,37
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2009,39
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2010,38
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2011,40
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2012,45
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2013,45
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2014,42
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2015,47
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2016,47
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2017,45
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2018,48
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2019,56
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2020,53
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2021,54
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2022,59
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2023,49
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2024,58
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2025,60
Skien,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2026,51
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2009,49
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2010,54
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2011,59
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2012,53
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2013,52
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2014,50
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2015,50
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2016,47
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2017,57
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2018,50
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2019,63
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2020,63
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2021,68
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2022,64
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2023,64
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2024,68
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2025,72
Skien,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2026,72
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2009,11
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2010,9
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2011,12
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2012,15
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2013,16
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2014,18
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2015,21
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2016,22
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2017,19
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2018,24
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2019,23
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2020,25
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2021,23
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2022,23
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2023,23
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2024,21
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2025,19
Skien,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2026,20
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2009,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2010,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2011,8
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2012,7
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2013,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2014,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2015,6
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2016,11
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2017,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2018,10
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2019,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2020,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2021,9
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2022,10
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2023,13
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2024,14
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2025,14
Skien,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2026,15
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2009,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2010,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2011,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2012,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2013,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2014,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2015,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2016,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2017,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2018,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2019,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2020,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2021,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2022,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2023,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2024,3
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2025,4
Skien,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2026,5
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2009,97
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2010,96
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2011,111
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2012,119
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2013,138
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2014,129
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2015,153
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2016,161
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2017,159
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2018,163
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2019,181
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2020,199
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2021,194
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2022,195
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2023,199
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2024,228
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2025,239
Skien,"Kultur, underholdning og fritid i alt",Ingen ansatte,Bedrifter,2026,200
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2009,10
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2010,10
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2011,11
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2012,8
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2013,8
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2014,9
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2015,10
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2016,8
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2017,9
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2018,15
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2019,13
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2020,9
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2021,13
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2022,9
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2023,12
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2024,13
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2025,7
Skien,"Kultur, underholdning og fritid i alt",1-4 ansatte,Bedrifter,2026,10
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2009,5
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2010,3
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2011,5
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2012,6
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2013,5
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2014,7
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2015,7
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2016,7
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2017,4
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2018,0
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2019,3
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2020,6
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2021,5
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2022,7
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2023,8
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2024,6
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2025,8
Skien,"Kultur, underholdning og fritid i alt",5-9 ansatte,Bedrifter,2026,8
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2009,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2010,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2011,1
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2012,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2013,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2014,1
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2015,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2016,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2017,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2018,3
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2019,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2020,4
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2021,3
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2022,4
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2023,3
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2024,3
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2025,2
Skien,"Kultur, underholdning og fritid i alt",10-19 ansatte,Bedrifter,2026,3
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2009,2
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2010,4
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2011,4
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2012,4
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2013,8
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2014,8
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2015,5
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2016,7
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2017,7
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2018,4
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2019,6
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2020,7
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2021,9
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2022,8
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2023,8
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2024,8
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2025,8
Skien,"Kultur, underholdning og fritid i alt",20-49 ansatte,Bedrifter,2026,8
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2009,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2010,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2011,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2012,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2013,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2014,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2015,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2016,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2017,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2018,3
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2019,1
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2020,2
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2021,0
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2022,2
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2023,2
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2024,2
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2025,2
Skien,"Kultur, underholdning og fritid i alt",50-99 ansatte,Bedrifter,2026,2
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2009,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2010,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2011,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2012,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2013,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2014,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2015,0
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2016,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2017,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2018,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2019,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2020,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2021,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2022,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2023,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2024,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2025,1
Skien,"Kultur, underholdning og fritid i alt",100 - 249 ansatte,Bedrifter,2026,1
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2009,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2010,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2011,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2012,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2013,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2014,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2015,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2016,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2017,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2018,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2019,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2020,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2021,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2022,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2023,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2024,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2025,0
Skien,"Kultur, underholdning og fritid i alt",250 ansatte og over,Bedrifter,2026,0
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2009,97
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2010,103
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2011,102
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2012,120
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2013,131
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2014,131
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2015,142
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2016,144
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2017,149
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2018,149
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2019,151
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2020,144
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2021,165
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2022,163
Skien,Personlig tjenesteyting,Ingen ansatte,Bedrifter,2023,173
