Kommune,År (intervall),År,Kjønn,Foreldrenes utdanningsnivå,Innvandringsbakgrunn,Måltall,Antall,SortKommune
Nissedal,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.7,10
Nissedal,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.9,10
Nissedal,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.8,10
Nissedal,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),47.3,10
Nissedal,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.1,10
Nissedal,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),48.7,10
Nissedal,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.9,10
Nissedal,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),48.5,10
Nissedal,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.7,10
Nissedal,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),47.9,10
Nissedal,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.7,10
Nissedal,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),48.3,10
Fyresdal,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.0,5
Fyresdal,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.9,5
Fyresdal,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.9,5
Fyresdal,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.1,5
Fyresdal,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.3,5
Fyresdal,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.9,5
Fyresdal,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.1,5
Fyresdal,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.1,5
Fyresdal,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.7,5
Fyresdal,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.5,5
Fyresdal,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.0,5
Fyresdal,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.2,5
Fyresdal,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.0,5
Fyresdal,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.1,5
Fyresdal,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.3,5
Fyresdal,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.5,5
Fyresdal,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),47.1,5
Fyresdal,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.4,5
Fyresdal,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.2,5
Fyresdal,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.8,5
Fyresdal,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,5
Fyresdal,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.9,5
Tokke,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.8,18
Tokke,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.0,18
Tokke,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.6,18
Tokke,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.7,18
Tokke,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.4,18
Tokke,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.0,18
Tokke,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.9,18
Tokke,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.2,18
Tokke,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.3,18
Tokke,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.6,18
Tokke,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.7,18
Tokke,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.0,18
Tokke,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.1,18
Tokke,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),47.9,18
Tokke,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.3,18
Tokke,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.7,18
Tokke,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.9,18
Tokke,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.5,18
Tokke,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.1,18
Tokke,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),47.3,18
Tokke,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.2,18
Tokke,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,18
Tokke,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.6,18
Vinje,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.4,19
Vinje,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.5,19
Vinje,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.7,19
Vinje,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),37.1,19
Vinje,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.4,19
Vinje,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.4,19
Vinje,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),36.7,19
Vinje,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.2,19
Vinje,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.5,19
Vinje,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.3,19
Vinje,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.1,19
Vinje,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.0,19
Vinje,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.0,19
Vinje,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.5,19
Vinje,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.3,19
Vinje,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.4,19
Vinje,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.4,19
Vinje,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.8,19
Vinje,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.5,19
Vinje,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.7,19
Vinje,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.2,19
Vinje,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.7,19
Vinje,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.6,19
Vinje,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.9,19
Vinje,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,19
Vinje,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.3,19
