Geografi,År,Kjønn,Alder,Dødsårsak,Måltall,Antall,SortKjonn,SortAlder
Kviteseid,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",44.3,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",885.6,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",302.6,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",50.6,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",231.3,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.4,1,1
Kviteseid,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",47.6,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",898.6,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",297.7,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",59.7,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",234.1,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",112.9,1,1
Kviteseid,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",50.8,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",900.6,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",284.7,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",59.9,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",243.1,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",112.8,1,1
Kviteseid,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.1,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",937.1,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",282.1,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.2,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",246.3,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",97.2,1,1
Kviteseid,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.8,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",916.8,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",280.1,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.4,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",224.4,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.9,1,1
Kviteseid,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.4,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",915.8,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",276.5,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.6,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",214.6,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.7,1,1
Kviteseid,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.5,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",886.6,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",256.9,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",42.5,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",197.9,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",78.0,1,1
Kviteseid,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.6,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",862.3,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",238.9,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",48.4,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",174.5,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",77.3,1,1
Kviteseid,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",45.7,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",886.6,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",246.2,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",48.0,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",179.0,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",79.6,1,1
Kviteseid,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",42.3,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",847.2,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",213.2,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",41.5,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",183.0,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",69.6,1,1
Kviteseid,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",38.9,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",838.5,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",211.1,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",41.0,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",177.6,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",62.6,1,1
Kviteseid,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",35.5,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",967.7,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",342.7,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",253.2,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",990.5,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",332.9,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",260.2,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",987.2,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",316.1,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",286.7,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",955.1,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",280.2,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",312.2,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",910.4,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",267.9,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",278.2,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",894.1,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",243.5,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",289.0,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",846.9,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",242.1,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",292.7,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",817.0,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",223.4,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",270.2,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",809.1,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",210.4,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",290.6,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",831.8,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",209.3,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",291.9,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",802.8,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",180.3,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",275.1,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",754.4,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",156.6,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",287.5,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",722.1,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",138.4,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",275.3,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",715.5,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",125.5,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",268.1,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",779.5,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",139.9,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",266.3,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Nissedal,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1161.0,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",427.8,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",274.8,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",75.4,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1044.7,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",383.6,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",280.1,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1024.1,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",346.0,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",277.9,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",46.8,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1045.9,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",323.2,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",77.9,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",310.4,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",39.8,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1073.8,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",339.6,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",296.4,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",39.6,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1082.5,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",358.6,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",302.8,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1038.8,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",346.8,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",294.9,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1019.6,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",328.8,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",299.7,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",983.9,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",318.2,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",277.7,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
