ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;ULYKKESKODE;ANTALL ENHETER;VEGTYPE;STEDSFORHOLD;TETTSTED;FARTSGRENSE;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;UID;UKEDAGSTYPE;ULYKKESTYPE;ULYKKESTYPE UNDERKATEGORI;ÅR;ANTALL ANDRE ENHETER;ANTALL BUSS;ANTALL FOTGJENGERE;ANTALL LASTEBIL;ANTALL LETT MC;ANTALL MC;ANTALL MOPED;ANTALL PERSONBIL;ANTALL SKINNEGÅENDE MATERIELL;ANTALL LITEN ELEKTRISK MOTORVOGN;ANTALL SYKKEL;ANTALL TRAKTOR;ANTALL UKJENTE ENHETER;ANTALL VAREBIL;VEGBELYSNING;FYLKENAVN;FYLKENUMMER;KOMMUNENAVN;KOMMUNENUMMER;VEGSYSTEMREFERANSE;VEGKATEGORI;VEGNUMMER;VEGOBJEKT_ID;Latitude;Longitude;VEGKATEGORI (grupper);ALVORLIGHETSGRAD;MÅNED;ANTALL DREPTE;ANTALL MEGET ALVORLIG SKADET;ANTALL ALVORLIG SKADET;ANTALL LETTERE SKADET;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT;ÅRSDØGNTRAFIKK
fredag 9. mars 2001;10:32:00;Fredag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;50;Riksveg;36;UID1000202932;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2001;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107137100;59,14031621;9,660513192;Fylkesveg;;3;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
lørdag 1. august 1998;10:05:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000203943;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1998;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107143056;59,58244891;9,318677047;Fylkesveg;;8;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
lørdag 1. desember 2007;;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Kommunal veg;3013;UID1000225268;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;152085044;59,56618748;9,300191571;Fylkesveg;;12;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;Dårlig sikt, nedbør;Tussmørke, skumring;Vanlig kjørefelt;2;
lørdag 1. mai 2004;21:00:00;Lørdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;;Privat veg;99361;UID1000201624;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2004;0;0;0;0;0;0;2;0;0;0;0;0;0;0;Ukjent;Telemark;40;Kragerø;4014;;;0;107129518;58,89060349;9,359862907;Fylkesveg;;5;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 1. mars 2014;18:29:00;Lørdag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000265742;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2014;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Ukjent;Telemark;40;Seljord;4022;;;0;488840587;59,50861304;8,646326159;Fylkesveg;;3;;;;;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
lørdag 1. oktober 2005;14:29:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000200926;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Vinje;4036;;;0;107125211;59,72975308;7,622453748;Fylkesveg;;10;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 1. september 2001;12:50:00;Lørdag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Riksveg;36;UID1000202694;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2001;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107135707;59,13524992;9,670129322;Fylkesveg;;9;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 10. november 2001;00:46:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000202647;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107135412;59,13336691;9,676638524;Fylkesveg;;11;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;
lørdag 10. september 2005;16:30:00;Lørdag;Møting etter oppstart fra stanset eller parkert stilling;2;Annet (plass m.m.);Annet (P-plass, torv, o. l.);Tettsted;;Privat veg;99812;UID1000200864;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2005;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Ukjent;Telemark;40;Bamble;4012;;;0;107124887;59,0441452;9,695090894;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;;
lørdag 10. september 2016;20:05:00;Lørdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Fylkesveg;353;UID1000279513;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2016;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;745235886;59,17216038;9,56625493;Fylkesveg;;9;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Tussmørke, skumring;Vanlig kjørefelt;2;
lørdag 11. april 2009;14:59:00;Lørdag;Påkjøring forøvrig ved venstresving;2;Vanlig veg/gate;Avkjørsel;Ikke tettsted;60;Riksveg;354;UID1000235288;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2009;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;212414963;59,15627885;9,637379219;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 11. juni 2005;19:20:00;Lørdag;Påkjøring av forankjørende ved skifte av felt til venstre;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Riksveg;354;UID1000201091;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2005;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107126191;59,15699833;9,6369334;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 11. oktober 1997;13:10:00;Lørdag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;80;Europaveg;134;UID1000204283;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;1997;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107145063;59,56530043;9,223704572;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 12. desember 1998;15:30:00;Lørdag;Påkjøring bakfra ved venstresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;36;UID1000203803;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1998;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107142219;59,19606907;9,604743226;Fylkesveg;;12;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;
lørdag 12. februar 2005;19:02:00;Lørdag;Høyresving foran kjørende i samme retning;2;Vanlig veg/gate;4 armet kryss (X-kryss);Tettsted;60;Riksveg;36;UID1000201236;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2005;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107127061;59,1931559;9,587750456;Fylkesveg;;2;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;
lørdag 12. juli 2008;21:55:00;Lørdag;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000230603;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2008;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Seljord;4022;;;0;178660261;59,45112695;8,734669349;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 12. mars 2005;05:55:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Europaveg;134;UID1000201179;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Notodden;4005;;;0;107126727;59,58446362;9,305414566;Fylkesveg;;3;;;;;Asfalt, oljegrus;Snø / isbelagt veg;Dårlig sikt, nedbør;Tussmørke, skumring;Vanlig kjørefelt;2;3514
lørdag 12. november 2016;21:46:00;Lørdag;Enslig kjøretøy kjørte utfor på venstre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Riksveg;36;UID1000280199;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2016;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Seljord;4022;;;0;758985973;59,46143414;8,713273571;Fylkesveg;;11;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;Dårlig sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;2450
lørdag 13. desember 1997;17:05:00;Lørdag;Påkjøring bakfra ved høyresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Europaveg;134;UID1000204216;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1997;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107144648;59,56703398;9,213861534;Fylkesveg;;12;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;Dårlig sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
lørdag 13. januar 2007;13:30:00;Lørdag;Uhell med uklart forløp mellom kjøretøy med samme kjøreretning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Riksveg;36;UID1000220624;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2007;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Seljord;4022;;;0;136238935;59,46552593;8,699362266;Fylkesveg;;1;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;2229
lørdag 13. juli 1996;14:25:00;Lørdag;Enslig kjøretøy veltet i kjørebanen;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000204776;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;107148025;59,33587616;9,216554303;Fylkesveg;;7;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
lørdag 13. juli 2002;02:06:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000202409;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;107134028;59,35535075;9,191580438;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
lørdag 13. mars 2004;23:45:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Motortrafikkveg;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;18;UID1000201665;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Bamble;4012;;;0;107129757;59,03537159;9,676490563;Fylkesveg;;3;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;
lørdag 13. november 2010;10:54:00;Lørdag;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000246795;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Kviteseid;4028;;;0;272095653;59,47799986;8,371401549;Fylkesveg;;11;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 13. oktober 2012;15:25:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Fylkesveg;353;UID1000257415;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2012;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;362924839;59,18002167;9,570229113;Fylkesveg;;10;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 13. september 2003;12:16:00;Lørdag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000201729;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Seljord;4022;;;0;107130158;59,45098617;8,734925439;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 14. april 2007;05:00:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000220261;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Vinje;4036;;;0;132212397;59,67294105;7,810383985;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Tussmørke, skumring;Vanlig kjørefelt;2;
lørdag 14. august 2010;14:13:00;Lørdag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;70;Riksveg;36;UID1000244580;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2010;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;262614035;59,18059311;9,570120693;Fylkesveg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;3;
lørdag 14. desember 2019;15:39:00;Lørdag;Fotgjenger krysset kjørebanen i gangfelt utenfor kryss;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Riksveg;36;UID1000293272;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2019;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Ja;Telemark;40;Skien;4003;;;0;1006508205;59,17629257;9,626504952;Fylkesveg;;12;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;3;
lørdag 14. mai 2005;17:04:00;Lørdag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;41;UID1000201009;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Nei;Telemark;40;Nissedal;4030;;;0;107125707;59,12359483;8,517084541;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;866
lørdag 14. mai 2005;03:26:00;Lørdag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;353;UID1000201122;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Bamble;4012;;;0;107126385;59,05072598;9,638213778;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Tussmørke, skumring;Vanlig kjørefelt;2;4438
lørdag 14. november 1992;14:40:00;Lørdag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Fylkesveg;30;UID1000206271;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107156924;59,10589168;9,761962593;Fylkesveg;;11;;;;;Ukjent;Snø / isbelagt veg;God sikt, opphold;Dagslys;Ukjent;;
lørdag 14. november 1992;20:30:00;Lørdag;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;11;UID1000206331;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107157238;59,5670554;9,214141714;Fylkesveg;;11;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Ukjent;;
lørdag 14. oktober 1995;18:15:00;Lørdag;Fotgjenger krysset kjørebanen på hitsiden av krysset;3;Ukjent;4 armet kryss (X-kryss);Tettsted;60;Riksveg;36;UID1000205085;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;1995;0;0;1;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107149890;59,12268862;9,707233075;Fylkesveg;;10;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Ukjent;;
lørdag 14. september 2013;13:35:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000263256;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2013;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;454449740;59,32998365;9,22575099;Fylkesveg;;9;;;;;Asfalt, oljegrus;Glatt ellers;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
lørdag 15. desember 2018;17:56:00;Lørdag;Møting på rett vegstrekning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000288920;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2018;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Tokke;4034;;;0;913772605;59,48743111;8,276685631;Fylkesveg;;12;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
lørdag 15. mai 1999;11:35:00;Lørdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Fylkesveg;59;UID1000203663;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1999;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107141372;59,18580111;9,615573279;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 15. september 2012;13:28:00;Lørdag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;70;Riksveg;36;UID1000256817;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2012;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;358767509;59,18057523;9,570123537;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 16. mai 2009;16:05:00;Lørdag;Høyresving foran kjørende i samme retning;3;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Kommunal veg;3430;UID1000236237;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2009;0;0;0;0;0;0;0;2;0;0;1;0;0;0;Ukjent;Telemark;40;Tinn;4026;;;0;218260915;59,87862624;8,655209864;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 17. april 1999;18:10:00;Lørdag;Kryssende kjøreretninger (uten avsvinging);2;Vanlig veg/gate;4 armet kryss (X-kryss);Tettsted;50;Kommunal veg;33000;UID1000203701;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;1999;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107141629;59,21860424;9,60065037;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 17. mai 2003;14:25:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Motortrafikkveg;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;18;UID1000202077;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Bamble;4012;;;0;107132059;59,03478286;9,676616745;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;;
lørdag 17. mai 2008;01:53:00;Lørdag;Ulykke med dyr innblandet;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000228368;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);2008;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;163542951;59,35189458;9,198854202;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 17. mars 2001;03:20:00;Lørdag;Fotgjenger stod stille eller oppholdt seg forøvrig i kjørebanen;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Kommunal veg;4640;UID1000202929;Helgedøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2001;0;1;1;0;0;0;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107137082;59,1387806;9,648599383;Fylkesveg;;3;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;
lørdag 17. mars 2007;15:33:00;Lørdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000219993;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Vinje;4036;;;0;132210996;59,7311054;7,637636591;Fylkesveg;;3;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
lørdag 17. november 2001;14:29:00;Lørdag;Avsvinging til venstre foran kjørende i motsatt retning;2;Vanlig veg/gate;4 armet kryss (X-kryss);Ikke tettsted;60;Riksveg;36;UID1000202623;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2001;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107135307;59,19306795;9,587799488;Fylkesveg;;11;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;
lørdag 18. april 2015;12:46:00;Lørdag;Møting på rett vegstrekning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;30;Fylkesveg;43;UID1000272173;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2015;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Nei;Telemark;40;Skien;4003;;;0;594630416;59,20465499;9,58553981;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;4000
