Kommunenummer,Kommune,År,Husholdningstype,Antall
4003,Skien,01.01.2014,Par med store barn,2629
4003,Skien,01.01.2014,Par uten hjemmeboende barn,6033
4003,Skien,01.01.2015,Aleneboende,9220
4003,Skien,01.01.2015,Aleneforsørger med små barn,419
4003,Skien,01.01.2015,Aleneforsørger med store barn,1020
4003,Skien,01.01.2015,Andre husholdninger,0
4003,Skien,01.01.2015,Flerfamiliehusholdninger,1013
4003,Skien,01.01.2015,Par eller aleneforsørger med voksne barn,1819
4003,Skien,01.01.2015,Par med små barn,2154
4003,Skien,01.01.2015,Par med store barn,2595
4003,Skien,01.01.2015,Par uten hjemmeboende barn,6115
4003,Skien,01.01.2016,Aleneboende,9329
4003,Skien,01.01.2016,Aleneforsørger med små barn,428
4003,Skien,01.01.2016,Aleneforsørger med store barn,1021
4003,Skien,01.01.2016,Andre husholdninger,0
4003,Skien,01.01.2016,Flerfamiliehusholdninger,980
4003,Skien,01.01.2016,Par eller aleneforsørger med voksne barn,1882
4003,Skien,01.01.2016,Par med små barn,2122
4003,Skien,01.01.2016,Par med store barn,2593
4003,Skien,01.01.2016,Par uten hjemmeboende barn,6185
4003,Skien,01.01.2017,Aleneboende,9447
4003,Skien,01.01.2017,Aleneforsørger med små barn,431
4003,Skien,01.01.2017,Aleneforsørger med store barn,1006
4003,Skien,01.01.2017,Andre husholdninger,0
4003,Skien,01.01.2017,Flerfamiliehusholdninger,961
4003,Skien,01.01.2017,Par eller aleneforsørger med voksne barn,1929
4003,Skien,01.01.2017,Par med små barn,2129
4003,Skien,01.01.2017,Par med store barn,2571
4003,Skien,01.01.2017,Par uten hjemmeboende barn,6278
4003,Skien,01.01.2018,Aleneboende,9650
4003,Skien,01.01.2018,Aleneforsørger med små barn,394
4003,Skien,01.01.2018,Aleneforsørger med store barn,1016
4003,Skien,01.01.2018,Andre husholdninger,0
4003,Skien,01.01.2018,Flerfamiliehusholdninger,923
4003,Skien,01.01.2018,Par eller aleneforsørger med voksne barn,1931
4003,Skien,01.01.2018,Par med små barn,2116
4003,Skien,01.01.2018,Par med store barn,2579
4003,Skien,01.01.2018,Par uten hjemmeboende barn,6398
4003,Skien,01.01.2019,Aleneboende,9796
4003,Skien,01.01.2019,Aleneforsørger med små barn,376
4003,Skien,01.01.2019,Aleneforsørger med store barn,1027
4003,Skien,01.01.2019,Andre husholdninger,0
4003,Skien,01.01.2019,Flerfamiliehusholdninger,945
4003,Skien,01.01.2019,Par eller aleneforsørger med voksne barn,1951
4003,Skien,01.01.2019,Par med små barn,2088
4003,Skien,01.01.2019,Par med store barn,2563
4003,Skien,01.01.2019,Par uten hjemmeboende barn,6456
4003,Skien,01.01.2020,Aleneboende,9985
4003,Skien,01.01.2020,Aleneforsørger med små barn,341
4003,Skien,01.01.2020,Aleneforsørger med store barn,1070
4003,Skien,01.01.2020,Andre husholdninger,0
4003,Skien,01.01.2020,Flerfamiliehusholdninger,967
4003,Skien,01.01.2020,Par eller aleneforsørger med voksne barn,1959
4003,Skien,01.01.2020,Par med små barn,2101
4003,Skien,01.01.2020,Par med store barn,2546
4003,Skien,01.01.2020,Par uten hjemmeboende barn,6500
4003,Skien,01.01.2021,Aleneboende,10261
4003,Skien,01.01.2021,Aleneforsørger med små barn,341
4003,Skien,01.01.2021,Aleneforsørger med store barn,1075
4003,Skien,01.01.2021,Andre husholdninger,0
4003,Skien,01.01.2021,Flerfamiliehusholdninger,958
4003,Skien,01.01.2021,Par eller aleneforsørger med voksne barn,1898
4003,Skien,01.01.2021,Par med små barn,2059
4003,Skien,01.01.2021,Par med store barn,2579
4003,Skien,01.01.2021,Par uten hjemmeboende barn,6587
4003,Skien,01.01.2022,Aleneboende,10451
4003,Skien,01.01.2022,Aleneforsørger med små barn,324
4003,Skien,01.01.2022,Aleneforsørger med store barn,1105
4003,Skien,01.01.2022,Andre husholdninger,0
4003,Skien,01.01.2022,Flerfamiliehusholdninger,981
4003,Skien,01.01.2022,Par eller aleneforsørger med voksne barn,1834
4003,Skien,01.01.2022,Par med små barn,2076
4003,Skien,01.01.2022,Par med store barn,2576
4003,Skien,01.01.2022,Par uten hjemmeboende barn,6734
4003,Skien,01.01.2023,Aleneboende,10620
4003,Skien,01.01.2023,Aleneforsørger med små barn,320
4003,Skien,01.01.2023,Aleneforsørger med store barn,1088
4003,Skien,01.01.2023,Andre husholdninger,0
4003,Skien,01.01.2023,Flerfamiliehusholdninger,967
4003,Skien,01.01.2023,Par eller aleneforsørger med voksne barn,1943
4003,Skien,01.01.2023,Par med små barn,2056
4003,Skien,01.01.2023,Par med store barn,2570
4003,Skien,01.01.2023,Par uten hjemmeboende barn,6809
4003,Skien,01.01.2024,Aleneboende,10968
4003,Skien,01.01.2024,Aleneforsørger med små barn,333
4003,Skien,01.01.2024,Aleneforsørger med store barn,1079
4003,Skien,01.01.2024,Andre husholdninger,0
4003,Skien,01.01.2024,Flerfamiliehusholdninger,991
4003,Skien,01.01.2024,Par eller aleneforsørger med voksne barn,1933
4003,Skien,01.01.2024,Par med små barn,2054
4003,Skien,01.01.2024,Par med store barn,2588
4003,Skien,01.01.2024,Par uten hjemmeboende barn,6825
4003,Skien,01.01.2025,Aleneboende,11136
4003,Skien,01.01.2025,Aleneforsørger med små barn,312
4003,Skien,01.01.2025,Aleneforsørger med store barn,1120
4003,Skien,01.01.2025,Andre husholdninger,0
4003,Skien,01.01.2025,Flerfamiliehusholdninger,968
4003,Skien,01.01.2025,Par eller aleneforsørger med voksne barn,2009
4003,Skien,01.01.2025,Par med små barn,2006
4003,Skien,01.01.2025,Par med store barn,2589
4003,Skien,01.01.2025,Par uten hjemmeboende barn,6845
4026,Tinn,01.01.2014,Aleneboende,1180
4026,Tinn,01.01.2014,Aleneforsørger med små barn,51
4026,Tinn,01.01.2014,Aleneforsørger med store barn,117
4026,Tinn,01.01.2014,Andre husholdninger,0
4026,Tinn,01.01.2014,Flerfamiliehusholdninger,107
4026,Tinn,01.01.2014,Par eller aleneforsørger med voksne barn,194
4026,Tinn,01.01.2014,Par med små barn,210
4026,Tinn,01.01.2014,Par med store barn,282
4026,Tinn,01.01.2014,Par uten hjemmeboende barn,666
4026,Tinn,01.01.2015,Aleneboende,1179
4026,Tinn,01.01.2015,Aleneforsørger med små barn,51
4026,Tinn,01.01.2015,Aleneforsørger med store barn,119
4026,Tinn,01.01.2015,Andre husholdninger,0
4026,Tinn,01.01.2015,Flerfamiliehusholdninger,98
4026,Tinn,01.01.2015,Par eller aleneforsørger med voksne barn,179
4026,Tinn,01.01.2015,Par med små barn,185
4026,Tinn,01.01.2015,Par med store barn,294
4026,Tinn,01.01.2015,Par uten hjemmeboende barn,693
4026,Tinn,01.01.2016,Aleneboende,1180
4026,Tinn,01.01.2016,Aleneforsørger med små barn,36
4026,Tinn,01.01.2016,Aleneforsørger med store barn,125
4026,Tinn,01.01.2016,Andre husholdninger,0
4026,Tinn,01.01.2016,Flerfamiliehusholdninger,107
4026,Tinn,01.01.2016,Par eller aleneforsørger med voksne barn,191
4026,Tinn,01.01.2016,Par med små barn,194
4026,Tinn,01.01.2016,Par med store barn,284
4026,Tinn,01.01.2016,Par uten hjemmeboende barn,692
4026,Tinn,01.01.2017,Aleneboende,1188
4026,Tinn,01.01.2017,Aleneforsørger med små barn,40
4026,Tinn,01.01.2017,Aleneforsørger med store barn,118
4026,Tinn,01.01.2017,Andre husholdninger,0
4026,Tinn,01.01.2017,Flerfamiliehusholdninger,93
4026,Tinn,01.01.2017,Par eller aleneforsørger med voksne barn,204
4026,Tinn,01.01.2017,Par med små barn,181
4026,Tinn,01.01.2017,Par med store barn,286
4026,Tinn,01.01.2017,Par uten hjemmeboende barn,699
4026,Tinn,01.01.2018,Aleneboende,1177
4026,Tinn,01.01.2018,Aleneforsørger med små barn,38
4026,Tinn,01.01.2018,Aleneforsørger med store barn,114
4026,Tinn,01.01.2018,Andre husholdninger,0
4026,Tinn,01.01.2018,Flerfamiliehusholdninger,89
4026,Tinn,01.01.2018,Par eller aleneforsørger med voksne barn,188
4026,Tinn,01.01.2018,Par med små barn,164
4026,Tinn,01.01.2018,Par med store barn,299
4026,Tinn,01.01.2018,Par uten hjemmeboende barn,732
4026,Tinn,01.01.2019,Aleneboende,1214
4026,Tinn,01.01.2019,Aleneforsørger med små barn,30
4026,Tinn,01.01.2019,Aleneforsørger med store barn,115
4026,Tinn,01.01.2019,Andre husholdninger,0
4026,Tinn,01.01.2019,Flerfamiliehusholdninger,82
4026,Tinn,01.01.2019,Par eller aleneforsørger med voksne barn,199
4026,Tinn,01.01.2019,Par med små barn,145
4026,Tinn,01.01.2019,Par med store barn,292
4026,Tinn,01.01.2019,Par uten hjemmeboende barn,728
4026,Tinn,01.01.2020,Aleneboende,1199
4026,Tinn,01.01.2020,Aleneforsørger med små barn,31
4026,Tinn,01.01.2020,Aleneforsørger med store barn,117
4026,Tinn,01.01.2020,Andre husholdninger,0
4026,Tinn,01.01.2020,Flerfamiliehusholdninger,90
4026,Tinn,01.01.2020,Par eller aleneforsørger med voksne barn,195
4026,Tinn,01.01.2020,Par med små barn,141
4026,Tinn,01.01.2020,Par med store barn,272
4026,Tinn,01.01.2020,Par uten hjemmeboende barn,733
4026,Tinn,01.01.2021,Aleneboende,1217
4026,Tinn,01.01.2021,Aleneforsørger med små barn,27
4026,Tinn,01.01.2021,Aleneforsørger med store barn,120
4026,Tinn,01.01.2021,Andre husholdninger,0
4026,Tinn,01.01.2021,Flerfamiliehusholdninger,86
4026,Tinn,01.01.2021,Par eller aleneforsørger med voksne barn,200
4026,Tinn,01.01.2021,Par med små barn,133
4026,Tinn,01.01.2021,Par med store barn,255
4026,Tinn,01.01.2021,Par uten hjemmeboende barn,744
4026,Tinn,01.01.2022,Aleneboende,1245
4026,Tinn,01.01.2022,Aleneforsørger med små barn,25
4026,Tinn,01.01.2022,Aleneforsørger med store barn,125
4026,Tinn,01.01.2022,Andre husholdninger,0
4026,Tinn,01.01.2022,Flerfamiliehusholdninger,76
4026,Tinn,01.01.2022,Par eller aleneforsørger med voksne barn,193
4026,Tinn,01.01.2022,Par med små barn,128
4026,Tinn,01.01.2022,Par med store barn,239
4026,Tinn,01.01.2022,Par uten hjemmeboende barn,761
4026,Tinn,01.01.2023,Aleneboende,1292
4026,Tinn,01.01.2023,Aleneforsørger med små barn,23
4026,Tinn,01.01.2023,Aleneforsørger med store barn,126
4026,Tinn,01.01.2023,Andre husholdninger,0
4026,Tinn,01.01.2023,Flerfamiliehusholdninger,78
4026,Tinn,01.01.2023,Par eller aleneforsørger med voksne barn,193
4026,Tinn,01.01.2023,Par med små barn,131
4026,Tinn,01.01.2023,Par med store barn,239
4026,Tinn,01.01.2023,Par uten hjemmeboende barn,756
4026,Tinn,01.01.2024,Aleneboende,1283
4026,Tinn,01.01.2024,Aleneforsørger med små barn,18
4026,Tinn,01.01.2024,Aleneforsørger med store barn,120
4026,Tinn,01.01.2024,Andre husholdninger,0
4026,Tinn,01.01.2024,Flerfamiliehusholdninger,88
4026,Tinn,01.01.2024,Par eller aleneforsørger med voksne barn,178
4026,Tinn,01.01.2024,Par med små barn,132
4026,Tinn,01.01.2024,Par med store barn,243
4026,Tinn,01.01.2024,Par uten hjemmeboende barn,766
4026,Tinn,01.01.2025,Aleneboende,1290
4026,Tinn,01.01.2025,Aleneforsørger med små barn,24
4026,Tinn,01.01.2025,Aleneforsørger med store barn,111
4026,Tinn,01.01.2025,Andre husholdninger,0
4026,Tinn,01.01.2025,Flerfamiliehusholdninger,90
4026,Tinn,01.01.2025,Par eller aleneforsørger med voksne barn,187
4026,Tinn,01.01.2025,Par med små barn,125
4026,Tinn,01.01.2025,Par med store barn,243
4026,Tinn,01.01.2025,Par uten hjemmeboende barn,755
4034,Tokke,01.01.2014,Aleneboende,399
4034,Tokke,01.01.2014,Aleneforsørger med små barn,8
4034,Tokke,01.01.2014,Aleneforsørger med store barn,23
4034,Tokke,01.01.2014,Andre husholdninger,0
4034,Tokke,01.01.2014,Flerfamiliehusholdninger,32
4034,Tokke,01.01.2014,Par eller aleneforsørger med voksne barn,89
4034,Tokke,01.01.2014,Par med små barn,77
4034,Tokke,01.01.2014,Par med store barn,119
4034,Tokke,01.01.2014,Par uten hjemmeboende barn,244
4034,Tokke,01.01.2015,Aleneboende,413
4034,Tokke,01.01.2015,Aleneforsørger med små barn,11
4034,Tokke,01.01.2015,Aleneforsørger med store barn,23
4034,Tokke,01.01.2015,Andre husholdninger,0
4034,Tokke,01.01.2015,Flerfamiliehusholdninger,33
4034,Tokke,01.01.2015,Par eller aleneforsørger med voksne barn,84
4034,Tokke,01.01.2015,Par med små barn,70
4034,Tokke,01.01.2015,Par med store barn,119
4034,Tokke,01.01.2015,Par uten hjemmeboende barn,246
4034,Tokke,01.01.2016,Aleneboende,414
4034,Tokke,01.01.2016,Aleneforsørger med små barn,8
4034,Tokke,01.01.2016,Aleneforsørger med store barn,26
4034,Tokke,01.01.2016,Andre husholdninger,0
4034,Tokke,01.01.2016,Flerfamiliehusholdninger,28
4034,Tokke,01.01.2016,Par eller aleneforsørger med voksne barn,93
4034,Tokke,01.01.2016,Par med små barn,75
4034,Tokke,01.01.2016,Par med store barn,114
4034,Tokke,01.01.2016,Par uten hjemmeboende barn,243
4034,Tokke,01.01.2017,Aleneboende,398
4034,Tokke,01.01.2017,Aleneforsørger med små barn,8
4034,Tokke,01.01.2017,Aleneforsørger med store barn,27
4034,Tokke,01.01.2017,Andre husholdninger,0
4034,Tokke,01.01.2017,Flerfamiliehusholdninger,30
4034,Tokke,01.01.2017,Par eller aleneforsørger med voksne barn,89
4034,Tokke,01.01.2017,Par med små barn,73
4034,Tokke,01.01.2017,Par med store barn,108
4034,Tokke,01.01.2017,Par uten hjemmeboende barn,256
4034,Tokke,01.01.2018,Aleneboende,404
4034,Tokke,01.01.2018,Aleneforsørger med små barn,13
4034,Tokke,01.01.2018,Aleneforsørger med store barn,25
4034,Tokke,01.01.2018,Andre husholdninger,0
4034,Tokke,01.01.2018,Flerfamiliehusholdninger,31
4034,Tokke,01.01.2018,Par eller aleneforsørger med voksne barn,89
4034,Tokke,01.01.2018,Par med små barn,68
4034,Tokke,01.01.2018,Par med store barn,112
4034,Tokke,01.01.2018,Par uten hjemmeboende barn,258
4034,Tokke,01.01.2019,Aleneboende,426
4034,Tokke,01.01.2019,Aleneforsørger med små barn,13
4034,Tokke,01.01.2019,Aleneforsørger med store barn,24
4034,Tokke,01.01.2019,Andre husholdninger,0
4034,Tokke,01.01.2019,Flerfamiliehusholdninger,34
4034,Tokke,01.01.2019,Par eller aleneforsørger med voksne barn,86
4034,Tokke,01.01.2019,Par med små barn,60
4034,Tokke,01.01.2019,Par med store barn,114
4034,Tokke,01.01.2019,Par uten hjemmeboende barn,254
4034,Tokke,01.01.2020,Aleneboende,428
4034,Tokke,01.01.2020,Aleneforsørger med små barn,9
4034,Tokke,01.01.2020,Aleneforsørger med store barn,29
4034,Tokke,01.01.2020,Andre husholdninger,0
4034,Tokke,01.01.2020,Flerfamiliehusholdninger,31
4034,Tokke,01.01.2020,Par eller aleneforsørger med voksne barn,83
4034,Tokke,01.01.2020,Par med små barn,52
4034,Tokke,01.01.2020,Par med store barn,111
4034,Tokke,01.01.2020,Par uten hjemmeboende barn,269
4034,Tokke,01.01.2021,Aleneboende,442
4034,Tokke,01.01.2021,Aleneforsørger med små barn,3
4034,Tokke,01.01.2021,Aleneforsørger med store barn,22
4034,Tokke,01.01.2021,Andre husholdninger,0
4034,Tokke,01.01.2021,Flerfamiliehusholdninger,34
4034,Tokke,01.01.2021,Par eller aleneforsørger med voksne barn,84
4034,Tokke,01.01.2021,Par med små barn,52
4034,Tokke,01.01.2021,Par med store barn,116
4034,Tokke,01.01.2021,Par uten hjemmeboende barn,260
4034,Tokke,01.01.2022,Aleneboende,451
4034,Tokke,01.01.2022,Aleneforsørger med små barn,6
4034,Tokke,01.01.2022,Aleneforsørger med store barn,26
4034,Tokke,01.01.2022,Andre husholdninger,0
4034,Tokke,01.01.2022,Flerfamiliehusholdninger,31
4034,Tokke,01.01.2022,Par eller aleneforsørger med voksne barn,87
4034,Tokke,01.01.2022,Par med små barn,52
4034,Tokke,01.01.2022,Par med store barn,113
4034,Tokke,01.01.2022,Par uten hjemmeboende barn,258
4034,Tokke,01.01.2023,Aleneboende,463
4034,Tokke,01.01.2023,Aleneforsørger med små barn,8
4034,Tokke,01.01.2023,Aleneforsørger med store barn,28
4034,Tokke,01.01.2023,Andre husholdninger,0
4034,Tokke,01.01.2023,Flerfamiliehusholdninger,34
4034,Tokke,01.01.2023,Par eller aleneforsørger med voksne barn,89
4034,Tokke,01.01.2023,Par med små barn,60
4034,Tokke,01.01.2023,Par med store barn,111
4034,Tokke,01.01.2023,Par uten hjemmeboende barn,263
4034,Tokke,01.01.2024,Aleneboende,469
4034,Tokke,01.01.2024,Aleneforsørger med små barn,8
4034,Tokke,01.01.2024,Aleneforsørger med store barn,33
4034,Tokke,01.01.2024,Andre husholdninger,0
4034,Tokke,01.01.2024,Flerfamiliehusholdninger,34
4034,Tokke,01.01.2024,Par eller aleneforsørger med voksne barn,81
4034,Tokke,01.01.2024,Par med små barn,72
4034,Tokke,01.01.2024,Par med store barn,104
4034,Tokke,01.01.2024,Par uten hjemmeboende barn,264
4034,Tokke,01.01.2025,Aleneboende,493
4034,Tokke,01.01.2025,Aleneforsørger med små barn,10
4034,Tokke,01.01.2025,Aleneforsørger med store barn,36
4034,Tokke,01.01.2025,Andre husholdninger,0
4034,Tokke,01.01.2025,Flerfamiliehusholdninger,42
4034,Tokke,01.01.2025,Par eller aleneforsørger med voksne barn,78
4034,Tokke,01.01.2025,Par med små barn,72
4034,Tokke,01.01.2025,Par med store barn,93
4034,Tokke,01.01.2025,Par uten hjemmeboende barn,264
4036,Vinje,01.01.2014,Aleneboende,634
4036,Vinje,01.01.2014,Aleneforsørger med små barn,14
4036,Vinje,01.01.2014,Aleneforsørger med store barn,50
4036,Vinje,01.01.2014,Andre husholdninger,0
4036,Vinje,01.01.2014,Flerfamiliehusholdninger,75
4036,Vinje,01.01.2014,Par eller aleneforsørger med voksne barn,176
4036,Vinje,01.01.2014,Par med små barn,137
4036,Vinje,01.01.2014,Par med store barn,180
4036,Vinje,01.01.2014,Par uten hjemmeboende barn,369
4036,Vinje,01.01.2015,Aleneboende,648
4036,Vinje,01.01.2015,Aleneforsørger med små barn,9
4036,Vinje,01.01.2015,Aleneforsørger med store barn,57
4036,Vinje,01.01.2015,Andre husholdninger,0
4036,Vinje,01.01.2015,Flerfamiliehusholdninger,71
4036,Vinje,01.01.2015,Par eller aleneforsørger med voksne barn,168
4036,Vinje,01.01.2015,Par med små barn,139
4036,Vinje,01.01.2015,Par med store barn,173
4036,Vinje,01.01.2015,Par uten hjemmeboende barn,372
4036,Vinje,01.01.2016,Aleneboende,662
4036,Vinje,01.01.2016,Aleneforsørger med små barn,11
4036,Vinje,01.01.2016,Aleneforsørger med store barn,48
4036,Vinje,01.01.2016,Andre husholdninger,0
4036,Vinje,01.01.2016,Flerfamiliehusholdninger,69
4036,Vinje,01.01.2016,Par eller aleneforsørger med voksne barn,190
4036,Vinje,01.01.2016,Par med små barn,142
4036,Vinje,01.01.2016,Par med store barn,172
4036,Vinje,01.01.2016,Par uten hjemmeboende barn,376
4036,Vinje,01.01.2017,Aleneboende,665
4036,Vinje,01.01.2017,Aleneforsørger med små barn,19
4036,Vinje,01.01.2017,Aleneforsørger med store barn,41
4036,Vinje,01.01.2017,Andre husholdninger,0
4036,Vinje,01.01.2017,Flerfamiliehusholdninger,72
4036,Vinje,01.01.2017,Par eller aleneforsørger med voksne barn,182
4036,Vinje,01.01.2017,Par med små barn,138
4036,Vinje,01.01.2017,Par med store barn,173
4036,Vinje,01.01.2017,Par uten hjemmeboende barn,370
4036,Vinje,01.01.2018,Aleneboende,680
4036,Vinje,01.01.2018,Aleneforsørger med små barn,20
4036,Vinje,01.01.2018,Aleneforsørger med store barn,40
4036,Vinje,01.01.2018,Andre husholdninger,0
4036,Vinje,01.01.2018,Flerfamiliehusholdninger,69
4036,Vinje,01.01.2018,Par eller aleneforsørger med voksne barn,158
4036,Vinje,01.01.2018,Par med små barn,132
4036,Vinje,01.01.2018,Par med store barn,173
4036,Vinje,01.01.2018,Par uten hjemmeboende barn,411
4036,Vinje,01.01.2019,Aleneboende,724
4036,Vinje,01.01.2019,Aleneforsørger med små barn,16
4036,Vinje,01.01.2019,Aleneforsørger med store barn,44
4036,Vinje,01.01.2019,Andre husholdninger,0
4036,Vinje,01.01.2019,Flerfamiliehusholdninger,69
4036,Vinje,01.01.2019,Par eller aleneforsørger med voksne barn,147
4036,Vinje,01.01.2019,Par med små barn,132
4036,Vinje,01.01.2019,Par med store barn,174
4036,Vinje,01.01.2019,Par uten hjemmeboende barn,416
4036,Vinje,01.01.2020,Aleneboende,710
4036,Vinje,01.01.2020,Aleneforsørger med små barn,14
4036,Vinje,01.01.2020,Aleneforsørger med store barn,41
4036,Vinje,01.01.2020,Andre husholdninger,0
4036,Vinje,01.01.2020,Flerfamiliehusholdninger,71
4036,Vinje,01.01.2020,Par eller aleneforsørger med voksne barn,152
4036,Vinje,01.01.2020,Par med små barn,131
4036,Vinje,01.01.2020,Par med store barn,156
4036,Vinje,01.01.2020,Par uten hjemmeboende barn,437
4036,Vinje,01.01.2021,Aleneboende,724
4036,Vinje,01.01.2021,Aleneforsørger med små barn,14
4036,Vinje,01.01.2021,Aleneforsørger med store barn,47
4036,Vinje,01.01.2021,Andre husholdninger,0
4036,Vinje,01.01.2021,Flerfamiliehusholdninger,68
4036,Vinje,01.01.2021,Par eller aleneforsørger med voksne barn,154
4036,Vinje,01.01.2021,Par med små barn,138
4036,Vinje,01.01.2021,Par med store barn,156
4036,Vinje,01.01.2021,Par uten hjemmeboende barn,462
4036,Vinje,01.01.2022,Aleneboende,748
4036,Vinje,01.01.2022,Aleneforsørger med små barn,10
4036,Vinje,01.01.2022,Aleneforsørger med store barn,42
4036,Vinje,01.01.2022,Andre husholdninger,0
4036,Vinje,01.01.2022,Flerfamiliehusholdninger,72
4036,Vinje,01.01.2022,Par eller aleneforsørger med voksne barn,168
4036,Vinje,01.01.2022,Par med små barn,127
4036,Vinje,01.01.2022,Par med store barn,160
4036,Vinje,01.01.2022,Par uten hjemmeboende barn,451
4036,Vinje,01.01.2023,Aleneboende,782
4036,Vinje,01.01.2023,Aleneforsørger med små barn,11
4036,Vinje,01.01.2023,Aleneforsørger med store barn,44
4036,Vinje,01.01.2023,Andre husholdninger,0
4036,Vinje,01.01.2023,Flerfamiliehusholdninger,74
4036,Vinje,01.01.2023,Par eller aleneforsørger med voksne barn,140
4036,Vinje,01.01.2023,Par med små barn,130
4036,Vinje,01.01.2023,Par med store barn,171
4036,Vinje,01.01.2023,Par uten hjemmeboende barn,486
4036,Vinje,01.01.2024,Aleneboende,801
4036,Vinje,01.01.2024,Aleneforsørger med små barn,10
4036,Vinje,01.01.2024,Aleneforsørger med store barn,52
4036,Vinje,01.01.2024,Andre husholdninger,0
4036,Vinje,01.01.2024,Flerfamiliehusholdninger,82
4036,Vinje,01.01.2024,Par eller aleneforsørger med voksne barn,113
4036,Vinje,01.01.2024,Par med små barn,140
4036,Vinje,01.01.2024,Par med store barn,169
4036,Vinje,01.01.2024,Par uten hjemmeboende barn,503
4036,Vinje,01.01.2025,Aleneboende,819
4036,Vinje,01.01.2025,Aleneforsørger med små barn,19
4036,Vinje,01.01.2025,Aleneforsørger med store barn,46
4036,Vinje,01.01.2025,Andre husholdninger,0
4036,Vinje,01.01.2025,Flerfamiliehusholdninger,75
4036,Vinje,01.01.2025,Par eller aleneforsørger med voksne barn,118
4036,Vinje,01.01.2025,Par med små barn,133
4036,Vinje,01.01.2025,Par med store barn,169
4036,Vinje,01.01.2025,Par uten hjemmeboende barn,496
