Kommune,Alder,År,Personer,Kilde
Kviteseid,6-12 år,2033,158,Framskriving 2016
Kviteseid,13-15 år,2033,67,Framskriving 2016
Kviteseid,16-19 år,2033,86,Framskriving 2016
Kviteseid,20-44 år,2033,590,Framskriving 2016
Kviteseid,45-66 år,2033,720,Framskriving 2016
Kviteseid,67-79 år,2033,466,Framskriving 2016
Kviteseid,80-89 år,2033,192,Framskriving 2016
Kviteseid,90 år eller eldre,2033,38,Framskriving 2016
Kviteseid,0 år,2034,17,Framskriving 2016
Kviteseid,1-5 år,2034,99,Framskriving 2016
Kviteseid,6-12 år,2034,159,Framskriving 2016
Kviteseid,13-15 år,2034,68,Framskriving 2016
Kviteseid,16-19 år,2034,85,Framskriving 2016
Kviteseid,20-44 år,2034,588,Framskriving 2016
Kviteseid,45-66 år,2034,711,Framskriving 2016
Kviteseid,67-79 år,2034,467,Framskriving 2016
Kviteseid,80-89 år,2034,209,Framskriving 2016
Kviteseid,90 år eller eldre,2034,39,Framskriving 2016
Kviteseid,0 år,2035,16,Framskriving 2016
Kviteseid,1-5 år,2035,96,Framskriving 2016
Kviteseid,6-12 år,2035,158,Framskriving 2016
Kviteseid,13-15 år,2035,69,Framskriving 2016
Kviteseid,16-19 år,2035,87,Framskriving 2016
Kviteseid,20-44 år,2035,577,Framskriving 2016
Kviteseid,45-66 år,2035,702,Framskriving 2016
Kviteseid,67-79 år,2035,480,Framskriving 2016
Kviteseid,80-89 år,2035,210,Framskriving 2016
Kviteseid,90 år eller eldre,2035,43,Framskriving 2016
Kviteseid,0 år,2036,16,Framskriving 2016
Kviteseid,1-5 år,2036,95,Framskriving 2016
Kviteseid,6-12 år,2036,158,Framskriving 2016
Kviteseid,13-15 år,2036,69,Framskriving 2016
Kviteseid,16-19 år,2036,88,Framskriving 2016
Kviteseid,20-44 år,2036,573,Framskriving 2016
Kviteseid,45-66 år,2036,705,Framskriving 2016
Kviteseid,67-79 år,2036,475,Framskriving 2016
Kviteseid,80-89 år,2036,216,Framskriving 2016
Kviteseid,90 år eller eldre,2036,42,Framskriving 2016
Kviteseid,0 år,2037,16,Framskriving 2016
Kviteseid,1-5 år,2037,94,Framskriving 2016
Kviteseid,6-12 år,2037,158,Framskriving 2016
Kviteseid,13-15 år,2037,69,Framskriving 2016
Kviteseid,16-19 år,2037,88,Framskriving 2016
Kviteseid,20-44 år,2037,564,Framskriving 2016
Kviteseid,45-66 år,2037,706,Framskriving 2016
Kviteseid,67-79 år,2037,470,Framskriving 2016
Kviteseid,80-89 år,2037,221,Framskriving 2016
Kviteseid,90 år eller eldre,2037,46,Framskriving 2016
Kviteseid,0 år,2038,15,Framskriving 2016
Kviteseid,1-5 år,2038,94,Framskriving 2016
Kviteseid,6-12 år,2038,156,Framskriving 2016
Kviteseid,13-15 år,2038,69,Framskriving 2016
Kviteseid,16-19 år,2038,90,Framskriving 2016
Kviteseid,20-44 år,2038,560,Framskriving 2016
Kviteseid,45-66 år,2038,702,Framskriving 2016
Kviteseid,67-79 år,2038,469,Framskriving 2016
Kviteseid,80-89 år,2038,228,Framskriving 2016
Kviteseid,90 år eller eldre,2038,50,Framskriving 2016
Kviteseid,0 år,2039,15,Framskriving 2016
Kviteseid,1-5 år,2039,92,Framskriving 2016
Kviteseid,6-12 år,2039,156,Framskriving 2016
Kviteseid,13-15 år,2039,69,Framskriving 2016
Kviteseid,16-19 år,2039,91,Framskriving 2016
Kviteseid,20-44 år,2039,558,Framskriving 2016
Kviteseid,45-66 år,2039,687,Framskriving 2016
Kviteseid,67-79 år,2039,483,Framskriving 2016
Kviteseid,80-89 år,2039,225,Framskriving 2016
Kviteseid,90 år eller eldre,2039,54,Framskriving 2016
Kviteseid,0 år,2040,15,Framskriving 2016
Kviteseid,1-5 år,2040,91,Framskriving 2016
Kviteseid,6-12 år,2040,153,Framskriving 2016
Kviteseid,13-15 år,2040,69,Framskriving 2016
Kviteseid,16-19 år,2040,92,Framskriving 2016
Kviteseid,20-44 år,2040,554,Framskriving 2016
Kviteseid,45-66 år,2040,675,Framskriving 2016
Kviteseid,67-79 år,2040,487,Framskriving 2016
Kviteseid,80-89 år,2040,229,Framskriving 2016
Kviteseid,90 år eller eldre,2040,55,Framskriving 2016
Nissedal,0 år,2016,11,Framskriving 2016
Nissedal,1-5 år,2016,88,Framskriving 2016
Nissedal,6-12 år,2016,112,Framskriving 2016
Nissedal,13-15 år,2016,41,Framskriving 2016
Nissedal,16-19 år,2016,70,Framskriving 2016
Nissedal,20-44 år,2016,398,Framskriving 2016
Nissedal,45-66 år,2016,471,Framskriving 2016
Nissedal,67-79 år,2016,175,Framskriving 2016
Nissedal,80-89 år,2016,54,Framskriving 2016
Nissedal,90 år eller eldre,2016,23,Framskriving 2016
Nissedal,0 år,2017,13,Framskriving 2016
Nissedal,1-5 år,2017,81,Framskriving 2016
Nissedal,6-12 år,2017,116,Framskriving 2016
Nissedal,13-15 år,2017,40,Framskriving 2016
Nissedal,16-19 år,2017,65,Framskriving 2016
Nissedal,20-44 år,2017,397,Framskriving 2016
Nissedal,45-66 år,2017,474,Framskriving 2016
Nissedal,67-79 år,2017,185,Framskriving 2016
Nissedal,80-89 år,2017,56,Framskriving 2016
Nissedal,90 år eller eldre,2017,21,Framskriving 2016
Nissedal,0 år,2018,13,Framskriving 2016
Nissedal,1-5 år,2018,77,Framskriving 2016
Nissedal,6-12 år,2018,130,Framskriving 2016
Nissedal,13-15 år,2018,34,Framskriving 2016
Nissedal,16-19 år,2018,64,Framskriving 2016
Nissedal,20-44 år,2018,401,Framskriving 2016
Nissedal,45-66 år,2018,467,Framskriving 2016
Nissedal,67-79 år,2018,192,Framskriving 2016
Nissedal,80-89 år,2018,58,Framskriving 2016
Nissedal,90 år eller eldre,2018,20,Framskriving 2016
Nissedal,0 år,2019,13,Framskriving 2016
Nissedal,1-5 år,2019,76,Framskriving 2016
Nissedal,6-12 år,2019,127,Framskriving 2016
Nissedal,13-15 år,2019,41,Framskriving 2016
Nissedal,16-19 år,2019,57,Framskriving 2016
Nissedal,20-44 år,2019,408,Framskriving 2016
Nissedal,45-66 år,2019,466,Framskriving 2016
Nissedal,67-79 år,2019,201,Framskriving 2016
Nissedal,80-89 år,2019,53,Framskriving 2016
Nissedal,90 år eller eldre,2019,20,Framskriving 2016
Nissedal,0 år,2020,13,Framskriving 2016
Nissedal,1-5 år,2020,68,Framskriving 2016
Nissedal,6-12 år,2020,139,Framskriving 2016
Nissedal,13-15 år,2020,40,Framskriving 2016
Nissedal,16-19 år,2020,56,Framskriving 2016
Nissedal,20-44 år,2020,404,Framskriving 2016
Nissedal,45-66 år,2020,464,Framskriving 2016
Nissedal,67-79 år,2020,213,Framskriving 2016
Nissedal,80-89 år,2020,55,Framskriving 2016
Nissedal,90 år eller eldre,2020,18,Framskriving 2016
Nissedal,0 år,2021,14,Framskriving 2016
Nissedal,1-5 år,2021,72,Framskriving 2016
Nissedal,6-12 år,2021,135,Framskriving 2016
Nissedal,13-15 år,2021,50,Framskriving 2016
Nissedal,16-19 år,2021,50,Framskriving 2016
Nissedal,20-44 år,2021,400,Framskriving 2016
Nissedal,45-66 år,2021,473,Framskriving 2016
Nissedal,67-79 år,2021,213,Framskriving 2016
Nissedal,80-89 år,2021,56,Framskriving 2016
Nissedal,90 år eller eldre,2021,17,Framskriving 2016
Nissedal,0 år,2022,13,Framskriving 2016
Nissedal,1-5 år,2022,73,Framskriving 2016
Nissedal,6-12 år,2022,127,Framskriving 2016
Nissedal,13-15 år,2022,54,Framskriving 2016
Nissedal,16-19 år,2022,55,Framskriving 2016
Nissedal,20-44 år,2022,392,Framskriving 2016
Nissedal,45-66 år,2022,477,Framskriving 2016
Nissedal,67-79 år,2022,219,Framskriving 2016
Nissedal,80-89 år,2022,59,Framskriving 2016
Nissedal,90 år eller eldre,2022,16,Framskriving 2016
Nissedal,0 år,2023,13,Framskriving 2016
Nissedal,1-5 år,2023,73,Framskriving 2016
Nissedal,6-12 år,2023,126,Framskriving 2016
Nissedal,13-15 år,2023,61,Framskriving 2016
Nissedal,16-19 år,2023,55,Framskriving 2016
Nissedal,20-44 år,2023,391,Framskriving 2016
Nissedal,45-66 år,2023,476,Framskriving 2016
Nissedal,67-79 år,2023,229,Framskriving 2016
Nissedal,80-89 år,2023,61,Framskriving 2016
Nissedal,90 år eller eldre,2023,16,Framskriving 2016
Nissedal,0 år,2024,13,Framskriving 2016
Nissedal,1-5 år,2024,73,Framskriving 2016
Nissedal,6-12 år,2024,123,Framskriving 2016
Nissedal,13-15 år,2024,61,Framskriving 2016
Nissedal,16-19 år,2024,59,Framskriving 2016
Nissedal,20-44 år,2024,395,Framskriving 2016
Nissedal,45-66 år,2024,474,Framskriving 2016
Nissedal,67-79 år,2024,232,Framskriving 2016
Nissedal,80-89 år,2024,64,Framskriving 2016
Nissedal,90 år eller eldre,2024,18,Framskriving 2016
Nissedal,0 år,2025,13,Framskriving 2016
Nissedal,1-5 år,2025,73,Framskriving 2016
Nissedal,6-12 år,2025,118,Framskriving 2016
Nissedal,13-15 år,2025,60,Framskriving 2016
Nissedal,16-19 år,2025,72,Framskriving 2016
Nissedal,20-44 år,2025,382,Framskriving 2016
Nissedal,45-66 år,2025,479,Framskriving 2016
Nissedal,67-79 år,2025,231,Framskriving 2016
Nissedal,80-89 år,2025,72,Framskriving 2016
Nissedal,90 år eller eldre,2025,12,Framskriving 2016
Nissedal,0 år,2026,13,Framskriving 2016
Nissedal,1-5 år,2026,74,Framskriving 2016
Nissedal,6-12 år,2026,118,Framskriving 2016
Nissedal,13-15 år,2026,55,Framskriving 2016
Nissedal,16-19 år,2026,74,Framskriving 2016
Nissedal,20-44 år,2026,381,Framskriving 2016
Nissedal,45-66 år,2026,474,Framskriving 2016
Nissedal,67-79 år,2026,240,Framskriving 2016
Nissedal,80-89 år,2026,75,Framskriving 2016
Nissedal,90 år eller eldre,2026,12,Framskriving 2016
Nissedal,0 år,2027,13,Framskriving 2016
Nissedal,1-5 år,2027,73,Framskriving 2016
Nissedal,6-12 år,2027,110,Framskriving 2016
Nissedal,13-15 år,2027,61,Framskriving 2016
Nissedal,16-19 år,2027,78,Framskriving 2016
Nissedal,20-44 år,2027,386,Framskriving 2016
Nissedal,45-66 år,2027,474,Framskriving 2016
Nissedal,67-79 år,2027,241,Framskriving 2016
Nissedal,80-89 år,2027,77,Framskriving 2016
Nissedal,90 år eller eldre,2027,11,Framskriving 2016
Nissedal,0 år,2028,12,Framskriving 2016
Nissedal,1-5 år,2028,71,Framskriving 2016
Nissedal,6-12 år,2028,111,Framskriving 2016
Nissedal,13-15 år,2028,55,Framskriving 2016
Nissedal,16-19 år,2028,80,Framskriving 2016
Nissedal,20-44 år,2028,395,Framskriving 2016
Nissedal,45-66 år,2028,470,Framskriving 2016
Nissedal,67-79 år,2028,242,Framskriving 2016
Nissedal,80-89 år,2028,85,Framskriving 2016
Nissedal,90 år eller eldre,2028,15,Framskriving 2016
Nissedal,0 år,2029,12,Framskriving 2016
Nissedal,1-5 år,2029,71,Framskriving 2016
Nissedal,6-12 år,2029,113,Framskriving 2016
Nissedal,13-15 år,2029,54,Framskriving 2016
Nissedal,16-19 år,2029,74,Framskriving 2016
Nissedal,20-44 år,2029,402,Framskriving 2016
Nissedal,45-66 år,2029,469,Framskriving 2016
Nissedal,67-79 år,2029,243,Framskriving 2016
Nissedal,80-89 år,2029,95,Framskriving 2016
Nissedal,90 år eller eldre,2029,14,Framskriving 2016
Nissedal,0 år,2030,12,Framskriving 2016
Nissedal,1-5 år,2030,71,Framskriving 2016
Nissedal,6-12 år,2030,114,Framskriving 2016
Nissedal,13-15 år,2030,48,Framskriving 2016
Nissedal,16-19 år,2030,80,Framskriving 2016
Nissedal,20-44 år,2030,400,Framskriving 2016
Nissedal,45-66 år,2030,477,Framskriving 2016
Nissedal,67-79 år,2030,242,Framskriving 2016
Nissedal,80-89 år,2030,99,Framskriving 2016
Nissedal,90 år eller eldre,2030,15,Framskriving 2016
Nissedal,0 år,2031,13,Framskriving 2016
Nissedal,1-5 år,2031,70,Framskriving 2016
Nissedal,6-12 år,2031,114,Framskriving 2016
Nissedal,13-15 år,2031,49,Framskriving 2016
Nissedal,16-19 år,2031,75,Framskriving 2016
Nissedal,20-44 år,2031,400,Framskriving 2016
Nissedal,45-66 år,2031,474,Framskriving 2016
Nissedal,67-79 år,2031,245,Framskriving 2016
Nissedal,80-89 år,2031,105,Framskriving 2016
Nissedal,90 år eller eldre,2031,16,Framskriving 2016
Nissedal,0 år,2032,13,Framskriving 2016
Nissedal,1-5 år,2032,71,Framskriving 2016
Nissedal,6-12 år,2032,115,Framskriving 2016
Nissedal,13-15 år,2032,51,Framskriving 2016
Nissedal,16-19 år,2032,69,Framskriving 2016
Nissedal,20-44 år,2032,403,Framskriving 2016
Nissedal,45-66 år,2032,477,Framskriving 2016
Nissedal,67-79 år,2032,242,Framskriving 2016
Nissedal,80-89 år,2032,108,Framskriving 2016
Nissedal,90 år eller eldre,2032,17,Framskriving 2016
Nissedal,0 år,2033,13,Framskriving 2016
Nissedal,1-5 år,2033,71,Framskriving 2016
Nissedal,6-12 år,2033,113,Framskriving 2016
Nissedal,13-15 år,2033,51,Framskriving 2016
Nissedal,16-19 år,2033,70,Framskriving 2016
Nissedal,20-44 år,2033,402,Framskriving 2016
Nissedal,45-66 år,2033,476,Framskriving 2016
Nissedal,67-79 år,2033,242,Framskriving 2016
Nissedal,80-89 år,2033,117,Framskriving 2016
Nissedal,90 år eller eldre,2033,18,Framskriving 2016
Nissedal,0 år,2034,13,Framskriving 2016
Nissedal,1-5 år,2034,71,Framskriving 2016
Nissedal,6-12 år,2034,113,Framskriving 2016
Nissedal,13-15 år,2034,51,Framskriving 2016
Nissedal,16-19 år,2034,65,Framskriving 2016
Nissedal,20-44 år,2034,405,Framskriving 2016
Nissedal,45-66 år,2034,474,Framskriving 2016
Nissedal,67-79 år,2034,250,Framskriving 2016
Nissedal,80-89 år,2034,121,Framskriving 2016
Nissedal,90 år eller eldre,2034,18,Framskriving 2016
Nissedal,0 år,2035,13,Framskriving 2016
Nissedal,1-5 år,2035,72,Framskriving 2016
Nissedal,6-12 år,2035,113,Framskriving 2016
Nissedal,13-15 år,2035,51,Framskriving 2016
Nissedal,16-19 år,2035,65,Framskriving 2016
Nissedal,20-44 år,2035,405,Framskriving 2016
Nissedal,45-66 år,2035,474,Framskriving 2016
Nissedal,67-79 år,2035,258,Framskriving 2016
Nissedal,80-89 år,2035,115,Framskriving 2016
Nissedal,90 år eller eldre,2035,20,Framskriving 2016
Nissedal,0 år,2036,14,Framskriving 2016
Nissedal,1-5 år,2036,72,Framskriving 2016
Nissedal,6-12 år,2036,113,Framskriving 2016
Nissedal,13-15 år,2036,51,Framskriving 2016
Nissedal,16-19 år,2036,66,Framskriving 2016
Nissedal,20-44 år,2036,399,Framskriving 2016
Nissedal,45-66 år,2036,474,Framskriving 2016
Nissedal,67-79 år,2036,259,Framskriving 2016
Nissedal,80-89 år,2036,124,Framskriving 2016
Nissedal,90 år eller eldre,2036,21,Framskriving 2016
Nissedal,0 år,2037,14,Framskriving 2016
Nissedal,1-5 år,2037,73,Framskriving 2016
Nissedal,6-12 år,2037,111,Framskriving 2016
Nissedal,13-15 år,2037,51,Framskriving 2016
Nissedal,16-19 år,2037,67,Framskriving 2016
Nissedal,20-44 år,2037,400,Framskriving 2016
Nissedal,45-66 år,2037,471,Framskriving 2016
Nissedal,67-79 år,2037,269,Framskriving 2016
Nissedal,80-89 år,2037,124,Framskriving 2016
Nissedal,90 år eller eldre,2037,21,Framskriving 2016
Nissedal,0 år,2038,14,Framskriving 2016
Nissedal,1-5 år,2038,73,Framskriving 2016
Nissedal,6-12 år,2038,112,Framskriving 2016
Nissedal,13-15 år,2038,51,Framskriving 2016
Nissedal,16-19 år,2038,69,Framskriving 2016
Nissedal,20-44 år,2038,400,Framskriving 2016
Nissedal,45-66 år,2038,467,Framskriving 2016
Nissedal,67-79 år,2038,278,Framskriving 2016
Nissedal,80-89 år,2038,122,Framskriving 2016
Nissedal,90 år eller eldre,2038,27,Framskriving 2016
Nissedal,0 år,2039,14,Framskriving 2016
Nissedal,1-5 år,2039,74,Framskriving 2016
Nissedal,6-12 år,2039,112,Framskriving 2016
Nissedal,13-15 år,2039,51,Framskriving 2016
Nissedal,16-19 år,2039,67,Framskriving 2016
Nissedal,20-44 år,2039,398,Framskriving 2016
Nissedal,45-66 år,2039,467,Framskriving 2016
Nissedal,67-79 år,2039,278,Framskriving 2016
Nissedal,80-89 år,2039,128,Framskriving 2016
Nissedal,90 år eller eldre,2039,32,Framskriving 2016
Nissedal,0 år,2040,14,Framskriving 2016
Nissedal,1-5 år,2040,76,Framskriving 2016
Nissedal,6-12 år,2040,112,Framskriving 2016
Nissedal,13-15 år,2040,51,Framskriving 2016
Nissedal,16-19 år,2040,68,Framskriving 2016
Nissedal,20-44 år,2040,400,Framskriving 2016
Nissedal,45-66 år,2040,475,Framskriving 2016
Nissedal,67-79 år,2040,279,Framskriving 2016
Nissedal,80-89 år,2040,123,Framskriving 2016
Nissedal,90 år eller eldre,2040,31,Framskriving 2016
Fyresdal,0 år,2016,11,Framskriving 2016
Fyresdal,1-5 år,2016,68,Framskriving 2016
Fyresdal,6-12 år,2016,123,Framskriving 2016
Fyresdal,13-15 år,2016,51,Framskriving 2016
Fyresdal,16-19 år,2016,71,Framskriving 2016
Fyresdal,20-44 år,2016,359,Framskriving 2016
Fyresdal,45-66 år,2016,415,Framskriving 2016
Fyresdal,67-79 år,2016,167,Framskriving 2016
Fyresdal,80-89 år,2016,43,Framskriving 2016
Fyresdal,90 år eller eldre,2016,15,Framskriving 2016
Fyresdal,0 år,2017,12,Framskriving 2016
Fyresdal,1-5 år,2017,69,Framskriving 2016
Fyresdal,6-12 år,2017,118,Framskriving 2016
Fyresdal,13-15 år,2017,59,Framskriving 2016
Fyresdal,16-19 år,2017,63,Framskriving 2016
Fyresdal,20-44 år,2017,349,Framskriving 2016
Fyresdal,45-66 år,2017,419,Framskriving 2016
Fyresdal,67-79 år,2017,176,Framskriving 2016
Fyresdal,80-89 år,2017,51,Framskriving 2016
Fyresdal,90 år eller eldre,2017,12,Framskriving 2016
Fyresdal,0 år,2018,12,Framskriving 2016
Fyresdal,1-5 år,2018,68,Framskriving 2016
Fyresdal,6-12 år,2018,117,Framskriving 2016
Fyresdal,13-15 år,2018,56,Framskriving 2016
Fyresdal,16-19 år,2018,73,Framskriving 2016
Fyresdal,20-44 år,2018,350,Framskriving 2016
Fyresdal,45-66 år,2018,417,Framskriving 2016
Fyresdal,67-79 år,2018,183,Framskriving 2016
Fyresdal,80-89 år,2018,49,Framskriving 2016
Fyresdal,90 år eller eldre,2018,13,Framskriving 2016
Fyresdal,0 år,2019,12,Framskriving 2016
Fyresdal,1-5 år,2019,68,Framskriving 2016
Fyresdal,6-12 år,2019,114,Framskriving 2016
Fyresdal,13-15 år,2019,57,Framskriving 2016
Fyresdal,16-19 år,2019,74,Framskriving 2016
Fyresdal,20-44 år,2019,343,Framskriving 2016
Fyresdal,45-66 år,2019,424,Framskriving 2016
Fyresdal,67-79 år,2019,188,Framskriving 2016
Fyresdal,80-89 år,2019,48,Framskriving 2016
Fyresdal,90 år eller eldre,2019,14,Framskriving 2016
Fyresdal,0 år,2020,12,Framskriving 2016
Fyresdal,1-5 år,2020,69,Framskriving 2016
Fyresdal,6-12 år,2020,118,Framskriving 2016
Fyresdal,13-15 år,2020,56,Framskriving 2016
Fyresdal,16-19 år,2020,71,Framskriving 2016
Fyresdal,20-44 år,2020,350,Framskriving 2016
Fyresdal,45-66 år,2020,428,Framskriving 2016
Fyresdal,67-79 år,2020,191,Framskriving 2016
Fyresdal,80-89 år,2020,51,Framskriving 2016
Fyresdal,90 år eller eldre,2020,13,Framskriving 2016
Fyresdal,0 år,2021,13,Framskriving 2016
Fyresdal,1-5 år,2021,70,Framskriving 2016
Fyresdal,6-12 år,2021,114,Framskriving 2016
Fyresdal,13-15 år,2021,55,Framskriving 2016
Fyresdal,16-19 år,2021,78,Framskriving 2016
Fyresdal,20-44 år,2021,351,Framskriving 2016
Fyresdal,45-66 år,2021,423,Framskriving 2016
Fyresdal,67-79 år,2021,190,Framskriving 2016
Fyresdal,80-89 år,2021,56,Framskriving 2016
Fyresdal,90 år eller eldre,2021,11,Framskriving 2016
Fyresdal,0 år,2022,13,Framskriving 2016
Fyresdal,1-5 år,2022,70,Framskriving 2016
Fyresdal,6-12 år,2022,113,Framskriving 2016
Fyresdal,13-15 år,2022,55,Framskriving 2016
Fyresdal,16-19 år,2022,77,Framskriving 2016
Fyresdal,20-44 år,2022,349,Framskriving 2016
Fyresdal,45-66 år,2022,428,Framskriving 2016
Fyresdal,67-79 år,2022,193,Framskriving 2016
Fyresdal,80-89 år,2022,55,Framskriving 2016
Fyresdal,90 år eller eldre,2022,13,Framskriving 2016
Fyresdal,0 år,2023,13,Framskriving 2016
Fyresdal,1-5 år,2023,71,Framskriving 2016
Fyresdal,6-12 år,2023,110,Framskriving 2016
Fyresdal,13-15 år,2023,55,Framskriving 2016
Fyresdal,16-19 år,2023,73,Framskriving 2016
Fyresdal,20-44 år,2023,351,Framskriving 2016
Fyresdal,45-66 år,2023,428,Framskriving 2016
Fyresdal,67-79 år,2023,197,Framskriving 2016
Fyresdal,80-89 år,2023,58,Framskriving 2016
Fyresdal,90 år eller eldre,2023,12,Framskriving 2016
Fyresdal,0 år,2024,13,Framskriving 2016
Fyresdal,1-5 år,2024,72,Framskriving 2016
Fyresdal,6-12 år,2024,111,Framskriving 2016
Fyresdal,13-15 år,2024,51,Framskriving 2016
Fyresdal,16-19 år,2024,74,Framskriving 2016
Fyresdal,20-44 år,2024,354,Framskriving 2016
Fyresdal,45-66 år,2024,423,Framskriving 2016
Fyresdal,67-79 år,2024,203,Framskriving 2016
Fyresdal,80-89 år,2024,65,Framskriving 2016
Fyresdal,90 år eller eldre,2024,12,Framskriving 2016
Fyresdal,0 år,2025,13,Framskriving 2016
Fyresdal,1-5 år,2025,73,Framskriving 2016
Fyresdal,6-12 år,2025,109,Framskriving 2016
Fyresdal,13-15 år,2025,53,Framskriving 2016
Fyresdal,16-19 år,2025,73,Framskriving 2016
Fyresdal,20-44 år,2025,356,Framskriving 2016
Fyresdal,45-66 år,2025,421,Framskriving 2016
Fyresdal,67-79 år,2025,207,Framskriving 2016
Fyresdal,80-89 år,2025,70,Framskriving 2016
Fyresdal,90 år eller eldre,2025,8,Framskriving 2016
Fyresdal,0 år,2026,14,Framskriving 2016
Fyresdal,1-5 år,2026,74,Framskriving 2016
Fyresdal,6-12 år,2026,112,Framskriving 2016
Fyresdal,13-15 år,2026,52,Framskriving 2016
Fyresdal,16-19 år,2026,71,Framskriving 2016
Fyresdal,20-44 år,2026,363,Framskriving 2016
Fyresdal,45-66 år,2026,416,Framskriving 2016
Fyresdal,67-79 år,2026,209,Framskriving 2016
Fyresdal,80-89 år,2026,69,Framskriving 2016
Fyresdal,90 år eller eldre,2026,9,Framskriving 2016
Fyresdal,0 år,2027,14,Framskriving 2016
Fyresdal,1-5 år,2027,74,Framskriving 2016
Fyresdal,6-12 år,2027,111,Framskriving 2016
Fyresdal,13-15 år,2027,53,Framskriving 2016
Fyresdal,16-19 år,2027,71,Framskriving 2016
Fyresdal,20-44 år,2027,372,Framskriving 2016
Fyresdal,45-66 år,2027,405,Framskriving 2016
Fyresdal,67-79 år,2027,207,Framskriving 2016
Fyresdal,80-89 år,2027,83,Framskriving 2016
Fyresdal,90 år eller eldre,2027,12,Framskriving 2016
Fyresdal,0 år,2028,14,Framskriving 2016
Fyresdal,1-5 år,2028,76,Framskriving 2016
Fyresdal,6-12 år,2028,113,Framskriving 2016
Fyresdal,13-15 år,2028,49,Framskriving 2016
Fyresdal,16-19 år,2028,70,Framskriving 2016
Fyresdal,20-44 år,2028,377,Framskriving 2016
Fyresdal,45-66 år,2028,402,Framskriving 2016
Fyresdal,67-79 år,2028,212,Framskriving 2016
Fyresdal,80-89 år,2028,85,Framskriving 2016
Fyresdal,90 år eller eldre,2028,12,Framskriving 2016
Fyresdal,0 år,2029,14,Framskriving 2016
Fyresdal,1-5 år,2029,76,Framskriving 2016
Fyresdal,6-12 år,2029,112,Framskriving 2016
Fyresdal,13-15 år,2029,50,Framskriving 2016
Fyresdal,16-19 år,2029,69,Framskriving 2016
Fyresdal,20-44 år,2029,378,Framskriving 2016
Fyresdal,45-66 år,2029,398,Framskriving 2016
Fyresdal,67-79 år,2029,218,Framskriving 2016
Fyresdal,80-89 år,2029,88,Framskriving 2016
Fyresdal,90 år eller eldre,2029,9,Framskriving 2016
Fyresdal,0 år,2030,14,Framskriving 2016
Fyresdal,1-5 år,2030,76,Framskriving 2016
Fyresdal,6-12 år,2030,114,Framskriving 2016
Fyresdal,13-15 år,2030,48,Framskriving 2016
Fyresdal,16-19 år,2030,69,Framskriving 2016
Fyresdal,20-44 år,2030,377,Framskriving 2016
Fyresdal,45-66 år,2030,395,Framskriving 2016
Fyresdal,67-79 år,2030,219,Framskriving 2016
Fyresdal,80-89 år,2030,94,Framskriving 2016
Fyresdal,90 år eller eldre,2030,12,Framskriving 2016
Fyresdal,0 år,2031,14,Framskriving 2016
Fyresdal,1-5 år,2031,77,Framskriving 2016
Fyresdal,6-12 år,2031,117,Framskriving 2016
Fyresdal,13-15 år,2031,49,Framskriving 2016
Fyresdal,16-19 år,2031,68,Framskriving 2016
Fyresdal,20-44 år,2031,375,Framskriving 2016
Fyresdal,45-66 år,2031,400,Framskriving 2016
Fyresdal,67-79 år,2031,215,Framskriving 2016
Fyresdal,80-89 år,2031,95,Framskriving 2016
Fyresdal,90 år eller eldre,2031,15,Framskriving 2016
Fyresdal,0 år,2032,14,Framskriving 2016
Fyresdal,1-5 år,2032,77,Framskriving 2016
Fyresdal,6-12 år,2032,118,Framskriving 2016
Fyresdal,13-15 år,2032,51,Framskriving 2016
Fyresdal,16-19 år,2032,65,Framskriving 2016
Fyresdal,20-44 år,2032,378,Framskriving 2016
Fyresdal,45-66 år,2032,395,Framskriving 2016
Fyresdal,67-79 år,2032,223,Framskriving 2016
Fyresdal,80-89 år,2032,98,Framskriving 2016
Fyresdal,90 år eller eldre,2032,16,Framskriving 2016
Fyresdal,0 år,2033,14,Framskriving 2016
Fyresdal,1-5 år,2033,77,Framskriving 2016
Fyresdal,6-12 år,2033,118,Framskriving 2016
Fyresdal,13-15 år,2033,51,Framskriving 2016
Fyresdal,16-19 år,2033,66,Framskriving 2016
Fyresdal,20-44 år,2033,386,Framskriving 2016
Fyresdal,45-66 år,2033,391,Framskriving 2016
Fyresdal,67-79 år,2033,226,Framskriving 2016
Fyresdal,80-89 år,2033,98,Framskriving 2016
Fyresdal,90 år eller eldre,2033,17,Framskriving 2016
Fyresdal,0 år,2034,14,Framskriving 2016
Fyresdal,1-5 år,2034,77,Framskriving 2016
Fyresdal,6-12 år,2034,118,Framskriving 2016
Fyresdal,13-15 år,2034,51,Framskriving 2016
Fyresdal,16-19 år,2034,66,Framskriving 2016
Fyresdal,20-44 år,2034,391,Framskriving 2016
Fyresdal,45-66 år,2034,387,Framskriving 2016
Fyresdal,67-79 år,2034,229,Framskriving 2016
Fyresdal,80-89 år,2034,99,Framskriving 2016
Fyresdal,90 år eller eldre,2034,18,Framskriving 2016
Fyresdal,0 år,2035,14,Framskriving 2016
Fyresdal,1-5 år,2035,77,Framskriving 2016
Fyresdal,6-12 år,2035,119,Framskriving 2016
Fyresdal,13-15 år,2035,51,Framskriving 2016
Fyresdal,16-19 år,2035,69,Framskriving 2016
Fyresdal,20-44 år,2035,391,Framskriving 2016
Fyresdal,45-66 år,2035,391,Framskriving 2016
