Geografi,År,Alder,Innvandringskategori,Lavinntektsgrense,Andel
Midt-Telemark,2019-2021,25 år +,Innvandrere,EU 60,38.6083052749719
Midt-Telemark,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Midt-Telemark,2020-2022,25 år +,Innvandrere,EU 60,33.7899543378996
Midt-Telemark,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Midt-Telemark,2021-2023,25 år +,Innvandrere,EU 60,36.2179487179487
Midt-Telemark,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Seljord,2004-2006,25 år +,Innvandrere,EU 60,:
Seljord,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Seljord,2005-2007,25 år +,Innvandrere,EU 60,:
Seljord,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Seljord,2006-2008,25 år +,Innvandrere,EU 60,:
Seljord,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Seljord,2007-2009,25 år +,Innvandrere,EU 60,:
Seljord,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Seljord,2008-2010,25 år +,Innvandrere,EU 60,:
Seljord,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Seljord,2009-2011,25 år +,Innvandrere,EU 60,:
Seljord,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Seljord,2010-2012,25 år +,Innvandrere,EU 60,:
Seljord,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Seljord,2011-2013,25 år +,Innvandrere,EU 60,:
Seljord,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Seljord,2012-2014,25 år +,Innvandrere,EU 60,:
Seljord,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Seljord,2013-2015,25 år +,Innvandrere,EU 60,:
Seljord,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Seljord,2014-2016,25 år +,Innvandrere,EU 60,:
Seljord,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Seljord,2015-2017,25 år +,Innvandrere,EU 60,:
Seljord,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Seljord,2016-2018,25 år +,Innvandrere,EU 60,:
Seljord,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Seljord,2017-2019,25 år +,Innvandrere,EU 60,:
Seljord,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Seljord,2018-2020,25 år +,Innvandrere,EU 60,:
Seljord,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Seljord,2019-2021,25 år +,Innvandrere,EU 60,:
Seljord,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Seljord,2020-2022,25 år +,Innvandrere,EU 60,:
Seljord,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Seljord,2021-2023,25 år +,Innvandrere,EU 60,:
Seljord,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2004-2006,25 år +,Innvandrere,EU 60,:
Hjartdal,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2005-2007,25 år +,Innvandrere,EU 60,:
Hjartdal,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2006-2008,25 år +,Innvandrere,EU 60,:
Hjartdal,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2007-2009,25 år +,Innvandrere,EU 60,:
Hjartdal,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2008-2010,25 år +,Innvandrere,EU 60,:
Hjartdal,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2009-2011,25 år +,Innvandrere,EU 60,:
Hjartdal,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2010-2012,25 år +,Innvandrere,EU 60,:
Hjartdal,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2011-2013,25 år +,Innvandrere,EU 60,:
Hjartdal,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2012-2014,25 år +,Innvandrere,EU 60,40.4761904761905
Hjartdal,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2013-2015,25 år +,Innvandrere,EU 60,41.304347826087
Hjartdal,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2014-2016,25 år +,Innvandrere,EU 60,48.936170212766
Hjartdal,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2015-2017,25 år +,Innvandrere,EU 60,44.0677966101695
Hjartdal,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2016-2018,25 år +,Innvandrere,EU 60,45.7627118644068
Hjartdal,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2017-2019,25 år +,Innvandrere,EU 60,46.031746031746
Hjartdal,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2018-2020,25 år +,Innvandrere,EU 60,48.5294117647059
Hjartdal,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2019-2021,25 år +,Innvandrere,EU 60,47.1428571428571
Hjartdal,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2020-2022,25 år +,Innvandrere,EU 60,40.8450704225352
Hjartdal,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Hjartdal,2021-2023,25 år +,Innvandrere,EU 60,32.3943661971831
Hjartdal,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Tinn,2004-2006,25 år +,Innvandrere,EU 60,16.6064981949459
Tinn,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Tinn,2005-2007,25 år +,Innvandrere,EU 60,17.0289855072464
Tinn,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Tinn,2006-2008,25 år +,Innvandrere,EU 60,14.7887323943662
Tinn,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Tinn,2007-2009,25 år +,Innvandrere,EU 60,16.5540540540541
Tinn,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Tinn,2008-2010,25 år +,Innvandrere,EU 60,16.71826625387
Tinn,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Tinn,2009-2011,25 år +,Innvandrere,EU 60,21.875
Tinn,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Tinn,2010-2012,25 år +,Innvandrere,EU 60,23.4806629834254
Tinn,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Tinn,2011-2013,25 år +,Innvandrere,EU 60,23.5924932975871
Tinn,2011-2013,25 år +,Øvrig befolkning,EU 60,7.28529646370646
Tinn,2012-2014,25 år +,Innvandrere,EU 60,25.3768844221106
Tinn,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Tinn,2013-2015,25 år +,Innvandrere,EU 60,25.1196172248804
Tinn,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Tinn,2014-2016,25 år +,Innvandrere,EU 60,24.455205811138
Tinn,2014-2016,25 år +,Øvrig befolkning,EU 60,6.80161943319838
Tinn,2015-2017,25 år +,Innvandrere,EU 60,24.2424242424242
Tinn,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Tinn,2016-2018,25 år +,Innvandrere,EU 60,24.8337028824834
Tinn,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Tinn,2017-2019,25 år +,Innvandrere,EU 60,27.212389380531
Tinn,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Tinn,2018-2020,25 år +,Innvandrere,EU 60,24.6666666666667
Tinn,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Tinn,2019-2021,25 år +,Innvandrere,EU 60,22.5053078556263
Tinn,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Tinn,2020-2022,25 år +,Innvandrere,EU 60,20.0836820083682
Tinn,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Tinn,2021-2023,25 år +,Innvandrere,EU 60,22.7822580645161
Tinn,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2004-2006,25 år +,Innvandrere,EU 60,20.6896551724138
Kviteseid,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2005-2007,25 år +,Innvandrere,EU 60,16.6666666666667
Kviteseid,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2006-2008,25 år +,Innvandrere,EU 60,:
Kviteseid,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2007-2009,25 år +,Innvandrere,EU 60,:
Kviteseid,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2008-2010,25 år +,Innvandrere,EU 60,:
Kviteseid,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2009-2011,25 år +,Innvandrere,EU 60,:
Kviteseid,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2010-2012,25 år +,Innvandrere,EU 60,:
Kviteseid,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2011-2013,25 år +,Innvandrere,EU 60,:
Kviteseid,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2012-2014,25 år +,Innvandrere,EU 60,:
Kviteseid,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2013-2015,25 år +,Innvandrere,EU 60,:
Kviteseid,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2014-2016,25 år +,Innvandrere,EU 60,:
Kviteseid,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2015-2017,25 år +,Innvandrere,EU 60,26.5734265734266
Kviteseid,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2016-2018,25 år +,Innvandrere,EU 60,:
Kviteseid,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2017-2019,25 år +,Innvandrere,EU 60,:
Kviteseid,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2018-2020,25 år +,Innvandrere,EU 60,:
Kviteseid,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2019-2021,25 år +,Innvandrere,EU 60,:
Kviteseid,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2020-2022,25 år +,Innvandrere,EU 60,:
Kviteseid,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Kviteseid,2021-2023,25 år +,Innvandrere,EU 60,:
Kviteseid,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2004-2006,25 år +,Innvandrere,EU 60,:
Nissedal,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2005-2007,25 år +,Innvandrere,EU 60,:
Nissedal,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2006-2008,25 år +,Innvandrere,EU 60,27.906976744186
Nissedal,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2007-2009,25 år +,Innvandrere,EU 60,25
Nissedal,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2008-2010,25 år +,Innvandrere,EU 60,18
Nissedal,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2009-2011,25 år +,Innvandrere,EU 60,22.2222222222222
Nissedal,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2010-2012,25 år +,Innvandrere,EU 60,23.728813559322
Nissedal,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2011-2013,25 år +,Innvandrere,EU 60,26.4705882352941
Nissedal,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2012-2014,25 år +,Innvandrere,EU 60,:
Nissedal,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2013-2015,25 år +,Innvandrere,EU 60,32.5
Nissedal,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2014-2016,25 år +,Innvandrere,EU 60,25.5555555555556
Nissedal,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2015-2017,25 år +,Innvandrere,EU 60,25.2631578947368
Nissedal,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2016-2018,25 år +,Innvandrere,EU 60,27.8846153846154
Nissedal,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2017-2019,25 år +,Innvandrere,EU 60,27.6190476190476
Nissedal,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2018-2020,25 år +,Innvandrere,EU 60,21
Nissedal,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2019-2021,25 år +,Innvandrere,EU 60,24.7524752475248
Nissedal,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2020-2022,25 år +,Innvandrere,EU 60,19.2307692307692
Nissedal,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Nissedal,2021-2023,25 år +,Innvandrere,EU 60,24.4897959183673
Nissedal,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2004-2006,25 år +,Innvandrere,EU 60,38.7755102040816
Fyresdal,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2005-2007,25 år +,Innvandrere,EU 60,:
Fyresdal,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2006-2008,25 år +,Innvandrere,EU 60,:
Fyresdal,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2007-2009,25 år +,Innvandrere,EU 60,:
Fyresdal,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2008-2010,25 år +,Innvandrere,EU 60,:
Fyresdal,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2009-2011,25 år +,Innvandrere,EU 60,:
Fyresdal,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2010-2012,25 år +,Innvandrere,EU 60,:
Fyresdal,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2011-2013,25 år +,Innvandrere,EU 60,:
Fyresdal,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2012-2014,25 år +,Innvandrere,EU 60,:
Fyresdal,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2013-2015,25 år +,Innvandrere,EU 60,:
Fyresdal,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2014-2016,25 år +,Innvandrere,EU 60,:
Fyresdal,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2015-2017,25 år +,Innvandrere,EU 60,:
Fyresdal,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2016-2018,25 år +,Innvandrere,EU 60,:
Fyresdal,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2017-2019,25 år +,Innvandrere,EU 60,:
Fyresdal,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2018-2020,25 år +,Innvandrere,EU 60,:
Fyresdal,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2019-2021,25 år +,Innvandrere,EU 60,:
Fyresdal,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2020-2022,25 år +,Innvandrere,EU 60,:
Fyresdal,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Fyresdal,2021-2023,25 år +,Innvandrere,EU 60,:
Fyresdal,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Tokke,2004-2006,25 år +,Innvandrere,EU 60,:
Tokke,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Tokke,2005-2007,25 år +,Innvandrere,EU 60,:
Tokke,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Tokke,2006-2008,25 år +,Innvandrere,EU 60,:
Tokke,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Tokke,2007-2009,25 år +,Innvandrere,EU 60,13.5593220338983
Tokke,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Tokke,2008-2010,25 år +,Innvandrere,EU 60,:
Tokke,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Tokke,2009-2011,25 år +,Innvandrere,EU 60,:
Tokke,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Tokke,2010-2012,25 år +,Innvandrere,EU 60,12.0481927710843
Tokke,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Tokke,2011-2013,25 år +,Innvandrere,EU 60,:
Tokke,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Tokke,2012-2014,25 år +,Innvandrere,EU 60,:
Tokke,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Tokke,2013-2015,25 år +,Innvandrere,EU 60,16.4948453608247
Tokke,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Tokke,2014-2016,25 år +,Innvandrere,EU 60,:
Tokke,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Tokke,2015-2017,25 år +,Innvandrere,EU 60,:
Tokke,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Tokke,2016-2018,25 år +,Innvandrere,EU 60,:
Tokke,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Tokke,2017-2019,25 år +,Innvandrere,EU 60,:
Tokke,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Tokke,2018-2020,25 år +,Innvandrere,EU 60,:
Tokke,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Tokke,2019-2021,25 år +,Innvandrere,EU 60,:
Tokke,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Tokke,2020-2022,25 år +,Innvandrere,EU 60,:
Tokke,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Tokke,2021-2023,25 år +,Innvandrere,EU 60,:
Tokke,2021-2023,25 år +,Øvrig befolkning,EU 60,:
Vinje,2004-2006,25 år +,Innvandrere,EU 60,26.8292682926829
Vinje,2004-2006,25 år +,Øvrig befolkning,EU 60,:
Vinje,2005-2007,25 år +,Innvandrere,EU 60,27.7777777777778
Vinje,2005-2007,25 år +,Øvrig befolkning,EU 60,:
Vinje,2006-2008,25 år +,Innvandrere,EU 60,19.1011235955056
Vinje,2006-2008,25 år +,Øvrig befolkning,EU 60,:
Vinje,2007-2009,25 år +,Innvandrere,EU 60,15.4639175257732
Vinje,2007-2009,25 år +,Øvrig befolkning,EU 60,:
Vinje,2008-2010,25 år +,Innvandrere,EU 60,:
Vinje,2008-2010,25 år +,Øvrig befolkning,EU 60,:
Vinje,2009-2011,25 år +,Innvandrere,EU 60,22.5
Vinje,2009-2011,25 år +,Øvrig befolkning,EU 60,:
Vinje,2010-2012,25 år +,Innvandrere,EU 60,25.7575757575758
Vinje,2010-2012,25 år +,Øvrig befolkning,EU 60,:
Vinje,2011-2013,25 år +,Innvandrere,EU 60,28.7581699346405
Vinje,2011-2013,25 år +,Øvrig befolkning,EU 60,:
Vinje,2012-2014,25 år +,Innvandrere,EU 60,30.8988764044944
Vinje,2012-2014,25 år +,Øvrig befolkning,EU 60,:
Vinje,2013-2015,25 år +,Innvandrere,EU 60,35.2331606217617
Vinje,2013-2015,25 år +,Øvrig befolkning,EU 60,:
Vinje,2014-2016,25 år +,Innvandrere,EU 60,31.7460317460317
Vinje,2014-2016,25 år +,Øvrig befolkning,EU 60,:
Vinje,2015-2017,25 år +,Innvandrere,EU 60,34.5971563981043
Vinje,2015-2017,25 år +,Øvrig befolkning,EU 60,:
Vinje,2016-2018,25 år +,Innvandrere,EU 60,25.2252252252252
Vinje,2016-2018,25 år +,Øvrig befolkning,EU 60,:
Vinje,2017-2019,25 år +,Innvandrere,EU 60,28.125
Vinje,2017-2019,25 år +,Øvrig befolkning,EU 60,:
Vinje,2018-2020,25 år +,Innvandrere,EU 60,28.3400809716599
Vinje,2018-2020,25 år +,Øvrig befolkning,EU 60,:
Vinje,2019-2021,25 år +,Innvandrere,EU 60,26.7489711934156
Vinje,2019-2021,25 år +,Øvrig befolkning,EU 60,:
Vinje,2020-2022,25 år +,Innvandrere,EU 60,22.8
Vinje,2020-2022,25 år +,Øvrig befolkning,EU 60,:
Vinje,2021-2023,25 år +,Innvandrere,EU 60,22.4334600760456
Vinje,2021-2023,25 år +,Øvrig befolkning,EU 60,:
