region,næring (SN2007),statistikkvariabel,år,value
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,14
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,78
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,116
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,133
Notodden,Industri,Sysselsatte personer etter arbeidssted,2016,384
Notodden,Industri,Sysselsatte personer etter arbeidssted,2017,358
Notodden,Industri,Sysselsatte personer etter arbeidssted,2018,366
Notodden,Industri,Sysselsatte personer etter arbeidssted,2019,391
Notodden,Industri,Sysselsatte personer etter arbeidssted,2020,437
Notodden,Industri,Sysselsatte personer etter arbeidssted,2021,475
Notodden,Industri,Sysselsatte personer etter arbeidssted,2022,534
Notodden,Industri,Sysselsatte personer etter arbeidssted,2023,588
Notodden,Industri,Sysselsatte personer etter arbeidssted,2024,644
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,123
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,122
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,125
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,125
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,142
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,145
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,145
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,152
Notodden,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,150
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,360
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,376
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,368
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,376
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,349
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,367
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,393
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,378
Notodden,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,358
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,809
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,847
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,800
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,804
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,806
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,808
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,817
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,896
Notodden,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,897
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,200
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,208
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,214
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,208
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,232
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,234
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,248
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,188
Notodden,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,194
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,146
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,147
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,121
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,140
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,126
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,183
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,117
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,128
Notodden,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,137
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,66
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,63
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,65
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,68
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,77
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,92
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,76
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,77
Notodden,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,80
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,27
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,22
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,16
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,19
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,19
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,21
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,24
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,22
Notodden,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,24
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,203
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,209
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,199
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,175
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,207
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,234
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,246
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,237
Notodden,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,255
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,132
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,124
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,134
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,122
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,118
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,129
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,121
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,128
Notodden,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,149
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,295
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,278
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,254
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,270
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,251
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,253
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,249
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,244
Notodden,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,243
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2016,665
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2017,644
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2018,652
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2019,655
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2020,652
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2021,676
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2022,686
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2023,686
Notodden,Undervisning,Sysselsatte personer etter arbeidssted,2024,677
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,1598
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,1558
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,1591
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,1594
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,1607
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,1639
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,1580
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,1582
Notodden,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,1584
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,184
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,186
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,189
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,194
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,198
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,207
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,197
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,199
Notodden,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,177
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,72
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,57
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,56
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,54
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,43
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,46
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,40
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,51
Notodden,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,45
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,42
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,52
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,45
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,40
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,33
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,31
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,32
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,40
Siljan,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,40
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,0
Siljan,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,0
Siljan,Industri,Sysselsatte personer etter arbeidssted,2016,50
Siljan,Industri,Sysselsatte personer etter arbeidssted,2017,53
Siljan,Industri,Sysselsatte personer etter arbeidssted,2018,54
Siljan,Industri,Sysselsatte personer etter arbeidssted,2019,70
Siljan,Industri,Sysselsatte personer etter arbeidssted,2020,50
Siljan,Industri,Sysselsatte personer etter arbeidssted,2021,55
Siljan,Industri,Sysselsatte personer etter arbeidssted,2022,48
Siljan,Industri,Sysselsatte personer etter arbeidssted,2023,50
Siljan,Industri,Sysselsatte personer etter arbeidssted,2024,48
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,7
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,6
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,11
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,9
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,10
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,10
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,9
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,10
Siljan,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,8
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,40
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,31
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,27
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,25
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,36
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,35
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,30
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,27
Siljan,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,27
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,48
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,63
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,59
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,78
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,91
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,91
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,66
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,50
Siljan,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,55
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,33
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,36
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,42
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,38
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,34
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,27
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,22
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,24
Siljan,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,22
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,3
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,3
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,3
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,8
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,6
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,3
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,3
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,3
Siljan,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,3
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,0
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,0
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,0
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,0
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,0
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,0
Siljan,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,0
