Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Telemark,2019,kvinner,0-24 år,Skader,"per 1000, standardisert",103.122616170678
Telemark,2019,kvinner,0-14 år,Skader,"per 1000, standardisert",102.689329901938
Telemark,2019,kvinner,15-24 år,Skader,"per 1000, standardisert",103.624281994218
Telemark,2019,kvinner,25-44 år,Skader,"per 1000, standardisert",86.1473617084239
Telemark,2019,kvinner,45-74 år,Skader,"per 1000, standardisert",91.8286913602582
Telemark,2019,kvinner,45-64 år,Skader,"per 1000, standardisert",92.0322276739426
Telemark,2019,kvinner,65-74 år,Skader,"per 1000, standardisert",91.5636394884542
Telemark,2019,kvinner,75-79 år,Skader,"per 1000, standardisert",102.394100136428
Telemark,2020,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",96.6864652094042
Telemark,2020,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",99.0129570253047
Telemark,2020,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",104.783634844468
Telemark,2020,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",107.159063719103
Telemark,2020,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",101.696228179465
Telemark,2020,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",94.0501142710291
Telemark,2020,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",93.3703990570802
Telemark,2020,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",94.9651623377634
Telemark,2020,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",89.8594517070416
Telemark,2020,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",104.231383582389
Telemark,2020,menn,0-74 år,Skader,"per 1000, standardisert",105.003767328248
Telemark,2020,menn,0-44 år,Skader,"per 1000, standardisert",109.934383257273
Telemark,2020,menn,0-24 år,Skader,"per 1000, standardisert",114.752183966805
Telemark,2020,menn,0-14 år,Skader,"per 1000, standardisert",116.83727139253
Telemark,2020,menn,15-24 år,Skader,"per 1000, standardisert",112.046265735551
Telemark,2020,menn,25-44 år,Skader,"per 1000, standardisert",106.43482518098
Telemark,2020,menn,45-74 år,Skader,"per 1000, standardisert",97.1229797997398
Telemark,2020,menn,45-64 år,Skader,"per 1000, standardisert",100.676939119992
Telemark,2020,menn,65-74 år,Skader,"per 1000, standardisert",88.8402216835536
Telemark,2020,menn,75-79 år,Skader,"per 1000, standardisert",98.956757253147
Telemark,2020,kvinner,0-74 år,Skader,"per 1000, standardisert",88.0737654781487
Telemark,2020,kvinner,0-44 år,Skader,"per 1000, standardisert",87.5215623327456
Telemark,2020,kvinner,0-24 år,Skader,"per 1000, standardisert",94.2627131211539
Telemark,2020,kvinner,0-14 år,Skader,"per 1000, standardisert",96.9581403295198
Telemark,2020,kvinner,15-24 år,Skader,"per 1000, standardisert",90.7527085055233
Telemark,2020,kvinner,25-44 år,Skader,"per 1000, standardisert",81.1062552440725
Telemark,2020,kvinner,45-74 år,Skader,"per 1000, standardisert",89.6111273086782
Telemark,2020,kvinner,45-64 år,Skader,"per 1000, standardisert",89.1493393977518
Telemark,2020,kvinner,65-74 år,Skader,"per 1000, standardisert",90.859386583962
Telemark,2020,kvinner,75-79 år,Skader,"per 1000, standardisert",109.118966955743
Telemark,2021,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",97.7298887799545
Telemark,2021,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",101.242971757465
Telemark,2021,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",109.543955466194
Telemark,2021,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",111.31497597087
Telemark,2021,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",107.232507387941
Telemark,2021,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",93.2759659078517
Telemark,2021,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",92.9031486009167
Telemark,2021,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",93.977457090128
Telemark,2021,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",90.59781944006
Telemark,2021,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",97.0398745291377
Telemark,2021,menn,0-74 år,Skader,"per 1000, standardisert",106.422759386886
Telemark,2021,menn,0-44 år,Skader,"per 1000, standardisert",113.794062259865
Telemark,2021,menn,0-24 år,Skader,"per 1000, standardisert",123.766817843403
Telemark,2021,menn,0-14 år,Skader,"per 1000, standardisert",126.431662658031
Telemark,2021,menn,15-24 år,Skader,"per 1000, standardisert",120.314287845519
Telemark,2021,menn,25-44 år,Skader,"per 1000, standardisert",104.15958418347
Telemark,2021,menn,45-74 år,Skader,"per 1000, standardisert",95.3154814275389
Telemark,2021,menn,45-64 år,Skader,"per 1000, standardisert",98.3153049145584
Telemark,2021,menn,65-74 år,Skader,"per 1000, standardisert",88.3594120641746
Telemark,2021,menn,75-79 år,Skader,"per 1000, standardisert",88.6827125522777
Telemark,2021,kvinner,0-74 år,Skader,"per 1000, standardisert",88.7337188902721
Telemark,2021,kvinner,0-44 år,Skader,"per 1000, standardisert",88.01994857095
Telemark,2021,kvinner,0-24 år,Skader,"per 1000, standardisert",94.4614635902399
Telemark,2021,kvinner,0-14 år,Skader,"per 1000, standardisert",95.2996617696421
Telemark,2021,kvinner,15-24 år,Skader,"per 1000, standardisert",93.3534368892101
Telemark,2021,kvinner,25-44 år,Skader,"per 1000, standardisert",81.8949211218588
Telemark,2021,kvinner,45-74 år,Skader,"per 1000, standardisert",90.5009590771208
Telemark,2021,kvinner,45-64 år,Skader,"per 1000, standardisert",89.5775942271605
Telemark,2021,kvinner,65-74 år,Skader,"per 1000, standardisert",92.7828880269677
Telemark,2021,kvinner,75-79 år,Skader,"per 1000, standardisert",104.824614972523
Telemark,2022,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",95.0589303242101
Telemark,2022,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",99.5476497239346
Telemark,2022,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",107.311078962453
Telemark,2022,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",104.293985906796
Telemark,2022,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",111.203013749122
Telemark,2022,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",92.1113988160897
Telemark,2022,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",88.9918563479286
Telemark,2022,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",90.9866570177913
Telemark,2022,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",84.6089577429893
Telemark,2022,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",102.498779038662
Telemark,2022,menn,0-74 år,Skader,"per 1000, standardisert",103.012219870122
Telemark,2022,menn,0-44 år,Skader,"per 1000, standardisert",111.597667543685
Telemark,2022,menn,0-24 år,Skader,"per 1000, standardisert",119.332497879177
Telemark,2022,menn,0-14 år,Skader,"per 1000, standardisert",114.091155264988
Telemark,2022,menn,15-24 år,Skader,"per 1000, standardisert",126.104968109159
Telemark,2022,menn,25-44 år,Skader,"per 1000, standardisert",104.473739727719
Telemark,2022,menn,45-74 år,Skader,"per 1000, standardisert",90.3497585378257
Telemark,2022,menn,45-64 år,Skader,"per 1000, standardisert",93.3871910187186
Telemark,2022,menn,65-74 år,Skader,"per 1000, standardisert",83.3976664891851
Telemark,2022,menn,75-79 år,Skader,"per 1000, standardisert",103.5594149311
Telemark,2022,kvinner,0-74 år,Skader,"per 1000, standardisert",86.8234708992939
Telemark,2022,kvinner,0-44 år,Skader,"per 1000, standardisert",86.8556215716257
Telemark,2022,kvinner,0-24 år,Skader,"per 1000, standardisert",94.5899282262094
Telemark,2022,kvinner,0-14 år,Skader,"per 1000, standardisert",93.9760923848453
Telemark,2022,kvinner,15-24 år,Skader,"per 1000, standardisert",95.3650766496462
Telemark,2022,kvinner,25-44 år,Skader,"per 1000, standardisert",79.2080860330163
Telemark,2022,kvinner,45-74 år,Skader,"per 1000, standardisert",87.6453017674611
Telemark,2022,kvinner,45-64 år,Skader,"per 1000, standardisert",88.5687833588314
Telemark,2022,kvinner,65-74 år,Skader,"per 1000, standardisert",85.7935623355409
Telemark,2022,kvinner,75-79 år,Skader,"per 1000, standardisert",101.564450490765
Telemark,2023,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",97.0500135021236
Telemark,2023,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",100.696044123168
Telemark,2023,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",110.220246278648
Telemark,2023,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",110.243277672236
Telemark,2023,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",110.156298037932
Telemark,2023,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",91.2496166325363
Telemark,2023,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",92.0381075029651
Telemark,2023,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",93.5972221624342
Telemark,2023,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",88.6664950241149
Telemark,2023,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",101.487005627744
Telemark,2023,menn,0-74 år,Skader,"per 1000, standardisert",105.974223605686
Telemark,2023,menn,0-44 år,Skader,"per 1000, standardisert",113.448420269472
Telemark,2023,menn,0-24 år,Skader,"per 1000, standardisert",124.71019965568
Telemark,2023,menn,0-14 år,Skader,"per 1000, standardisert",124.206812962042
Telemark,2023,menn,15-24 år,Skader,"per 1000, standardisert",125.326928413207
Telemark,2023,menn,25-44 år,Skader,"per 1000, standardisert",102.258725183478
Telemark,2023,menn,45-74 år,Skader,"per 1000, standardisert",94.7167870643869
Telemark,2023,menn,45-64 år,Skader,"per 1000, standardisert",97.7764083469156
Telemark,2023,menn,65-74 år,Skader,"per 1000, standardisert",87.7405084451828
Telemark,2023,menn,75-79 år,Skader,"per 1000, standardisert",94.3348085919005
Telemark,2023,kvinner,0-74 år,Skader,"per 1000, standardisert",87.823124418293
Telemark,2023,kvinner,0-44 år,Skader,"per 1000, standardisert",87.2573501125591
Telemark,2023,kvinner,0-24 år,Skader,"per 1000, standardisert",94.8292804203564
Telemark,2023,kvinner,0-14 år,Skader,"per 1000, standardisert",95.4326159228394
Telemark,2023,kvinner,15-24 år,Skader,"per 1000, standardisert",94.0136590371765
Telemark,2023,kvinner,25-44 år,Skader,"per 1000, standardisert",79.7626505615234
Telemark,2023,kvinner,45-74 år,Skader,"per 1000, standardisert",89.3893401026313
Telemark,2023,kvinner,45-64 år,Skader,"per 1000, standardisert",89.4070577752131
Telemark,2023,kvinner,65-74 år,Skader,"per 1000, standardisert",89.5747387410024
Telemark,2023,kvinner,75-79 år,Skader,"per 1000, standardisert",108.108701279042
Telemark,2024,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",89.8591792776377
Telemark,2024,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",92.9175139855504
Telemark,2024,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",100.411458182115
Telemark,2024,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",99.7644442932864
Telemark,2024,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",101.159454185681
Telemark,2024,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",85.6218269359444
Telemark,2024,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",85.6220644165456
Telemark,2024,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",85.3618734378948
Telemark,2024,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",86.3489072517326
Telemark,2024,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",93.7789939471371
Telemark,2024,menn,0-74 år,Skader,"per 1000, standardisert",96.9482728160582
Telemark,2024,menn,0-44 år,Skader,"per 1000, standardisert",103.592265584409
Telemark,2024,menn,0-24 år,Skader,"per 1000, standardisert",111.845644042151
Telemark,2024,menn,0-14 år,Skader,"per 1000, standardisert",111.71179157043
Telemark,2024,menn,15-24 år,Skader,"per 1000, standardisert",111.946544846389
Telemark,2024,menn,25-44 år,Skader,"per 1000, standardisert",95.6589529495574
Telemark,2024,menn,45-74 år,Skader,"per 1000, standardisert",86.8992021870791
Telemark,2024,menn,45-64 år,Skader,"per 1000, standardisert",86.2543863444265
Telemark,2024,menn,65-74 år,Skader,"per 1000, standardisert",88.403398527784
Telemark,2024,menn,75-79 år,Skader,"per 1000, standardisert",86.4447634739939
Telemark,2024,kvinner,0-74 år,Skader,"per 1000, standardisert",82.5187066594897
Telemark,2024,kvinner,0-44 år,Skader,"per 1000, standardisert",81.6790892654306
Telemark,2024,kvinner,0-24 år,Skader,"per 1000, standardisert",88.3060987542342
Telemark,2024,kvinner,0-14 år,Skader,"per 1000, standardisert",87.109337998931
Telemark,2024,kvinner,15-24 år,Skader,"per 1000, standardisert",89.755069414317
Telemark,2024,kvinner,25-44 år,Skader,"per 1000, standardisert",75.1460832408845
Telemark,2024,kvinner,45-74 år,Skader,"per 1000, standardisert",84.3735093461274
Telemark,2024,kvinner,45-64 år,Skader,"per 1000, standardisert",84.4767661279366
Telemark,2024,kvinner,65-74 år,Skader,"per 1000, standardisert",84.3615594575175
Telemark,2024,kvinner,75-79 år,Skader,"per 1000, standardisert",100.587238543591
Porsgrunn,2017,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",100.660401798124
Porsgrunn,2017,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",103.564884529522
Porsgrunn,2017,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",111.010831844232
Porsgrunn,2017,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",115.518500482857
Porsgrunn,2017,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",105.247982104666
Porsgrunn,2017,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",96.6228916835838
Porsgrunn,2017,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",96.4253308396419
Porsgrunn,2017,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",99.3640248677312
Porsgrunn,2017,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",89.085005325325
Porsgrunn,2017,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",101.937029084053
Porsgrunn,2017,menn,0-74 år,Skader,"per 1000, standardisert",106.702251634783
Porsgrunn,2017,menn,0-44 år,Skader,"per 1000, standardisert",113.339847291737
Porsgrunn,2017,menn,0-24 år,Skader,"per 1000, standardisert",119.920334645073
Porsgrunn,2017,menn,0-14 år,Skader,"per 1000, standardisert",132.126917376791
Porsgrunn,2017,menn,15-24 år,Skader,"per 1000, standardisert",104.396610444975
Porsgrunn,2017,menn,25-44 år,Skader,"per 1000, standardisert",107.413174353157
Porsgrunn,2017,menn,45-74 år,Skader,"per 1000, standardisert",96.4675537804614
Porsgrunn,2017,menn,45-64 år,Skader,"per 1000, standardisert",100.711201027666
Porsgrunn,2017,menn,65-74 år,Skader,"per 1000, standardisert",85.4707776831515
Porsgrunn,2017,menn,75-79 år,Skader,"per 1000, standardisert",106.4862000062
Porsgrunn,2017,kvinner,0-74 år,Skader,"per 1000, standardisert",94.3762419511109
Porsgrunn,2017,kvinner,0-44 år,Skader,"per 1000, standardisert",93.2677615765231
Porsgrunn,2017,kvinner,0-24 år,Skader,"per 1000, standardisert",101.453280370283
Porsgrunn,2017,kvinner,0-14 år,Skader,"per 1000, standardisert",98.0851828955963
Porsgrunn,2017,kvinner,15-24 år,Skader,"per 1000, standardisert",105.434040466965
Porsgrunn,2017,kvinner,25-44 år,Skader,"per 1000, standardisert",85.3197059270788
Porsgrunn,2017,kvinner,45-74 år,Skader,"per 1000, standardisert",96.3986025440551
Porsgrunn,2017,kvinner,45-64 år,Skader,"per 1000, standardisert",98.0012305101016
Porsgrunn,2017,kvinner,65-74 år,Skader,"per 1000, standardisert",92.5640344921413
Porsgrunn,2017,kvinner,75-79 år,Skader,"per 1000, standardisert",98.2755942849148
Porsgrunn,2018,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",101.37682646861
Porsgrunn,2018,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",104.410877630795
Porsgrunn,2018,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",106.993620321787
Porsgrunn,2018,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",98.2092306995099
Porsgrunn,2018,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",117.735871653259
Porsgrunn,2018,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",103.213697933235
Porsgrunn,2018,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",96.9949320665348
Porsgrunn,2018,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",97.4429389264853
Porsgrunn,2018,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",95.9470690151133
Porsgrunn,2018,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",108.85236230182
Porsgrunn,2018,menn,0-74 år,Skader,"per 1000, standardisert",107.170009424969
Porsgrunn,2018,menn,0-44 år,Skader,"per 1000, standardisert",113.818937514709
Porsgrunn,2018,menn,0-24 år,Skader,"per 1000, standardisert",117.823669490111
Porsgrunn,2018,menn,0-14 år,Skader,"per 1000, standardisert",106.870259471528
Porsgrunn,2018,menn,15-24 år,Skader,"per 1000, standardisert",131.353725935373
Porsgrunn,2018,menn,25-44 år,Skader,"per 1000, standardisert",111.102202851967
Porsgrunn,2018,menn,45-74 år,Skader,"per 1000, standardisert",96.9288573572104
Porsgrunn,2018,menn,45-64 år,Skader,"per 1000, standardisert",98.0768813285445
Porsgrunn,2018,menn,65-74 år,Skader,"per 1000, standardisert",94.0066647711072
Porsgrunn,2018,menn,75-79 år,Skader,"per 1000, standardisert",104.610603436541
Porsgrunn,2018,kvinner,0-74 år,Skader,"per 1000, standardisert",95.3419761292669
Porsgrunn,2018,kvinner,0-44 år,Skader,"per 1000, standardisert",94.4945121468193
Porsgrunn,2018,kvinner,0-24 år,Skader,"per 1000, standardisert",95.5091367143513
Porsgrunn,2018,kvinner,0-14 år,Skader,"per 1000, standardisert",89.027296803284
Porsgrunn,2018,kvinner,15-24 år,Skader,"per 1000, standardisert",103.293578477103
Porsgrunn,2018,kvinner,25-44 år,Skader,"per 1000, standardisert",94.9642422611834
